pracWords,instr_1,instr_2,AOMI_Ima,AOMI_w,AOMI_h,practiceWords,prac_time,prac_bkgd_time,pracVid_1,pracVid_2,baseline_words,control_words,cont_time,cont_bgkd_time,first_vids,second_vids,AOMIfirst_words,AOMIsecond_words,Order,ratingScale,rateInstr,instructLoop.thisRepN,instructLoop.thisTrialN,instructLoop.thisN,instructLoop.thisIndex,practice_control.thisRepN,practice_control.thisTrialN,practice_control.thisN,practice_control.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,baseRateLoop.thisRepN,baseRateLoop.thisTrialN,baseRateLoop.thisN,baseRateLoop.thisIndex,AOMIinstrLoop1.thisRepN,AOMIinstrLoop1.thisTrialN,AOMIinstrLoop1.thisN,AOMIinstrLoop1.thisIndex,AOMIpracLoop.thisRepN,AOMIpracLoop.thisTrialN,AOMIpracLoop.thisN,AOMIpracLoop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,AOMI1rateLoop.thisRepN,AOMI1rateLoop.thisTrialN,AOMI1rateLoop.thisN,AOMI1rateLoop.thisIndex,contInstrLoop.thisRepN,contInstrLoop.thisTrialN,contInstrLoop.thisN,contInstrLoop.thisIndex,contPracLoop.thisRepN,contPracLoop.thisTrialN,contPracLoop.thisN,contPracLoop.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,contRateLoop.thisRepN,contRateLoop.thisTrialN,contRateLoop.thisN,contRateLoop.thisIndex,AOMIinstrLoop2.thisRepN,AOMIinstrLoop2.thisTrialN,AOMIinstrLoop2.thisN,AOMIinstrLoop2.thisIndex,AOMIpracLoop2.thisRepN,AOMIpracLoop2.thisTrialN,AOMIpracLoop2.thisN,AOMIpracLoop2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,AOMI2rateLoop.thisRepN,AOMI2rateLoop.thisTrialN,AOMI2rateLoop.thisN,AOMI2rateLoop.thisIndex,pracBkgdKeys.keys,pracKeys.keys,pracKeys.rt,pracBkgdKeys.rt,baseBkgdKeys.keys,base_typedWord,baseKeys.keys,baseKeys.rt,baseRateTypeKey.keys,baseRateTypeKey.rt,AOMI1_BkgdKeys.keys,AOMI_promptBkgdKeys.keys,AOMI1pracKeys.keys,AOMI1pracKeys.rt,AOMI1bkdgKeys.keys,AOMI1_typedWord,AOMI1keys.keys,AOMI1keys.rt,AOMI1rateTypeKey.keys,AOMI1rateTypeKey.rt,polygon_prac.started,polygon_prac.stopped,contBkgdKeys_prac.keys,contPrac_typedWord,contKeys_prac.keys,contKeys_prac.rt,polygon.started,polygon.stopped,contBkgdKeys.keys,cont_typedWord,contKeys.keys,contKeys.rt,contTypeKey.keys,contTypeKey.rt,bkgdkeys_prac2.keys,AOMI_promptBkgdKeys.rt,bkgdKeys4.keys,AOMI2_typedWord,keyboardCom4.keys,keyboardCom4.rt,AOMI2typeKey.keys,AOMI2typeKey.rt,participant,session,group,date,expName,psychopyVersion,frameRate,
,None,None,None,None,None,None,None,None,None,None,befall,goblet,19.5,20.5,video&audio/Sentence3_touch_edited.mp4,video&audio/devise_touch_edited.mp4,ration,devise,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5026.726171600167,5046.229862000095,None, goblet,"['g', 'o', 'b', 'l', 'e', 't', 'return']","[1.34367539989762, 1.5278763000387698, 2.088179500075057, 2.303489699959755, 2.503955400083214, 2.727661899989471, 3.7764413999393582]",,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,fungal,brazen,6.5,7.5,video&audio/sentence5_TT_3X.mp4,video&audio/matrix_TT_3X.mp4,mucous,matrix,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5051.034235200146,5057.546030099969,None, brazen,"['b', 'r', 'a', 'z', 'e', 'n', 'return']","[0.9978132999967784, 1.1884157999884337, 1.5578427999280393, 1.9404519000090659, 2.364479999989271, 2.5644729000050575, 3.4846306999679655]",,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,output,convoy,6.5,7.5,video&audio/sentence1_TT_3X.mp4,video&audio/parcel_TT_3X.mp4,uphold,parcel,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5062.070970900124,5068.578872099984,None, convoy,"['c', 'o', 'n', 'v', 'o', 'y', 'return']","[1.141214800067246, 1.412531099980697, 1.6766187001485378, 1.8761972000356764, 2.0765498001128435, 2.588603900047019, 3.5799706000834703]",,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,innate,critic,19.5,20.5,video&audio/Sentence1_touch_edited.mp4,video&audio/hippie_touch_edited.mp4,tamper,hippie,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5073.199458200019,5092.712147900136,None, critic,"['c', 'r', 'i', 't', 'i', 'c', 'return']","[1.142091799993068, 1.5021363000851125, 1.733554100152105, 1.8938768000807613, 2.0458963001146913, 2.29355760011822, 3.0937916000839323]",,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,oblige,infirm,19.5,20.5,video&audio/Sentence4_touch_edited.mp4,video&audio/cervix_touch_edited.mp4,mystic,cervix,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,25,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5096.850458600093,5116.358966400148,None, infirm,"['i', 'n', 'f', 'i', 'r', 'm', 'return']","[0.8835221000481397, 1.1559964001644403, 1.428283500019461, 1.6520209000445902, 1.8606381001882255, 2.067524300189689, 3.1476056000683457]",,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,tandem,potent,6.5,7.5,video&audio/sentence4_TT_3X.mp4,video&audio/malady_TT_3X.mp4,origin,malady,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,26,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5120.547330100089,5127.058318700176,None, potent,"['p', 'o', 't', 'e', 'n', 't', 'return']","[1.1045697000809014, 1.359982400201261, 1.5761704000178725, 1.783655600156635, 1.9440207001753151, 2.120712200179696, 2.8636263001244515]",,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,"While you watch the video, imagine yourself typing the word on the screen, like how you did in the imagery practice. While you watch the video and imagine this, rest your hands on your keyboard but DO NOT type until AFTER you see the typing prompt.

Press 'enter/return' to go to the next page.","While watching the video, imagine yourself typing the word on the screen, like how you did in the imagery practice. While you watch the video and imagine this, rest your hands on your keyboard but DO NOT type until AFTER you see the typing prompt.

Press 'enter/return' to go to the next page.",video&audio/Example_AOMI_imagine.png,1.6,1,butter,6.5,7.5,video&audio/amount_TT_3X.mp4,video&audio/butter_TT_3X.mp4,metric,plight,19.5,20.5,video&audio/Sentence2_touch_edited.mp4,video&audio/belfry_touch_edited.mp4,eatery,belfry,2 = AOMIspec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5130.96526330011,5150.481658000033,None, plight,"['p', 'l', 'i', 'g', 'h', 't', 'return']","[1.0349801999982446, 1.3633934000972658, 1.8269152001012117, 2.098965600132942, 2.2668932999949902, 2.428074600175023, 3.540421799989417]",,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,septic,quarry,19.5,20.5,video&audio/Sentence2_touch_edited.mp4,video&audio/jackal_touch_edited.mp4,ordain,jackal,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,28,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5155.047290000133,5174.555715900147,None, quarry,"['q', 'u', 'a', 'r', 'r', 'y', 'return']","[1.0148765000049025, 1.2469063000753522, 1.7916125999763608, 2.4879928999580443, 2.736458000028506, 2.9913095999509096, 3.74347859993577]",,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,mangle,satire,6.5,7.5,video&audio/sentence1_TT_3X.mp4,video&audio/ritual_TT_3X.mp4,warble,ritual,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,29,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5179.329162700102,5185.839744300116,None, satire,"['s', 'a', 't', 'i', 'r', 'e', 'return']","[0.917955500073731, 1.2226140999700874, 1.5581096999812871, 1.781730500049889, 2.1337407999671996, 2.422747800126672, 3.133710900088772]",,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,,,,,,,,,,,,,,,,,,,,typingRatingScale.png,"How would you rate your typing performance in the previous section?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['4'],[3.394790899939835],,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,,,,,,,,,,,,,,,,,,,,imageryCheckScale.png,"In the previous section did you imagine yourself typing?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['1'],[9.609286099905148],,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,campus,legion,6.5,7.5,video&audio/sentence6_TT_3X.mp4,video&audio/virile_TT_3X.mp4,allure,virile,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,29,,,,,,,,,,,,,,,,None,"['b', 'u', 't', 't', 'e', 'r', 'return']","[1.0120572000741959, 1.3402619999833405, 1.692322500050068, 1.892148300074041, 2.180045000044629, 2.405076100025326, 2.8761549999471754]",,,,,,,,,,,,,,,,,,,,,None,[0.25157140009105206],None, virile,"['v', 'i', 'r', 'i', 'l', 'e']","[1.1594612998887897, 1.3915955999400467, 1.5756000999826938, 1.8075790000148118, 2.495801799930632, 2.8791624000295997]",,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,delude,strife,19.5,20.5,video&audio/Sentence2_touch_edited.mp4,video&audio/debtor_touch_edited.mp4,galley,debtor,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,7,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, debtor,"['d', 'e', 'b', 't', 'o', 'r', 'return']","[0.7935963000636548, 1.0488682000432163, 1.3048962999600917, 1.545323400059715, 1.8168933000415564, 2.057657000143081, 2.881150000030175]",,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,innate,critic,19.5,20.5,video&audio/Sentence1_touch_edited.mp4,video&audio/hippie_touch_edited.mp4,tamper,hippie,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,12,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, hippie,"['h', 'i', 'p', 'p', 'i', 'e', 'return']","[0.7916176000144333, 1.0542172000277787, 1.4382786001078784, 1.6302839000709355, 1.9271575000602752, 2.1917916000820696, 2.942892200080678]",,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,jailer,deduct,6.5,7.5,video&audio/sentence5_TT_3X.mp4,video&audio/neural_TT_3X.mp4,nettle,neural,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,16,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, neural,"['n', 'e', 'u', 'r', 'a', 'l', 'return']","[0.780092200031504, 1.0764605000149459, 1.3086048001423478, 1.5318665001541376, 1.8683124999515712, 2.1248979000374675, 2.7804107000119984]",,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,befall,goblet,19.5,20.5,video&audio/Sentence3_touch_edited.mp4,video&audio/devise_touch_edited.mp4,ration,devise,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,8,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, devise,"['d', 'e', 'v', 'i', 's', 'e', 'return']","[0.880246400134638, 1.0903453000355512, 1.5523022999987006, 2.0164238000288606, 2.416177700040862, 2.696320699993521, 3.4245808999985456]",,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,trench,fodder,6.5,7.5,video&audio/sentence4_TT_3X.mp4,video&audio/subtle_TT_3X.mp4,ethnic,subtle,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,27,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, subtle,"['s', 'u', 'b', 't', 'l', 'e', 'return']","[1.0298468999098986, 1.34239810006693, 1.645778600126505, 1.950013699941337, 2.5657150000333786, 2.75930120004341, 3.4143908000551164]",,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,parish,upkeep,6.5,7.5,video&audio/sentence5_TT_3X.mp4,video&audio/tariff_TT_3X.mp4,gullet,tariff,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,28,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, tariff,"['t', 'a', 'r', 'i', 'f', 'f', 'return']","[0.6211851998232305, 1.133204999845475, 1.3737400998361409, 1.5892109000124037, 1.8298549000173807, 2.0461972998455167, 2.9893320999108255]",,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,"Remember to type as QUICKLY and ACCURATELY as possible after the 'get ready' prompt.

Ask the experimenter any questions now. Please put on the headphones.

You will get one practice trial. Press 'enter/return' when you are ready to start the practice.","Remember to type as QUICKLY and ACCURATELY as you can after the 'get ready' prompt.

Ask the experimenter any questions now. Please put on the headphones.

You will get one practice trial. Press 'enter/return' when you are ready to start the practice.",video&audio/Example_AOMI_total.png,1.8,0.7,None,None,None,None,None,oppose,jargon,19.5,20.5,video&audio/Sentence3_touch_edited.mp4,video&audio/botany_touch_edited.mp4,ghetto,botany,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,2,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, botany,"['b', 'o', 't', 'a', 'n', 'y', 'return']","[0.7236746998969465, 1.1954200000036508, 1.603613599902019, 1.9956920000258833, 2.1634741998277605, 2.539357400033623, 3.7727093999274075]",,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,girdle,manure,6.5,7.5,video&audio/sentence6_TT_3X.mp4,video&audio/pulpit_TT_3X.mp4,linear,pulpit,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,23,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, pulpit,"['p', 'u', 'l', 'p', 'i', 't', 'return']","[0.9127534001599997, 1.2093181000091136, 1.5536889000795782, 1.9130089001264423, 2.5370916000101715, 2.7129844001028687, 3.5610762001015246]",,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,caviar,pursue,6.5,7.5,video&audio/sentence3_TT_3X.mp4,video&audio/piston_TT_3X.mp4,shrill,piston,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,20,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, piston,"['p', 'i', 's', 't', 'o', 'n', 'return']","[1.2315329001285136, 1.5278415000066161, 1.7436823002062738, 2.0074739002157003, 2.1678049000911415, 2.431614400120452, 3.232156000100076]",,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,zephyr,sherry,19.5,20.5,video&audio/Sentence5_touch_edited.mp4,video&audio/forage_touch_edited.mp4,fusion,forage,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, forage,"['f', 'o', 'r', 'a', 'g', 'e', 'return']","[1.1084504998289049, 1.372308999998495, 1.628061099909246, 1.9003874999471009, 2.6845195998903364, 2.9088818999007344, 3.9243242000229657]",,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,joiner,revolt,19.5,20.5,video&audio/Sentence6_touch_edited.mp4,video&audio/cortex_touch_edited.mp4,apathy,cortex,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,5,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, cortex,"['c', 'o', 'r', 't', 'e', 'x', 'return']","[1.1209601000882685, 1.409215500112623, 1.7046936999540776, 1.9461501000914723, 2.6174371000379324, 3.38477970007807, 3.752949600107968]",,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,patent,binder,19.5,20.5,video&audio/Sentence6_touch_edited.mp4,video&audio/frugal_touch_edited.mp4,defame,frugal,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,11,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, frugal,"['f', 'r', 'u', 'g', 'a', 'l', 'return']","[0.9271313999779522, 1.2316757999360561, 1.5354735997971147, 1.7671724997926503, 2.1518509997986257, 2.695177499903366, 3.383231099927798]",,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,clergy,coerce,6.5,7.5,video&audio/sentence6_TT_3X.mp4,video&audio/obsess_TT_3X.mp4,portal,obsess,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,17,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, obsess,"['o', 'b', 's', 'e', 's', 's', 'return']","[1.7844104000832886, 2.040526600088924, 2.2567046000622213, 2.5449431999586523, 2.8727303999476135, 3.06436700001359, 3.6803244999609888]",,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,"While you watch the video, imagine yourself typing the word on the screen, like how you did in the imagery practice. While you watch the video and imagine this, rest your hands on your keyboard but DO NOT type until AFTER you see the typing prompt.

Press 'enter/return' to go to the next page.","While watching the video, imagine yourself typing the word on the screen, like how you did in the imagery practice. While you watch the video and imagine this, rest your hands on your keyboard but DO NOT type until AFTER you see the typing prompt.

Press 'enter/return' to go to the next page.",video&audio/Example_AOMI_imagine.png,1.6,1,butter,6.5,7.5,video&audio/amount_TT_3X.mp4,video&audio/butter_TT_3X.mp4,metric,plight,19.5,20.5,video&audio/Sentence2_touch_edited.mp4,video&audio/belfry_touch_edited.mp4,eatery,belfry,2 = AOMIspec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,1,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, belfry,"['b', 'e', 'l', 'f', 'r', 'y', 'return']","[0.9804036999121308, 1.2992155000101775, 1.8991903997957706, 2.147587299812585, 2.3321914998814464, 2.58723309985362, 3.6992332998197526]",,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,cobble,murmur,6.5,7.5,video&audio/sentence2_TT_3X.mp4,video&audio/picket_TT_3X.mp4,export,picket,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,19,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, picket,"['p', 'i', 'c', 'k', 'e', 't', 'return']","[1.3844059000257403, 1.6408502999693155, 1.904257900081575, 2.296935500111431, 2.4966714000329375, 2.704219799954444, 3.168252300005406]",,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,induce,savant,6.5,7.5,video&audio/sentence4_TT_3X.mp4,video&audio/plasma_TT_3X.mp4,mussel,plasma,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,21,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, plasma,"['p', 'l', 'a', 's', 'm', 'a', 'return']","[1.2553973000030965, 1.5661699001211673, 2.046290700091049, 2.8303395002149045, 3.071199300000444, 3.190980000188574, 3.702505800174549]",,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,septic,quarry,19.5,20.5,video&audio/Sentence2_touch_edited.mp4,video&audio/jackal_touch_edited.mp4,ordain,jackal,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,13,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, jackal,"['j', 'a', 'c', 'k', 'l', 'backspace', 'a', 'l', 'return']","[0.5718356999568641, 0.7875441999640316, 1.3552256000693887, 1.6509579999838024, 2.4272239999845624, 3.227293499978259, 3.379266600124538, 3.707741199992597, 4.235001499997452]",,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,hearth,sonnet,19.5,20.5,video&audio/Sentence3_touch_edited.mp4,video&audio/kipper_touch_edited.mp4,herbal,kipper,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,14,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, kipper,"['k', 'i', 'p', 'p', 'e', 'r', 'return']","[0.7795694000087678, 1.1080118000973016, 1.3720742999576032, 1.5387953000608832, 1.698613899992779, 1.9074774000328034, 2.77079900004901]",,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,mangle,satire,6.5,7.5,video&audio/sentence1_TT_3X.mp4,video&audio/ritual_TT_3X.mp4,warble,ritual,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,24,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, ritual,"['r', 'i', 't', 'u', 'a', 'l', 'return']","[1.143392900004983, 1.5662773998919874, 1.7824476000387222, 1.9825611000414938, 2.7912095999345183, 3.0382813999895006, 3.718501100083813]",,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,output,convoy,6.5,7.5,video&audio/sentence1_TT_3X.mp4,video&audio/parcel_TT_3X.mp4,uphold,parcel,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,18,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, parcel,"['a', 'r', 'c', 'e', 'l', 'return']","[0.7749901001807302, 1.0065293000079691, 2.3182647000066936, 2.5267292000353336, 2.7182111002039164, 3.4944233000278473]",,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,oblige,infirm,19.5,20.5,video&audio/Sentence4_touch_edited.mp4,video&audio/cervix_touch_edited.mp4,mystic,cervix,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,3,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, cervix,"['c', 'e', 'r', 'v', 'i', 'x', 'return']","[0.6207606999669224, 0.9568298000376672, 1.1818699999712408, 2.0447245999239385, 2.2134635001420975, 2.5332247000187635, 3.4533828001003712]",,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
