pracWords,instr_1,instr_2,AOMI_Ima,AOMI_w,AOMI_h,practiceWords,prac_time,prac_bkgd_time,pracVid_1,pracVid_2,baseline_words,control_words,cont_time,cont_bgkd_time,first_vids,second_vids,AOMIfirst_words,AOMIsecond_words,Order,ratingScale,rateInstr,instructLoop.thisRepN,instructLoop.thisTrialN,instructLoop.thisN,instructLoop.thisIndex,practice_control.thisRepN,practice_control.thisTrialN,practice_control.thisN,practice_control.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,baseRateLoop.thisRepN,baseRateLoop.thisTrialN,baseRateLoop.thisN,baseRateLoop.thisIndex,AOMIinstrLoop1.thisRepN,AOMIinstrLoop1.thisTrialN,AOMIinstrLoop1.thisN,AOMIinstrLoop1.thisIndex,AOMIpracLoop.thisRepN,AOMIpracLoop.thisTrialN,AOMIpracLoop.thisN,AOMIpracLoop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,AOMI1rateLoop.thisRepN,AOMI1rateLoop.thisTrialN,AOMI1rateLoop.thisN,AOMI1rateLoop.thisIndex,contInstrLoop.thisRepN,contInstrLoop.thisTrialN,contInstrLoop.thisN,contInstrLoop.thisIndex,contPracLoop.thisRepN,contPracLoop.thisTrialN,contPracLoop.thisN,contPracLoop.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,contRateLoop.thisRepN,contRateLoop.thisTrialN,contRateLoop.thisN,contRateLoop.thisIndex,AOMIinstrLoop2.thisRepN,AOMIinstrLoop2.thisTrialN,AOMIinstrLoop2.thisN,AOMIinstrLoop2.thisIndex,AOMIpracLoop2.thisRepN,AOMIpracLoop2.thisTrialN,AOMIpracLoop2.thisN,AOMIpracLoop2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,AOMI2rateLoop.thisRepN,AOMI2rateLoop.thisTrialN,AOMI2rateLoop.thisN,AOMI2rateLoop.thisIndex,pracBkgdKeys.keys,pracKeys.keys,pracKeys.rt,pracBkgdKeys.rt,baseBkgdKeys.keys,base_typedWord,baseKeys.keys,baseKeys.rt,baseRateTypeKey.keys,baseRateTypeKey.rt,AOMI1_BkgdKeys.keys,AOMI_promptBkgdKeys.keys,AOMI1pracKeys.keys,AOMI1pracKeys.rt,AOMI1bkdgKeys.keys,AOMI1_typedWord,AOMI1keys.keys,AOMI1keys.rt,AOMI1rateTypeKey.keys,AOMI1rateTypeKey.rt,polygon_prac.started,polygon_prac.stopped,contBkgdKeys_prac.keys,contPrac_typedWord,contKeys_prac.keys,contKeys_prac.rt,polygon.started,polygon.stopped,contBkgdKeys.keys,cont_typedWord,contKeys.keys,contKeys.rt,contTypeKey.keys,contTypeKey.rt,bkgdkeys_prac2.keys,AOMI_promptBkgdKeys.rt,bkgdKeys4.keys,AOMI2_typedWord,keyboardCom4.keys,keyboardCom4.rt,AOMI2typeKey.keys,AOMI2typeKey.rt,participant,session,group,date,expName,psychopyVersion,frameRate,
,None,None,None,None,None,None,None,None,None,None,induce,savant,6.5,7.5,video&audio/sentence4_TT_3X.mp4,video&audio/plasma_TT_3X.mp4,mussel,plasma,None,,,,,,,,,,,0,17,17,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None, induce,"['i', 'n', 'd', 'u', 'c', 'e', 'return']","[0.9957485001068562, 1.2757407000754029, 1.508410400012508, 1.7713574001099914, 2.0439850999973714, 2.412226499989629, 3.156682100147009]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,girdle,manure,6.5,7.5,video&audio/sentence6_TT_3X.mp4,video&audio/pulpit_TT_3X.mp4,linear,pulpit,None,,,,,,,,,,,0,18,18,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None, girdle,"['g', 'i', 'r', 'd', 'l', 'e', 'return']","[1.0698959999717772, 1.398049300070852, 1.670031800167635, 2.4538696000818163, 2.7262790000531822, 2.8789382001850754, 3.5825966000556946]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,oblige,infirm,19.5,20.5,video&audio/Sentence4_touch_edited.mp4,video&audio/cervix_touch_edited.mp4,mystic,cervix,None,,,,,,,,,,,0,19,19,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None, oblige,"['o', 'b', 'l', 'i', 'g', 'e', 'return']","[0.9925855998881161, 1.2806657999753952, 1.5287132000084966, 1.8569698999635875, 2.0411220998503268, 2.2409314999822527, 3.1128124999813735]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,patent,binder,19.5,20.5,video&audio/Sentence6_touch_edited.mp4,video&audio/frugal_touch_edited.mp4,defame,frugal,None,,,,,,,,,,,0,20,20,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None, patent,"['p', 'a', 't', 'e', 'n', 't', 'return']","[1.0319401999004185, 1.3040040999185294, 1.6960010000038892, 1.9936315000522882, 2.256107799941674, 2.415753199951723, 3.472896199906245]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,hearth,sonnet,19.5,20.5,video&audio/Sentence3_touch_edited.mp4,video&audio/kipper_touch_edited.mp4,herbal,kipper,None,,,,,,,,,,,0,21,21,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None, hearth,"['h', 'e', 'a', 'r', 't', 'h', 'return']","[0.6713044999632984, 0.8954038999509066, 1.2472477999981493, 1.4875062999781221, 1.7681464001070708, 1.9995341999456286, 2.736294500064105]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,primal,novice,19.5,20.5,video&audio/Sentence5_touch_edited.mp4,video&audio/confer_touch_edited.mp4,entail,confer,None,,,,,,,,,,,0,22,22,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None, primal,"['p', 'r', 'i', 'm', 'a', 'l', 'return']","[0.911621900042519, 1.2078568001743406, 1.4154307001736015, 1.704221600200981, 2.527728100074455, 2.759648500010371, 3.879547400167212]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,caviar,pursue,6.5,7.5,video&audio/sentence3_TT_3X.mp4,video&audio/piston_TT_3X.mp4,shrill,piston,None,,,,,,,,,,,0,23,23,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None, caviar,"['c', 'a', 'v', 'i', 'a', 'r', 'return']","[1.3143537000287324, 1.61865200009197, 2.0582707000430673, 2.4423460999969393, 2.850721900118515, 3.2829701001755893, 4.450806500157341]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,hamlet,parole,19.5,20.5,video&audio/Sentence4_touch_edited.mp4,video&audio/falter_touch_edited.mp4,shroud,falter,None,,,,,,,,,,,0,24,24,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None, hamlet,"['h', 'a', 'm', 'l', 'e', 't', 'return']","[0.9661946000996977, 1.286631700117141, 1.6701643001288176, 2.0222483000252396, 2.5100698000751436, 2.8626807001419365, 3.702312100213021]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,shrewd,mirage,19.5,20.5,video&audio/Sentence1_touch_edited.mp4,video&audio/covert_touch_edited.mp4,revoke,covert,None,,,,,,,,,,,0,25,25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None, shrewd,"['s', 'h', 'r', 'e', 'w', 'd', 'return']","[1.2573338001966476, 1.5380355000961572, 1.913088500034064, 2.1937630001921207, 2.673369999974966, 3.625635800184682, 4.42563010007143]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,septic,quarry,19.5,20.5,video&audio/Sentence2_touch_edited.mp4,video&audio/jackal_touch_edited.mp4,ordain,jackal,None,,,,,,,,,,,0,26,26,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None, septic,"['s', 'e', 'p', 't', 'i', 'c', 'return']","[0.8966050997842103, 1.232918499968946, 1.7130616998765618, 2.168677099980414, 2.4417719999328256, 3.241356899961829, 4.0806276998482645]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,clergy,coerce,6.5,7.5,video&audio/sentence6_TT_3X.mp4,video&audio/obsess_TT_3X.mp4,portal,obsess,None,,,,,,,,,,,0,27,27,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None, clergy,"['c', 'l', 'e', 'r', 'g', 'u', 'backspace', 'y', 'return']","[1.163853800157085, 1.3877894000615925, 1.6452050001826137, 1.7960932001005858, 2.1798027001786977, 2.4122125001158565, 3.428491699974984, 3.8518485999666154, 5.58801249996759]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,fungal,brazen,6.5,7.5,video&audio/sentence5_TT_3X.mp4,video&audio/matrix_TT_3X.mp4,mucous,matrix,None,,,,,,,,,,,0,28,28,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None, fungal,"['f', 'u', 'n', 'g', 'a', 'l', 'return']","[1.1707403000909835, 1.4670357001014054, 1.7628860999830067, 1.9793901999946684, 2.7308559000957757, 2.9628620001021773, 3.7471098999958485]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,delude,strife,19.5,20.5,video&audio/Sentence2_touch_edited.mp4,video&audio/debtor_touch_edited.mp4,galley,debtor,None,,,,,,,,,,,0,29,29,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None, delude,"['d', 'e', 'l', 'u', 'd', 'e', 'return']","[0.8280844998080283, 1.0601641000248492, 1.3716388000175357, 1.7646180998999625, 1.972756699891761, 2.147831699810922, 3.180333500029519]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,,,,,,,,,,,,,,,,,,,,typingRatingScale.png,"How would you rate your typing performance in the previous section?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['5'],[22.96018989989534],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,,,,,,,,,,,,,,,,,,,,imageryCheckScale.png,"In the previous section did you imagine yourself typing?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['3'],[17.514581100083888],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,output,convoy,6.5,7.5,video&audio/sentence1_TT_3X.mp4,video&audio/parcel_TT_3X.mp4,uphold,parcel,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"['b', 'u', 't', 't', 'e', 'r', 'return']","[1.0963216999080032, 1.489565199939534, 1.7841123000252992, 2.128834299976006, 2.4249610998667777, 2.8083291999064386, 3.5926179999951273]",None, uphold,"['u', 'p', 'h', 'o', 'l', 'd', 'return']","[0.9548981999978423, 1.3781902000773698, 1.7233330002054572, 1.9859054000116885, 2.242540800012648, 2.434014300117269, 3.522455000085756]",,,,,,,,,,,,,,,,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,caviar,pursue,6.5,7.5,video&audio/sentence3_TT_3X.mp4,video&audio/piston_TT_3X.mp4,shrill,piston,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, shrill,"['s', 'h', 'r', 'i', 'l', 'l', 'return']","[0.7129062998574227, 0.993632199941203, 1.5769980000331998, 1.793082799995318, 2.4808212998323143, 2.640736599918455, 3.5372358998283744]",,,,,,,,,,,,,,,,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,meddle,musket,6.5,7.5,video&audio/sentence2_TT_3X.mp4,video&audio/solemn_TT_3X.mp4,divert,solemn,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, divert,"['d', 'i', 'v', 'e', 'r', 't', 'return']","[1.3151523999404162, 1.5712045999243855, 1.8274085999000818, 2.1566898999735713, 2.331052799941972, 2.7239753999747336, 3.467161600012332]",,,,,,,,,,,,,,,,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,cobble,murmur,6.5,7.5,video&audio/sentence2_TT_3X.mp4,video&audio/picket_TT_3X.mp4,export,picket,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, export,"['e', 'x', 'p', 'o', 'r', 't', 'return']","[0.9334766000974923, 1.4387499999720603, 1.8464272001292557, 2.133564000017941, 2.5255072000436485, 2.8376370000187308, 3.6777649000287056]",,,,,,,,,,,,,,,,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,tandem,potent,6.5,7.5,video&audio/sentence4_TT_3X.mp4,video&audio/malady_TT_3X.mp4,origin,malady,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, origin,"['o', 'r', 'i', 'g', 'i', 'n', 'return']","[0.9745738001074642, 1.5020214000251144, 1.765887400135398, 1.981843100162223, 2.197993200039491, 2.6232028000522405, 3.6073716999962926]",,,,,,,,,,,,,,,,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,parish,upkeep,6.5,7.5,video&audio/sentence5_TT_3X.mp4,video&audio/tariff_TT_3X.mp4,gullet,tariff,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, gullet,"['g', 'u', 'l', 'e', 'backspace', 'l', 'e', 't', 'return']","[1.0666004999075085, 1.322686200030148, 1.6914184000343084, 2.138768899952993, 3.122556099900976, 3.4832301000133157, 3.763582699932158, 4.059249999932945, 4.87601020000875]",,,,,,,,,,,,,,,,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,innate,critic,19.5,20.5,video&audio/Sentence1_touch_edited.mp4,video&audio/hippie_touch_edited.mp4,tamper,hippie,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, tamper,"['t', 'a', 'm', 'p', 'e', 'r', 'return']","[0.6659931000322104, 1.0109590000938624, 1.2665675000753254, 1.7057557001244277, 1.9626963001210243, 2.2106540000531822, 2.9777651999611408]",,,,,,,,,,,,,,,,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,clergy,coerce,6.5,7.5,video&audio/sentence6_TT_3X.mp4,video&audio/obsess_TT_3X.mp4,portal,obsess,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, portal,"['p', 'o', 'r', 't', 'a', 'l', 'return']","[0.7496702000498772, 1.0377500001341105, 1.2536903000436723, 1.5427696001715958, 1.7661205001641065, 1.9424569001421332, 2.7104177000001073]",,,,,,,,,,,,,,,,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,jailer,deduct,6.5,7.5,video&audio/sentence5_TT_3X.mp4,video&audio/neural_TT_3X.mp4,nettle,neural,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, nettle,"['n', 'e', 't', 't', 'l', 'e', 'return']","[1.4177647000178695, 1.729520499939099, 2.0730608999729156, 2.265572899952531, 2.51374419988133, 2.769093999871984, 3.6813735999166965]",,,,,,,,,,,,,,,,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,befall,goblet,19.5,20.5,video&audio/Sentence3_touch_edited.mp4,video&audio/devise_touch_edited.mp4,ration,devise,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, ration,"['r', 'a', 't', 'i', 'o', 'n', 'return']","[0.9248079000972211, 1.5568520999513566, 1.884533500066027, 2.16542199999094, 2.4610148000065237, 3.013275200035423, 3.7329885999206454]",,,,,,,,,,,,,,,,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,primal,novice,19.5,20.5,video&audio/Sentence5_touch_edited.mp4,video&audio/confer_touch_edited.mp4,entail,confer,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, entail,"['e', 'n', 't', 'a', 'i', 'l', 'return']","[1.1134381999727339, 1.3767101000994444, 1.5938218000810593, 1.81755240005441, 2.032631800044328, 2.5215576000045985, 3.256658900063485]",,,,,,,,,,,,,,,,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,zephyr,sherry,19.5,20.5,video&audio/Sentence5_touch_edited.mp4,video&audio/forage_touch_edited.mp4,fusion,forage,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, fusion,"['f', 'u', 's', 'i', 'o', 'n', 'return']","[1.171798299998045, 1.4757741000503302, 1.7237180001102388, 2.0045793999452144, 2.268404500093311, 2.948411399964243, 3.6997316000051796]",,,,,,,,,,,,,,,,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,"Remember to type as QUICKLY and ACCURATELY as possible after the 'get ready' prompt.

Ask the experimenter any questions now. Please put on the headphones.

You will get one practice trial. Press 'enter/return' when you are ready to start the practice.","Remember to type as QUICKLY and ACCURATELY as you can after the 'get ready' prompt.

Ask the experimenter any questions now. Please put on the headphones.

You will get one practice trial. Press 'enter/return' when you are ready to start the practice.",video&audio/Example_AOMI_total.png,1.8,0.7,None,None,None,None,None,oppose,jargon,19.5,20.5,video&audio/Sentence3_touch_edited.mp4,video&audio/botany_touch_edited.mp4,ghetto,botany,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, ghetto,"['g', 'h', 'e', 't', 't', 'o', 'return']","[0.7878650000784546, 1.1005406000185758, 1.4039853001013398, 1.6766719000879675, 1.8682132000103593, 2.1719070998951793, 3.0846597000490874]",,,,,,,,,,,,,,,,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,mangle,satire,6.5,7.5,video&audio/sentence1_TT_3X.mp4,video&audio/ritual_TT_3X.mp4,warble,ritual,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, warble,"['w', 'a', 'r', 'b', 'l', 'e', 'return']","[1.363617300055921, 1.6593663000967354, 1.8906644000671804, 2.170578300021589, 2.547452900093049, 3.3155453999061137, 3.9473808999173343]",,,,,,,,,,,,,,,,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,induce,savant,6.5,7.5,video&audio/sentence4_TT_3X.mp4,video&audio/plasma_TT_3X.mp4,mussel,plasma,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, mussel,"['m', 'u', 's', 's', 'e', 'l', 'return']","[1.0648771000560373, 1.4649388000834733, 1.720441099954769, 1.9845789999235421, 2.2403923000674695, 2.5523550999350846, 3.1844102998729795]",,,,,,,,,,,,,,,,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,trench,fodder,6.5,7.5,video&audio/sentence4_TT_3X.mp4,video&audio/subtle_TT_3X.mp4,ethnic,subtle,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, ethnic,"['e', 't', 'h', 'n', 'i', 'c', 'return']","[0.9192957000341266, 1.167311100056395, 1.3601250001229346, 1.6953675001859665, 1.976315800100565, 2.207777300151065, 3.4634069001767784]",,,,,,,,,,,,,,,,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,septic,quarry,19.5,20.5,video&audio/Sentence2_touch_edited.mp4,video&audio/jackal_touch_edited.mp4,ordain,jackal,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, ordain,"['o', 'r', 'd', 'a', 'i', 'n', 'return']","[0.8428079998120666, 1.0745043999049813, 1.4666338998358697, 1.6822890997864306, 1.922097499947995, 2.1947966997977346, 3.057969099842012]",,,,,,,,,,,,,,,,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,feudal,impose,6.5,7.5,video&audio/sentence3_TT_3X.mp4,video&audio/subdue_TT_3X.mp4,matron,subdue,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, matron,"['m', 'a', 't', 'r', 'o', 'n', 'return']","[0.9428974001202732, 1.2221107999794185, 1.470184399979189, 3.222172599984333, 3.5269435001537204, 3.7984430000651628, 4.518184900050983]",,,,,,,,,,,,,,,,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,"While you watch the video, imagine yourself typing the word on the screen, like how you did in the imagery practice. While you watch the video and imagine this, rest your hands on your keyboard but DO NOT type until AFTER you see the typing prompt.

Press 'enter/return' to go to the next page.","While watching the video, imagine yourself typing the word on the screen, like how you did in the imagery practice. While you watch the video and imagine this, rest your hands on your keyboard but DO NOT type until AFTER you see the typing prompt.

Press 'enter/return' to go to the next page.",video&audio/Example_AOMI_imagine.png,1.6,1,butter,6.5,7.5,video&audio/amount_TT_3X.mp4,video&audio/butter_TT_3X.mp4,metric,plight,19.5,20.5,video&audio/Sentence2_touch_edited.mp4,video&audio/belfry_touch_edited.mp4,eatery,belfry,2 = AOMIspec,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, eatery,"['e', 'a', 't', 'e', 'r', 'y', 'return']","[1.193893700139597, 1.4809070001356304, 1.7605711000505835, 2.0098502000328153, 2.2573406000155956, 2.5526355002075434, 3.409615300130099]",,,,,,,,,,,,,,,,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,oblige,infirm,19.5,20.5,video&audio/Sentence4_touch_edited.mp4,video&audio/cervix_touch_edited.mp4,mystic,cervix,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, mystic,"['n', 'backspace', 'm', 'y', 's', 't', 'i', 'c', 'return']","[0.8484571999870241, 1.7193540998268872, 2.1193703999742866, 2.4802305998746306, 2.6880385000258684, 2.9444857998751104, 3.144061599858105, 3.471401099814102, 4.5920561999082565]",,,,,,,,,,,,,,,,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
