pracWords,instr_1,instr_2,AOMI_Ima,AOMI_w,AOMI_h,practiceWords,prac_time,prac_bkgd_time,pracVid_1,pracVid_2,baseline_words,control_words,cont_time,cont_bgkd_time,first_vids,second_vids,AOMIfirst_words,AOMIsecond_words,Order,ratingScale,rateInstr,instructLoop.thisRepN,instructLoop.thisTrialN,instructLoop.thisN,instructLoop.thisIndex,practice_control.thisRepN,practice_control.thisTrialN,practice_control.thisN,practice_control.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,baseRateLoop.thisRepN,baseRateLoop.thisTrialN,baseRateLoop.thisN,baseRateLoop.thisIndex,AOMIinstrLoop1.thisRepN,AOMIinstrLoop1.thisTrialN,AOMIinstrLoop1.thisN,AOMIinstrLoop1.thisIndex,AOMIpracLoop.thisRepN,AOMIpracLoop.thisTrialN,AOMIpracLoop.thisN,AOMIpracLoop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,AOMI1rateLoop.thisRepN,AOMI1rateLoop.thisTrialN,AOMI1rateLoop.thisN,AOMI1rateLoop.thisIndex,contInstrLoop.thisRepN,contInstrLoop.thisTrialN,contInstrLoop.thisN,contInstrLoop.thisIndex,contPracLoop.thisRepN,contPracLoop.thisTrialN,contPracLoop.thisN,contPracLoop.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,contRateLoop.thisRepN,contRateLoop.thisTrialN,contRateLoop.thisN,contRateLoop.thisIndex,AOMIinstrLoop2.thisRepN,AOMIinstrLoop2.thisTrialN,AOMIinstrLoop2.thisN,AOMIinstrLoop2.thisIndex,AOMIpracLoop2.thisRepN,AOMIpracLoop2.thisTrialN,AOMIpracLoop2.thisN,AOMIpracLoop2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,AOMI2rateLoop.thisRepN,AOMI2rateLoop.thisTrialN,AOMI2rateLoop.thisN,AOMI2rateLoop.thisIndex,pracBkgdKeys.keys,pracKeys.keys,pracKeys.rt,baseBkgdKeys.keys,baseBkgdKeys.rt,base_typedWord,baseKeys.keys,baseKeys.rt,baseRateTypeKey.keys,baseRateTypeKey.rt,AOMI1_BkgdKeys.keys,AOMI_promptBkgdKeys.keys,AOMI1pracKeys.keys,AOMI1pracKeys.rt,AOMI1bkdgKeys.keys,AOMI1_typedWord,AOMI1keys.keys,AOMI1keys.rt,AOMI1rateTypeKey.keys,AOMI1rateTypeKey.rt,polygon_prac.started,polygon_prac.stopped,contBkgdKeys_prac.keys,contPrac_typedWord,contKeys_prac.keys,contKeys_prac.rt,polygon.started,polygon.stopped,contBkgdKeys.keys,cont_typedWord,contKeys.keys,contKeys.rt,contTypeKey.keys,contTypeKey.rt,bkgdkeys_prac2.keys,bkgdKeys4.keys,AOMI2_typedWord,keyboardCom4.keys,keyboardCom4.rt,AOMI2typeKey.keys,AOMI2typeKey.rt,participant,session,group,date,expName,psychopyVersion,frameRate,
,None,None,None,None,None,None,None,None,None,None,goblet,befall,19.5,20.5,video&audio/Sentence3_touch_edited.mp4,video&audio/ration_touch_edited.mp4,solemn,ration,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3359.3821630999446,3378.902649699943,None, brfsll,"['b', 'r', 'f', 's', 'l', 'l', 'return']","[0.6530575999058783, 0.7893898000475019, 1.0936731998808682, 1.1823309999890625, 1.4213932999409735, 1.565223400015384, 2.0210750999394804]",,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,musket,meddle,6.5,7.5,video&audio/sentence2_TT_3X.mp4,video&audio/divert_TT_3X.mp4,kipper,divert,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3381.936675499892,3388.4374917999376,None, meddle,"['e', 'd', 'd', 'l', 'e', 'return']","[0.9294054000638425, 1.161231400212273, 1.2808013001922518, 1.3841685000807047, 1.4884856001008302, 1.744805800030008]",,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,satire,mangle,6.5,7.5,video&audio/sentence1_TT_3X.mp4,video&audio/warble_TT_3X.mp4,devise,warble,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3391.2083486998454,3397.7337181998882,None, mangle,"['m', 'a', 'n', 'g', 'semicolon', 'e', 'backspace', 'backspace', 'l', 'e', 'return']","[0.7896394999697804, 0.8854259999934584, 0.9900821000337601, 1.2696337001398206, 1.3744977000169456, 1.429453100077808, 1.9098166001494974, 2.0457774000242352, 2.333627700107172, 2.4376161999534816, 2.605671799974516]",,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,"This is Section 2.

In this section, your task will be the same as before - that is, to type the word you see on the screen AFTER the typing prompt. However, rather than just seeing the word before typing, you will also see a video of someone typing different words to what you will need to type at different speeds. 

Press 'enter/return' to go to the next page.","This is Section 4. 

In this section, your task will be the same as before - that is, to type the word you see on the screen after the typing prompt. You will see a video again, like in Section 2, only this time, the video will show someone the same word that you must type at different speeds. 

Press 'enter/return' to go to the next page.",video&audio/Example_AOMI_layout.png,1.6,0.6,afford,19.5,20.5,video&audio/amount_touch_edited.mp4,video&audio/afford_touch_edited.mp4,vanity,hinder,19.5,20.5,video&audio/Sentence1_touch_edited.mp4,video&audio/breach_touch_edited.mp4,matrix,breach,1 = AOMIgen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3401.3646930998657,3420.871190099977,None, hinder,"['h', 'i', 'm', 'n', 'backspace', 'n', 'd', 'e', 'r', 'return']","[0.6811859998852015, 0.8896710998378694, 0.9451225998345762, 0.9535653998609632, 1.753875299822539, 2.0497291998472065, 2.1529805997852236, 2.314256199868396, 2.3779527998995036, 2.6011187999974936]",,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,"Remember to type as QUICKLY and ACCURATELY as possible after the 'get ready' prompt.

Ask the experimenter any questions now. Please put on the headphones.

You will get one practice trial. Press 'enter/return' when you are ready to start the practice.","Remember to type as QUICKLY and ACCURATELY as you can after the 'get ready' prompt.

Ask the experimenter any questions now. Please put on the headphones.

You will get one practice trial. Press 'enter/return' when you are ready to start the practice.",video&audio/Example_AOMI_total.png,1.8,0.7,None,None,None,None,None,jargon,oppose,19.5,20.5,video&audio/Sentence3_touch_edited.mp4,video&audio/ghetto_touch_edited.mp4,frugal,ghetto,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,24,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3424.5248666999396,3444.037267500069,None, oppose,"['o', 'p', 'p', 'o', 's', 'e', 'return']","[0.6600230000913143, 0.8594017000868917, 1.0274964000564069, 1.252467199927196, 1.5711014000698924, 1.6598968000616878, 1.9716727999038994]",,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,strife,delude,19.5,20.5,video&audio/Sentence2_touch_edited.mp4,video&audio/galley_touch_edited.mp4,tariff,galley,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3447.037875399925,3466.552602699958,None, delude,"['d', 'e', 'l', 'u', 'i', 'backspace', 'd', 'e', 'return']","[0.518249599961564, 0.7018734999001026, 1.0456039998680353, 1.2377155998256058, 1.253364000003785, 2.229429399827495, 2.3658474998082966, 2.5502119997981936, 2.7335030999965966]",,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,parole,hamlet,19.5,20.5,video&audio/Sentence4_touch_edited.mp4,video&audio/shroud_touch_edited.mp4,jackal,shroud,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,26,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3470.3245512000285,3489.8403040999547,None, hamlet,"['h', 'a', 'm', 'l', 'e', 't', 'return']","[0.32508320012129843, 0.4619573000818491, 0.828531299950555, 1.0124155001249164, 1.1966079000849277, 1.292775500100106, 1.50085059995763]",,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,impose,feudal,6.5,7.5,video&audio/sentence3_TT_3X.mp4,video&audio/matron_TT_3X.mp4,subdue,matron,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,27,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3492.367490499979,3498.8673117000144,None, feudal,"['f', 'e', 'u', 'd', 'a', 'l', 'return']","[1.0736064000520855, 1.169224699959159, 1.321688799886033, 1.537967799929902, 1.6654898999258876, 1.986092299921438, 2.3460844000801444]",,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,legion,campus,6.5,7.5,video&audio/sentence6_TT_3X.mp4,video&audio/allure_TT_3X.mp4,forage,allure,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,28,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3502.2570366999134,3508.780540399952,None, campus,"['c', 'a', 'm', 'p', 'u', 's', 'return']","[0.8041310999542475, 0.8599676000885665, 1.0041569001041353, 1.2126388000324368, 1.4762726000044495, 1.7240319999400526, 2.0362007000949234]",,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,ordain,patent,19.5,20.5,video&audio/Sentence6_touch_edited.mp4,video&audio/defame_touch_edited.mp4,covert,defame,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,29,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3511.837989700027,3531.3443398999516,None, patent,"['p', 'a', 't', 'e', 'n', 't', 'return']","[0.6402957998216152, 0.7678162998054177, 1.0636727998498827, 1.1529267998412251, 1.3202166999690235, 1.4722735998220742, 1.9133814999368042]",,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,,,,,,,,,,,,,,,,,,,,typingRatingScale.png,"How would you rate your typing performance in the previous section?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['4'],[3.7303510999772698],,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,,,,,,,,,,,,,,,,,,,,imageryCheckScale.png,"In the previous section did you imagine yourself typing?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['1'],[4.447902200045064],,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,manure,girdle,6.5,7.5,video&audio/sentence6_TT_3X.mp4,video&audio/linear_TT_3X.mp4,belfry,linear,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,23,,,,,,,,,,,,,,,,None,"['b', 'u', 't', 't', 'e', 'r', 'return']","[0.7062844999600202, 0.8817187000531703, 1.1776789999566972, 1.3145135999657214, 1.4657298000529408, 1.5298427999950945, 1.9144129001069814]",,,,,,,,,,,,,,,,,,,,,None,None, linear,"['l', 'i', 'n', 'e', 's', 'backspace', 'a', 'r', 'return']","[0.46164809982292354, 0.7325402998831123, 0.9413436998147517, 1.116769699845463, 1.3325705998577178, 1.980779399862513, 2.0848175999708474, 2.15726020000875, 2.3245701999403536]",,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,infirm,oblige,19.5,20.5,video&audio/Sentence4_touch_edited.mp4,video&audio/mystic_touch_edited.mp4,pulpit,mystic,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, mystic,"['m', 'y', 's', 't', 'i', 'c', 'return']","[0.6347219999879599, 0.9467525999061763, 1.8664974998682737, 2.1306864998769015, 2.2828607000410557, 2.4667142999824136, 2.6827897999901325]",,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,sherry,zephyr,19.5,20.5,video&audio/Sentence5_touch_edited.mp4,video&audio/fusion_touch_edited.mp4,obsess,fusion,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,10,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, fusion,"['f', 'u', 's', 'i', 'o', 'n', 'return']","[0.48970550019294024, 0.9298235001042485, 1.793668800033629, 1.9055004001129419, 1.9868916000705212, 2.1135550001636147, 2.5623634001240134]",,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,legion,campus,6.5,7.5,video&audio/sentence6_TT_3X.mp4,video&audio/allure_TT_3X.mp4,forage,allure,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,29,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, allure,"['a', 'semicolon', 'semicolon', 'u', 'r', 'e', 'backspace', 'backspace', 'backspace', 'backspace', 'backspace', 'l', 'l', 'u', 'r', 'e', 'return']","[0.4353196998126805, 0.779137299861759, 0.9548390998970717, 1.2675479999743402, 1.4042953997850418, 1.5149840000085533, 2.1559746998827904, 2.323019800009206, 2.4593795998953283, 2.6108348998241127, 2.9311597999185324, 3.355108299991116, 3.467405099887401, 3.7394411999266595, 3.8429025998339057, 3.907113399822265, 4.083155599888414]",,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,pursue,caviar,6.5,7.5,video&audio/sentence3_TT_3X.mp4,video&audio/shrill_TT_3X.mp4,piston,shrill,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,20,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, shrill,"['s', 'h', 'r', 'i', 'l', 'l', 'return']","[0.5691857000347227, 0.8488318000454456, 1.1448318001348525, 1.3681030999869108, 1.8975229000207037, 2.04917800007388, 2.4485806000884622]",,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,"This is Section 2.

In this section, your task will be the same as before - that is, to type the word you see on the screen AFTER the typing prompt. However, rather than just seeing the word before typing, you will also see a video of someone typing different words to what you will need to type at different speeds. 

Press 'enter/return' to go to the next page.","This is Section 4. 

In this section, your task will be the same as before - that is, to type the word you see on the screen after the typing prompt. You will see a video again, like in Section 2, only this time, the video will show someone the same word that you must type at different speeds. 

Press 'enter/return' to go to the next page.",video&audio/Example_AOMI_layout.png,1.6,0.6,afford,19.5,20.5,video&audio/amount_touch_edited.mp4,video&audio/afford_touch_edited.mp4,vanity,hinder,19.5,20.5,video&audio/Sentence1_touch_edited.mp4,video&audio/breach_touch_edited.mp4,matrix,breach,1 = AOMIgen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,0,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, breach,"['b', 'r', 'e', 'a', 'c', 'h', 'return']","[0.639720399864018, 0.7915215999819338, 0.8637383999302983, 1.2002745000645518, 1.6161809000186622, 1.7197523000650108, 2.3358233000617474]",,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,ordain,patent,19.5,20.5,video&audio/Sentence6_touch_edited.mp4,video&audio/defame_touch_edited.mp4,covert,defame,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,11,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, defame,"['f', 'e', 'backspace', 'backspace', 'd', 'e', 'f', 'a', 'm', 'e', 'return']","[0.4790918999351561, 0.6310252998955548, 1.623987999977544, 1.7913581000175327, 2.087432699976489, 2.1913762998301536, 2.3748333998955786, 2.7588161998428404, 2.9511872997973114, 3.0950295999646187, 3.303934499854222]",,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,novice,primal,19.5,20.5,video&audio/Sentence5_touch_edited.mp4,video&audio/entail_touch_edited.mp4,parcel,entail,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,4,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, entail,"['e', 'n', 't', 'a', 'i', 'l', 'return']","[0.4868028999771923, 0.7026184001006186, 0.8873350000940263, 1.047274800017476, 1.334735100157559, 1.4633472000714391, 2.095198600087315]",,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,fodder,trench,6.5,7.5,video&audio/sentence4_TT_3X.mp4,video&audio/ethnic_TT_3X.mp4,botany,ethnic,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,27,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, ethnic,"['e', 't', 'h', 'n', 'i', 'c', 'return']","[0.7490012000780553, 1.0213610001374036, 1.1887344000861049, 1.4212810001336038, 1.5816963999532163, 1.7646987000480294, 2.0368717999663204]",,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,quarry,septic,19.5,20.5,video&audio/Sentence2_touch_edited.mp4,video&audio/innate_touch_edited.mp4,neural,innate,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,13,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, innate,"['i', 'n', 'n', 'a', 't', 'e', 'return']","[0.42145319981500506, 0.7335804000031203, 0.8617960999254137, 1.0462722999509424, 1.4137143997941166, 1.477356299990788, 1.6862931000068784]",,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,parole,hamlet,19.5,20.5,video&audio/Sentence4_touch_edited.mp4,video&audio/shroud_touch_edited.mp4,jackal,shroud,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,9,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, shroud,"['s', 'h', 'r', 'o', 'u', 'd', 'return']","[0.43004620005376637, 0.7011597000528127, 0.9336989999283105, 1.1812601001001894, 1.4287648999597877, 1.6450189999304712, 1.9170548999682069]",,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,coerce,clergy,6.5,7.5,video&audio/sentence6_TT_3X.mp4,video&audio/portal_TT_3X.mp4,ritual,portal,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,17,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, portal,"['p', 'o', 'i', 'backspace', 'r', 't', 'a', 'l', 'return']","[0.7855622000060976, 0.9049178001005203, 0.9125418001785874, 1.5605186000466347, 1.7452086000703275, 1.8650339001324028, 2.080478999996558, 2.2005300000309944, 2.504864300135523]",,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,"Remember to type as QUICKLY and ACCURATELY as possible after the 'get ready' prompt.

Ask the experimenter any questions now. Please put on the headphones.

You will get one practice trial. Press 'enter/return' when you are ready to start the practice.","Remember to type as QUICKLY and ACCURATELY as you can after the 'get ready' prompt.

Ask the experimenter any questions now. Please put on the headphones.

You will get one practice trial. Press 'enter/return' when you are ready to start the practice.",video&audio/Example_AOMI_total.png,1.8,0.7,None,None,None,None,None,jargon,oppose,19.5,20.5,video&audio/Sentence3_touch_edited.mp4,video&audio/ghetto_touch_edited.mp4,frugal,ghetto,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,2,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, ghetto,"['g', 'h', 'e', 't', 't', 'o', 'return']","[0.468584599904716, 0.6771253999322653, 0.8926032998133451, 1.1724846998695284, 1.34133159997873, 1.4771035998128355, 1.8210228998214006]",,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,potent,tandem,6.5,7.5,video&audio/sentence4_TT_3X.mp4,video&audio/origin_TT_3X.mp4,falter,origin,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,15,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, origin,"['o', 'r', 'i', 'g', 'i', 'n', 'return']","[0.6643258000258356, 0.9924465999938548, 1.4801562998909503, 1.6401974998880178, 1.7364252000115812, 1.832333100028336, 2.184348799986765]",,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,mirage,shrewd,19.5,20.5,video&audio/Sentence1_touch_edited.mp4,video&audio/revoke_touch_edited.mp4,malady,revoke,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,6,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, revoke,"['r', 'e', 'v', 'o', 'k', 'j', 'e', 'return']","[0.361170900054276, 0.4567577999550849, 0.7849540000315756, 0.9932758000213653, 1.1372498001437634, 1.1449009999632835, 1.3048467999324203, 1.632705100113526]",,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,strife,delude,19.5,20.5,video&audio/Sentence2_touch_edited.mp4,video&audio/galley_touch_edited.mp4,tariff,galley,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,7,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, galley,"['g', 'a', 'semicolon', 'semicolon', 'e', 'y', 'backspace', 'backspace', 'backspace', 'backspace', 'l', 'l', 'e', 'y', 'return']","[0.48029289999976754, 0.6870734998956323, 0.902261900017038, 1.0785165999550372, 1.230235799914226, 1.4234764999710023, 1.7991204999852926, 2.0067465000320226, 2.142746699973941, 2.582484900020063, 2.8944363000337034, 3.038745499914512, 3.119131000014022, 3.223158200038597, 3.3745345999486744]",,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,satire,mangle,6.5,7.5,video&audio/sentence1_TT_3X.mp4,video&audio/warble_TT_3X.mp4,devise,warble,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,24,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, warble,"['w', 'a', 'r', 'b', 'l', 'e', 'return']","[0.3426904999651015, 0.7503827000036836, 1.030143199954182, 1.3268049999605864, 1.5826459999661893, 1.710921100107953, 1.9900899999774992]",,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,convoy,output,6.5,7.5,video&audio/sentence1_TT_3X.mp4,video&audio/uphold_TT_3X.mp4,debtor,uphold,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,18,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, uphold,"['u', 'p', 'h', 'o', 'l', 'd', 'return']","[0.7272995999082923, 0.8791674999520183, 1.1992771998047829, 1.49549279990606, 1.7114807998295873, 1.8642990998923779, 2.087481499882415]",,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,impose,feudal,6.5,7.5,video&audio/sentence3_TT_3X.mp4,video&audio/matron_TT_3X.mp4,subdue,matron,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,26,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, matron,"['m', 'a', 't', 'r', 'o', 'return']","[0.7191242000553757, 0.8306722000706941, 1.1036590000148863, 1.1910568000748754, 1.3347686999477446, 1.9190672999247909]",,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
