pracWords,instr_1,instr_2,AOMI_Ima,AOMI_w,AOMI_h,practiceWords,prac_time,prac_bkgd_time,pracVid_1,pracVid_2,baseline_words,control_words,cont_time,cont_bgkd_time,first_vids,second_vids,AOMIfirst_words,AOMIsecond_words,Order,ratingScale,rateInstr,instructLoop.thisRepN,instructLoop.thisTrialN,instructLoop.thisN,instructLoop.thisIndex,practice_control.thisRepN,practice_control.thisTrialN,practice_control.thisN,practice_control.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,baseRateLoop.thisRepN,baseRateLoop.thisTrialN,baseRateLoop.thisN,baseRateLoop.thisIndex,AOMIinstrLoop1.thisRepN,AOMIinstrLoop1.thisTrialN,AOMIinstrLoop1.thisN,AOMIinstrLoop1.thisIndex,AOMIpracLoop.thisRepN,AOMIpracLoop.thisTrialN,AOMIpracLoop.thisN,AOMIpracLoop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,AOMI1rateLoop.thisRepN,AOMI1rateLoop.thisTrialN,AOMI1rateLoop.thisN,AOMI1rateLoop.thisIndex,contInstrLoop.thisRepN,contInstrLoop.thisTrialN,contInstrLoop.thisN,contInstrLoop.thisIndex,contPracLoop.thisRepN,contPracLoop.thisTrialN,contPracLoop.thisN,contPracLoop.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,contRateLoop.thisRepN,contRateLoop.thisTrialN,contRateLoop.thisN,contRateLoop.thisIndex,AOMIinstrLoop2.thisRepN,AOMIinstrLoop2.thisTrialN,AOMIinstrLoop2.thisN,AOMIinstrLoop2.thisIndex,AOMIpracLoop2.thisRepN,AOMIpracLoop2.thisTrialN,AOMIpracLoop2.thisN,AOMIpracLoop2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,AOMI2rateLoop.thisRepN,AOMI2rateLoop.thisTrialN,AOMI2rateLoop.thisN,AOMI2rateLoop.thisIndex,pracBkgdKeys.keys,pracKeys.keys,pracKeys.rt,baseBkgdKeys.keys,baseBkgdKeys.rt,base_typedWord,baseKeys.keys,baseKeys.rt,baseRateTypeKey.keys,baseRateTypeKey.rt,AOMI1_BkgdKeys.keys,AOMI_promptBkgdKeys.keys,AOMI1pracKeys.keys,AOMI1pracKeys.rt,AOMI1bkdgKeys.keys,AOMI1_typedWord,AOMI1keys.keys,AOMI1keys.rt,AOMI1rateTypeKey.keys,AOMI1rateTypeKey.rt,polygon_prac.started,polygon_prac.stopped,contBkgdKeys_prac.keys,contPrac_typedWord,contKeys_prac.keys,contKeys_prac.rt,polygon.started,polygon.stopped,contBkgdKeys.keys,cont_typedWord,contKeys.keys,contKeys.rt,contTypeKey.keys,contTypeKey.rt,bkgdkeys_prac2.keys,bkgdKeys4.keys,AOMI2_typedWord,keyboardCom4.keys,keyboardCom4.rt,AOMI2typeKey.keys,AOMI2typeKey.rt,participant,session,group,date,expName,psychopyVersion,frameRate,
,None,None,None,None,None,None,None,None,None,None,coerce,clergy,6.5,7.5,video&audio/sentence6_TT_3X.mp4,video&audio/portal_TT_3X.mp4,ritual,portal,None,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,, coerce,"['c', 'o', 'e', 'r', 'c', 'e', 'return']","[0.5436271999496967, 0.6883312000427395, 0.8732010000385344, 1.0078336000442505, 1.2958804999943823, 1.407937000039965, 1.5920959000941366]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,quarry,septic,19.5,20.5,video&audio/Sentence2_touch_edited.mp4,video&audio/innate_touch_edited.mp4,neural,innate,None,,,,,,,,,,,0,18,18,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,, quarry,"['q', 'u', 'a', 'r', 'r', 'y', 'return']","[0.44840910006314516, 0.5929578000213951, 0.7524065000470728, 0.9849797000642866, 1.1125622999388725, 1.3767363000661135, 1.592474800068885]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,goblet,befall,19.5,20.5,video&audio/Sentence3_touch_edited.mp4,video&audio/ration_touch_edited.mp4,solemn,ration,None,,,,,,,,,,,0,19,19,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,, goblet,"['g', 'o', 'b', 'l', 'e', 't', 'return']","[0.45590950013138354, 0.5443409001454711, 0.7684179001953453, 1.4476766001898795, 1.6163578000850976, 1.7043823001440614, 2.0635762000456452]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,sherry,zephyr,19.5,20.5,video&audio/Sentence5_touch_edited.mp4,video&audio/fusion_touch_edited.mp4,obsess,fusion,None,,,,,,,,,,,0,20,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,, sherry,"['s', 'h', 'e', 'r', 'r', 'y', 'return']","[0.45785639993846416, 0.6331601999700069, 0.8253430998884141, 1.0417639999650419, 1.1539143999107182, 1.4022901998832822, 1.6660541999153793]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,brazen,fungal,6.5,7.5,video&audio/sentence5_TT_3X.mp4,video&audio/mucous_TT_3X.mp4,subtle,mucous,None,,,,,,,,,,,0,21,21,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,, brazen,"['b', 'r', 'a', 'z', 'e', 'n', 'return']","[0.5071116001345217, 0.579358900198713, 0.915254200110212, 1.315077600069344, 1.5489684999920428, 1.7951710000634193, 2.123147099977359]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,musket,meddle,6.5,7.5,video&audio/sentence2_TT_3X.mp4,video&audio/divert_TT_3X.mp4,kipper,divert,None,,,,,,,,,,,0,22,22,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,, musket,"['m', 'u', 's', 'k', 'e', 't', 'return']","[0.4984291000291705, 0.7225166000425816, 0.8276718000415713, 1.282710999948904, 1.459131000097841, 1.5553073999471962, 1.8585358001291752]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,manure,girdle,6.5,7.5,video&audio/sentence6_TT_3X.mp4,video&audio/linear_TT_3X.mp4,belfry,linear,None,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,, manusre,"['m', 'a', 'n', 'u', 's', 'r', 'e', 'return']","[0.5005690997932106, 0.6520820998121053, 0.7963521999772638, 0.9558413999620825, 1.0444334999192506, 1.2452866998501122, 1.3241186998784542, 1.5639977999962866]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,impose,feudal,6.5,7.5,video&audio/sentence3_TT_3X.mp4,video&audio/matron_TT_3X.mp4,subdue,matron,None,,,,,,,,,,,0,24,24,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,, impose,"['i', 'm', 'p', 'o', 's', 'e', 'return']","[0.4868753000628203, 0.7110932001378387, 0.9351516000460833, 1.0230783000588417, 1.17508040019311, 1.2954439001623541, 1.5506268001627177]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,mirage,shrewd,19.5,20.5,video&audio/Sentence1_touch_edited.mp4,video&audio/revoke_touch_edited.mp4,malady,revoke,None,,,,,,,,,,,0,25,25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,, mirage,"['m', 'i', 'r', 'a', 'g', 'e', 'return']","[0.3626816999167204, 0.5546256999950856, 0.7065361000131816, 0.8348270000424236, 1.1151097000110894, 1.218479699920863, 1.4588593000080436]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,savant,induce,6.5,7.5,video&audio/sentence4_TT_3X.mp4,video&audio/mussel_TT_3X.mp4,cortex,mussel,None,,,,,,,,,,,0,26,26,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,, savant,"['s', 'a', 'v', 'a', 'n', 't', 'return']","[0.3974929000250995, 0.5019303001463413, 0.8367161001078784, 1.1087208001408726, 1.3168095999862999, 1.4929697001352906, 1.852595099946484]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,"This is Section 2.

In this section, your task will be the same as before - that is, to type the word you see on the screen AFTER the typing prompt. However, rather than just seeing the word before typing, you will also see a video of someone typing different words to what you will need to type at different speeds. 

Press 'enter/return' to go to the next page.","This is Section 4. 

In this section, your task will be the same as before - that is, to type the word you see on the screen after the typing prompt. You will see a video again, like in Section 2, only this time, the video will show someone the same word that you must type at different speeds. 

Press 'enter/return' to go to the next page.",video&audio/Example_AOMI_layout.png,1.6,0.6,afford,19.5,20.5,video&audio/amount_touch_edited.mp4,video&audio/afford_touch_edited.mp4,vanity,hinder,19.5,20.5,video&audio/Sentence1_touch_edited.mp4,video&audio/breach_touch_edited.mp4,matrix,breach,1 = AOMIgen,,,,,,,,,,,0,27,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,, vanity,"['v', 'a', 'n', 'i', 't', 'y', 'return']","[0.5203731001820415, 0.6163177001290023, 1.1601245000492781, 1.2806788000743836, 1.7126536001451313, 1.8001121999695897, 1.976384200155735]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,deduct,jailer,6.5,7.5,video&audio/sentence5_TT_3X.mp4,video&audio/nettle_TT_3X.mp4,plasma,nettle,None,,,,,,,,,,,0,28,28,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,, decudt,"['d', 'e', 'c', 'u', 'd', 't', 'return']","[0.6797334000002593, 0.8473829999566078, 1.055121900048107, 1.2152344998903573, 1.535145599860698, 1.783145499881357, 2.023396600037813]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,critic,binder,19.5,20.5,video&audio/Sentence1_touch_edited.mp4,video&audio/tamper_touch_edited.mp4,confer,tamper,None,,,,,,,,,,,0,29,29,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,, critic,"['c', 'r', 'i', 't', 'i', 'c', 'return']","[0.4327354999259114, 0.7372472998686135, 0.9215811998583376, 1.0409404998645186, 1.153282199986279, 1.3690720999147743, 1.7448054000269622]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,,,,,,,,,,,,,,,,,,,,typingRatingScale.png,"How would you rate your typing performance in the previous section?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['3'],[22.720229599857703],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,,,,,,,,,,,,,,,,,,,,imageryCheckScale.png,"In the previous section did you imagine yourself typing?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['2'],[9.666694700019434],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,critic,binder,19.5,20.5,video&audio/Sentence1_touch_edited.mp4,video&audio/tamper_touch_edited.mp4,confer,tamper,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"['b', 'u', 't', 't', 'e', 'r', 'return']","[0.6134234999772161, 0.7737802998162806, 1.01346159982495, 1.1815421998035163, 1.34878270002082, 1.4047621998470277, 1.661579499952495]",None, confer,"['c', 'o', 'n', 'f', 'e', 'r', 'return']","[0.9646326000802219, 1.0610098999459296, 1.1579392000567168, 1.2765466999262571, 1.3966926001012325, 1.4934243999887258, 1.772215399891138]",,,,,,,,,,,,,,,,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,manure,girdle,6.5,7.5,video&audio/sentence6_TT_3X.mp4,video&audio/linear_TT_3X.mp4,belfry,linear,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, belfry,"['b', 'e', 'l', 'f', 'r', 'y', 'return']","[0.6069904998876154, 1.0553081999532878, 1.398587099974975, 1.5907528998795897, 1.7986235998105258, 1.8954076999798417, 2.1352174999192357]",,,,,,,,,,,,,,,,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,satire,mangle,6.5,7.5,video&audio/sentence1_TT_3X.mp4,video&audio/warble_TT_3X.mp4,devise,warble,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, devise,"['d', 'e', 'v', 'i', 's', 'e', 'return']","[0.47970120003446937, 0.6790343001484871, 0.8880727000068873, 1.0637124001514167, 1.1993495000060648, 1.3673080001026392, 1.6558437999337912]",,,,,,,,,,,,,,,,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,impose,feudal,6.5,7.5,video&audio/sentence3_TT_3X.mp4,video&audio/matron_TT_3X.mp4,subdue,matron,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, subdue,"['s', 'u', 'b', 'd', 'u', 'return']","[0.983811000129208, 1.1109909999649972, 1.575276399962604, 1.9510999000631273, 2.094932100037113, 2.5592841000761837]",,,,,,,,,,,,,,,,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,strife,delude,19.5,20.5,video&audio/Sentence2_touch_edited.mp4,video&audio/galley_touch_edited.mp4,tariff,galley,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, tarif,"['t', 'a', 'r', 'i', 'f', 'return']","[0.5286403000354767, 0.7372777999844402, 1.152688100002706, 1.3200255001429468, 1.5533475000411272, 1.8966968001332134]",,,,,,,,,,,,,,,,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,infirm,oblige,19.5,20.5,video&audio/Sentence4_touch_edited.mp4,video&audio/mystic_touch_edited.mp4,pulpit,mystic,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, pulpit,"['p', 'u', 'l', 'p', 'i', 't', 'return']","[0.9586674000602216, 1.1267329999245703, 1.5584213000256568, 1.7834389000199735, 1.942580800037831, 2.2061693998984993, 2.4787196000106633]",,,,,,,,,,,,,,,,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,coerce,clergy,6.5,7.5,video&audio/sentence6_TT_3X.mp4,video&audio/portal_TT_3X.mp4,ritual,portal,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, ritual,"['r', 'i', 't', 'u', 'a', 'l', 'return']","[0.6702845001127571, 0.9187044000718743, 1.0623137999791652, 1.5427667999174446, 1.7663455998990685, 1.9505119000095874, 2.3421022000256926]",,,,,,,,,,,,,,,,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,mirage,shrewd,19.5,20.5,video&audio/Sentence1_touch_edited.mp4,video&audio/revoke_touch_edited.mp4,malady,revoke,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, malady,"['m', 'a', 'l', 'a', 'd', 'y', 'return']","[0.5949005000293255, 0.7704779000487179, 0.9062212000135332, 1.130517499987036, 1.642592400079593, 1.7301668000873178, 2.12233730009757]",,,,,,,,,,,,,,,,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,brazen,fungal,6.5,7.5,video&audio/sentence5_TT_3X.mp4,video&audio/mucous_TT_3X.mp4,subtle,mucous,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, dubtle,"['d', 'u', 'b', 't', 'l', 'e', 'return']","[0.6834913000930101, 0.803664900129661, 1.0039731999859214, 1.251394199905917, 1.6914721000939608, 2.0113184999208897, 2.635626600123942]",,,,,,,,,,,,,,,,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,deduct,jailer,6.5,7.5,video&audio/sentence5_TT_3X.mp4,video&audio/nettle_TT_3X.mp4,plasma,nettle,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, plasma,"['p', 'l', 's', 'a', 'm', 'a', 'backspace', 'backspace', 'backspace', 'a', 'm', 'backspace', 's', 'm', 'a', 'return']","[0.9022812000475824, 0.9582013001199812, 1.2547691999934614, 1.262402400141582, 1.6707282999996096, 1.830201500095427, 2.8067151000723243, 2.9662898001261055, 3.094269199995324, 3.518689200049266, 3.8701567000243813, 4.374879200011492, 4.534291899995878, 4.75042980001308, 4.910317000001669, 5.142596499994397]",,,,,,,,,,,,,,,,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,legion,campus,6.5,7.5,video&audio/sentence6_TT_3X.mp4,video&audio/allure_TT_3X.mp4,forage,allure,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, forage,"['f', 'o', 'r', 'a', 'g', 'e', 'return']","[0.5596115000080317, 0.710925699910149, 0.8793865998741239, 0.9752061998005956, 1.2561307998839766, 1.3596946999896318, 1.5673815999180079]",,,,,,,,,,,,,,,,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,convoy,output,6.5,7.5,video&audio/sentence1_TT_3X.mp4,video&audio/uphold_TT_3X.mp4,debtor,uphold,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, debtor,"['d', 'e', 'b', 't', 'o', 'r', 'return']","[0.7150982001330703, 0.8985558999702334, 1.1785087999887764, 1.4185866999905556, 1.71436160011217, 1.8830095999874175, 2.2350040001329035]",,,,,,,,,,,,,,,,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,sherry,zephyr,19.5,20.5,video&audio/Sentence5_touch_edited.mp4,video&audio/fusion_touch_edited.mp4,obsess,fusion,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, obsess,"['o', 'b', 's', 'e', 's', 's', 'return']","[0.8319121000822634, 1.0881827999837697, 1.4079339001327753, 1.5925908000208437, 1.840641099959612, 2.239949299953878, 2.4407476000487804]",,,,,,,,,,,,,,,,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,potent,tandem,6.5,7.5,video&audio/sentence4_TT_3X.mp4,video&audio/origin_TT_3X.mp4,falter,origin,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, falter,"['f', 'a', 't', 'backspace', 'l', 't', 'e', 'r', 'return']","[0.43719520000740886, 0.5890917000360787, 1.0932416000869125, 1.740746800089255, 1.9333019000478089, 2.0373619999736547, 2.188853800063953, 2.2288430999033153, 2.4537198001053184]",,,,,,,,,,,,,,,,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,upkeep,parish,6.5,7.5,video&audio/sentence5_TT_3X.mp4,video&audio/gullet_TT_3X.mp4,picket,gullet,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, picket,"['p', 'i', 'c', 'k', 'e', 't', 'return']","[0.48807450011372566, 0.6557982999365777, 0.847717999946326, 1.0246488000266254, 1.2080381999257952, 1.3048604000359774, 1.4877671001013368]",,,,,,,,,,,,,,,,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,quarry,septic,19.5,20.5,video&audio/Sentence2_touch_edited.mp4,video&audio/innate_touch_edited.mp4,neural,innate,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, neural,"['n', 'e', 'u', 'r', 'a', 'l', 'return']","[0.5281553999520838, 0.6555506999138743, 0.8235622998327017, 1.047511599957943, 1.1604885999113321, 1.4155284999869764, 1.6801775998901576]",,,,,,,,,,,,,,,,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,pursue,caviar,6.5,7.5,video&audio/sentence3_TT_3X.mp4,video&audio/shrill_TT_3X.mp4,piston,shrill,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, piston,"['p', 'i', 's', 't', 'o', 'n', 'return']","[0.526033999864012, 0.742268499918282, 0.9263724000193179, 1.1666790000163019, 1.29464039998129, 1.4230861999094486, 1.8304568999446929]",,,,,,,,,,,,,,,,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,ordain,patent,19.5,20.5,video&audio/Sentence6_touch_edited.mp4,video&audio/defame_touch_edited.mp4,covert,defame,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, covert,"['c', 'o', 'v', 'e', 'r', 't', 'return']","[0.6709112001117319, 0.8225821999367326, 1.0069309000391513, 1.2145625001285225, 1.2790507001336664, 1.5110136000439525, 1.702826099935919]",,,,,,,,,,,,,,,,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,savant,induce,6.5,7.5,video&audio/sentence4_TT_3X.mp4,video&audio/mussel_TT_3X.mp4,cortex,mussel,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, cortex,"['c', 'o', 'r', 't', 'e', 'x', 'return']","[0.7431252999231219, 0.9746528998948634, 1.1508598998188972, 1.3432820998132229, 1.423052999889478, 1.82375320000574, 1.9270138998981565]",,,,,,,,,,,,,,,,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,"This is Section 2.

In this section, your task will be the same as before - that is, to type the word you see on the screen AFTER the typing prompt. However, rather than just seeing the word before typing, you will also see a video of someone typing different words to what you will need to type at different speeds. 

Press 'enter/return' to go to the next page.","This is Section 4. 

In this section, your task will be the same as before - that is, to type the word you see on the screen after the typing prompt. You will see a video again, like in Section 2, only this time, the video will show someone the same word that you must type at different speeds. 

Press 'enter/return' to go to the next page.",video&audio/Example_AOMI_layout.png,1.6,0.6,afford,19.5,20.5,video&audio/amount_touch_edited.mp4,video&audio/afford_touch_edited.mp4,vanity,hinder,19.5,20.5,video&audio/Sentence1_touch_edited.mp4,video&audio/breach_touch_edited.mp4,matrix,breach,1 = AOMIgen,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, matrix,"['m', 'a', 't', 'r', 'i', 'x', 'return']","[0.680123700061813, 0.8246194000821561, 1.0960473001468927, 1.1759928001556545, 1.3919147001579404, 1.7201744001358747, 1.992331000044942]",,,,,,,,,,,,,,,,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
