pracWords,instr_1,instr_2,AOMI_Ima,AOMI_w,AOMI_h,practiceWords,prac_time,prac_bkgd_time,pracVid_1,pracVid_2,baseline_words,control_words,cont_time,cont_bgkd_time,first_vids,second_vids,AOMIfirst_words,AOMIsecond_words,Order,ratingScale,rateInstr,instructLoop.thisRepN,instructLoop.thisTrialN,instructLoop.thisN,instructLoop.thisIndex,practice_control.thisRepN,practice_control.thisTrialN,practice_control.thisN,practice_control.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,baseRateLoop.thisRepN,baseRateLoop.thisTrialN,baseRateLoop.thisN,baseRateLoop.thisIndex,AOMIinstrLoop1.thisRepN,AOMIinstrLoop1.thisTrialN,AOMIinstrLoop1.thisN,AOMIinstrLoop1.thisIndex,AOMIpracLoop.thisRepN,AOMIpracLoop.thisTrialN,AOMIpracLoop.thisN,AOMIpracLoop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,AOMI1rateLoop.thisRepN,AOMI1rateLoop.thisTrialN,AOMI1rateLoop.thisN,AOMI1rateLoop.thisIndex,contInstrLoop.thisRepN,contInstrLoop.thisTrialN,contInstrLoop.thisN,contInstrLoop.thisIndex,contPracLoop.thisRepN,contPracLoop.thisTrialN,contPracLoop.thisN,contPracLoop.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,contRateLoop.thisRepN,contRateLoop.thisTrialN,contRateLoop.thisN,contRateLoop.thisIndex,AOMIinstrLoop2.thisRepN,AOMIinstrLoop2.thisTrialN,AOMIinstrLoop2.thisN,AOMIinstrLoop2.thisIndex,AOMIpracLoop2.thisRepN,AOMIpracLoop2.thisTrialN,AOMIpracLoop2.thisN,AOMIpracLoop2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,AOMI2rateLoop.thisRepN,AOMI2rateLoop.thisTrialN,AOMI2rateLoop.thisN,AOMI2rateLoop.thisIndex,pracBkgdKeys.keys,pracKeys.keys,pracKeys.rt,baseBkgdKeys.keys,base_typedWord,baseKeys.keys,baseKeys.rt,baseBkgdKeys.rt,baseRateTypeKey.keys,baseRateTypeKey.rt,AOMI1_BkgdKeys.keys,AOMI_promptBkgdKeys.keys,AOMI1pracKeys.keys,AOMI1pracKeys.rt,AOMI1bkdgKeys.keys,AOMI1_typedWord,AOMI1keys.keys,AOMI1keys.rt,AOMI1rateTypeKey.keys,AOMI1rateTypeKey.rt,polygon_prac.started,polygon_prac.stopped,contBkgdKeys_prac.keys,contPrac_typedWord,contKeys_prac.keys,contKeys_prac.rt,polygon.started,polygon.stopped,contBkgdKeys.keys,cont_typedWord,contKeys.keys,contKeys.rt,contTypeKey.keys,contTypeKey.rt,bkgdkeys_prac2.keys,bkgdKeys4.keys,AOMI2_typedWord,keyboardCom4.keys,keyboardCom4.rt,AOMI2typeKey.keys,AOMI2typeKey.rt,participant,session,group,date,expName,psychopyVersion,frameRate,
,None,None,None,None,None,None,None,None,None,None,output,uphold,19.5,20.5,video&audio/Sentence1_touch_edited.mp4,video&audio/pursue_touch_edited.mp4,debtor,pursue,None,,,,,,,,,,,0,17,17,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None, output,"['o', 'u', 't', 'p', 'u', 't', 'return']","[0.44992719998117536, 0.7535957000218332, 0.9616144999163225, 1.0977145999204367, 1.409694999922067, 1.570157999987714, 1.8657161999726668]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,campus,allure,6.5,7.5,video&audio/sentence6_TT_3X.mp4,video&audio/binder_TT_3X.mp4,forage,binder,None,,,,,,,,,,,0,18,18,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None, campus,"['c', 'a', 'm', 'p', 'u', 's', 'return']","[0.49380060005933046, 0.6941130000632256, 0.7977277000900358, 1.0217965000774711, 1.3336632000282407, 1.8057686000829563, 2.1497244000202045]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,delude,galley,6.5,7.5,video&audio/sentence2_TT_3X.mp4,video&audio/strife_TT_3X.mp4,tariff,strife,None,,,,,,,,,,,0,19,19,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None, delude,"['d', 'e', 'l', 'u', 'd', 'e', 'return']","[0.869102600030601, 1.0851109999930486, 1.2131877000210807, 1.5250634000403807, 1.6610726999351755, 1.869100600015372, 2.1969862999394536]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,jailer,nettle,19.5,20.5,video&audio/Sentence5_touch_edited.mp4,video&audio/convoy_touch_edited.mp4,plasma,convoy,None,,,,,,,,,,,0,20,20,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['j', 'a', 'i']",jailer,"['l', 'j', 'a', 'i', 'l', 'e', 'r', 'backspace', 'backspace', 'backspace', 'backspace', 'backspace', 'backspace', 'backspace', 'backspace', 'j', 'a', 'i', 'l', 'e', 'r', 'return']","[0.1731343000428751, 1.1251278000418097, 1.213175000040792, 1.3250394000206143, 1.5251278000650927, 1.6533389000687748, 1.7414211001014337, 2.42125760007184, 3.55715600005351, 3.7090390000957996, 3.853092600009404, 3.9973496000748128, 4.125445800018497, 4.26922050002031, 4.397187700029463, 5.149206400034018, 5.293432300095446, 5.3814842000138015, 5.637195900082588, 5.853113200049847, 5.957124900072813, 6.517418300034478]","[2.6953856999753043, 2.84747089992743, 2.959426400018856]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,clergy,portal,19.5,20.5,video&audio/Sentence6_touch_edited.mp4,video&audio/murmur_touch_edited.mp4,ritual,murmur,None,,,,,,,,,,,0,21,21,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None, clergy,"['c', 'l', 'e', 'r', 'g', 'y', 'return']","[0.5373742999508977, 0.7935613000299782, 1.033731000032276, 1.1695657999953255, 1.8735966000240296, 2.025400000042282, 2.529532999964431]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,hearth,herbal,19.5,20.5,video&audio/Sentence3_touch_edited.mp4,video&audio/deduct_touch_edited.mp4,hippie,deduct,None,,,,,,,,,,,0,22,22,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None, hearth,"['h', 'e', 'a', 'r', 't', 'h', 'return']","[0.5072527000447735, 0.6346739999717101, 0.8186463000020012, 0.9870815000031143, 1.218610699987039, 1.7227691999869421, 2.3548013999825343]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,primal,entail,6.5,7.5,video&audio/sentence5_TT_3X.mp4,video&audio/novice_TT_3X.mp4,parcel,novice,None,,,,,,,,,,,0,23,23,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None, primal,"['p', 'r', 'i', 'm', 'a', 'l', 'return']","[0.4364615000085905, 0.6444718999555334, 0.8125466000055894, 0.9888365999795496, 1.1169861999806017, 1.2605178999947384, 1.7967161999549717]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,fungal,mucous,19.5,20.5,video&audio/Sentence5_touch_edited.mp4,video&audio/musket_touch_edited.mp4,subtle,musket,None,,,,,,,,,,,0,24,24,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None, fungal,"['f', 'u', 'n', 'g', 'a', 'l', 'return']","[0.6049738000147045, 0.740799400024116, 0.95693330001086, 1.1408044999698177, 1.3167963000014424, 1.4452160999644548, 1.9328717000316828]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,patent,defame,6.5,7.5,video&audio/sentence6_TT_3X.mp4,video&audio/quarry_TT_3X.mp4,covert,quarry,None,,,,,,,,,,,0,25,25,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None, patent,"['p', 'a', 't', 'e', 'n', 't', 'return']","[0.3383750000502914, 0.4823215000797063, 0.7943543000146747, 0.9385613000486046, 1.1142959999851882, 1.2744084000587463, 1.6184046000707895]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,befall,ration,6.5,7.5,video&audio/sentence3_TT_3X.mp4,video&audio/parole_TT_3X.mp4,solemn,parole,None,,,,,,,,,,,0,26,26,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['b', 'e', 'f']",befall,"['a', 'l', 'l', 'backspace', 'backspace', 'backspace', 'backspace', 'b', 'e', 'f', 'a', 'l', 'l', 'return']","[0.10452509997412562, 0.2885632999241352, 0.43235639994964004, 1.0404612999409437, 1.1922874000156298, 1.3206634999951348, 1.464348900015466, 2.3925632999744266, 2.5363875000039116, 2.7370028999866918, 2.952324099955149, 3.104324799962342, 3.2487390999449417, 3.5526353999739513]","[2.674559200066142, 2.8026243000058457, 2.9224663000786677]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,joiner,apathy,6.5,7.5,video&audio/sentence6_TT_3X.mp4,video&audio/revolt_TT_3X.mp4,virile,revolt,None,,,,,,,,,,,0,27,27,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None, joiner,"['j', 'o', 'i', 'n', 'e', 'r', 'return']","[0.4370176999364048, 0.6288979999953881, 0.8531549000181258, 1.0530783999711275, 1.212872999953106, 1.2850253999931738, 1.5570791999343783]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,"This is Section 2.

In this section, your task will be the same as before - that is, to type the word you see on the screen AFTER the typing prompt. However, rather than just seeing the word before typing, you will also see a video of someone typing different words to what you will need to type at different speeds. 

Press 'enter/return' to go to the next page.","This is Section 4. 

In this section, your task will be the same as before - that is, to type the word you see on the screen after the typing prompt. You will see a video again, like in Section 2, only this time, the video will show someone the same word that you must type at different speeds. 

Press 'enter/return' to go to the next page.",video&audio/Example_AOMI_layout.png,1.6,0.6,afford,19.5,20.5,video&audio/amount_touch_edited.mp4,video&audio/afford_touch_edited.mp4,hinder,breach,6.5,7.5,video&audio/sentence1_TT_3X.mp4,video&audio/vanity_TT_3X.mp4,matrix,vanity,1 = AOMIgen,,,,,,,,,,,0,28,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None, hinder,"['h', 'i', 'n', 'd', 'e', 'r', 'return']","[0.5488747999770567, 0.7324298999737948, 0.9883425000589341, 1.1243512999499217, 1.356384600047022, 1.4683396000182256, 1.7966486000223085]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,girdle,linear,19.5,20.5,video&audio/Sentence6_touch_edited.mp4,video&audio/impose_touch_edited.mp4,belfry,impose,None,,,,,,,,,,,0,29,29,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None, girdle,"['g', 'i', 'r', 'd', 'l', 'e', 'return']","[0.2964550999458879, 0.464419599971734, 0.6004355000331998, 0.9284054000163451, 1.1045019000303, 1.2083681999938563, 1.5685122000286356]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,,,,,,,,,,,,,,,,,,,,typingRatingScale.png,"How would you rate your typing performance in the previous section?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['3'],[21.099168400047347],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,,,,,,,,,,,,,,,,,,,,imageryCheckScale.png,"In the previous section did you imagine yourself typing?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['3'],[15.936232700012624],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,fungal,mucous,19.5,20.5,video&audio/Sentence5_touch_edited.mp4,video&audio/musket_touch_edited.mp4,subtle,musket,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"['b', 'u', 't', 't', 'e', 'r', 'return']","[1.3017949999775738, 1.5170920999953523, 1.9248961999546736, 2.0534364000195637, 2.148929800023325, 2.3972598999971524, 2.588938200031407]",None, subtle,"['s', 'u', 'b', 't', 'l', 'e', 'return']","[0.9467087000375614, 1.122715900070034, 1.346698599983938, 1.522901299991645, 1.6746999999741092, 1.842730600037612, 2.1547368000028655]",,,,,,,,,,,,,,,,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,delude,galley,6.5,7.5,video&audio/sentence2_TT_3X.mp4,video&audio/strife_TT_3X.mp4,tariff,strife,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, tariff,"['t', 'a', 'r', 'i', 'f', 'f', 'return']","[1.1257277999538928, 1.2538766999496147, 1.3980321999406442, 1.829786799964495, 2.1338160999584943, 2.334070899989456, 2.782029199996032]",,,,,,,,,,,,,,,,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,girdle,linear,19.5,20.5,video&audio/Sentence6_touch_edited.mp4,video&audio/impose_touch_edited.mp4,belfry,impose,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, belfry,"['b', 'e', 'f', 'r', 'y', 'return']","[1.1194346999982372, 1.2954016999574378, 1.6314815999940038, 1.8714163999538869, 2.055484400014393, 2.543483999907039]",,,,,,,,,,,,,,,,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,parish,gullet,19.5,20.5,video&audio/Sentence5_touch_edited.mp4,video&audio/manure_touch_edited.mp4,picket,manure,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, picket,"['p', 'i', 'c', 'k', 'e', 't', 'return']","[0.7423109000083059, 1.0622555000009015, 1.2385910999728367, 1.3902745000086725, 1.5504095000214875, 1.7751383999129757, 2.038199899950996]",,,,,,,,,,,,,,,,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,output,uphold,19.5,20.5,video&audio/Sentence1_touch_edited.mp4,video&audio/pursue_touch_edited.mp4,debtor,pursue,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, debtor,"['d', 'e', 'b', 't', 'o', 'r', 'return']","[1.275631899945438, 1.4195577999344096, 1.6195948999375105, 1.7876784999389201, 1.9316256999736652, 2.107535499962978, 2.5400517999660224]",,,,,,,,,,,,,,,,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,cobble,export,19.5,20.5,video&audio/Sentence2_touch_edited.mp4,video&audio/savant_touch_edited.mp4,cervix,savant,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, cervix,"['c', 'e', 'r', 'v', 'i', 'x', 'return']","[1.9472140999278054, 2.1232701999833807, 2.211535800015554, 2.9473516000434756, 3.171254099928774, 3.5636782000074163, 3.7952689999947324]",,,,,,,,,,,,,,,,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,tandem,origin,19.5,20.5,video&audio/Sentence4_touch_edited.mp4,video&audio/coerce_touch_edited.mp4,falter,coerce,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, falter,"['f', 'a', 'l', 't', 'e', 'r', 'return']","[0.7596438999753445, 0.9675842999713495, 1.2072650999762118, 1.4232677000109106, 1.583430300001055, 1.6871702999342233, 2.007531499955803]",,,,,,,,,,,,,,,,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,caviar,shrill,19.5,20.5,video&audio/Sentence3_touch_edited.mp4,video&audio/brazen_touch_edited.mp4,piston,brazen,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, piston,"['p', 'i', 's', 't', 'o', 'n', 'return']","[0.9398501000832766, 1.2036960000405088, 1.4040662000188604, 1.6357497000135481, 1.763669200008735, 1.971800500061363, 2.675758199999109]",,,,,,,,,,,,,,,,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,feudal,matron,19.5,20.5,video&audio/Sentence3_touch_edited.mp4,video&audio/legion_touch_edited.mp4,subdue,legion,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, subdue,"['s', 'u', 'b', 'd', 'u', 'e', 'return']","[1.104508199961856, 1.2565931000281125, 1.7603707999223843, 2.0964395999908447, 2.3125924000050873, 2.4568417000118643, 2.8726760999998078]",,,,,,,,,,,,,,,,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,campus,allure,6.5,7.5,video&audio/sentence6_TT_3X.mp4,video&audio/binder_TT_3X.mp4,forage,binder,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, forage,"['f', 'o', 'r', 'a', 'g', 'e', 'return']","[1.1780336999800056, 1.3462107999948785, 1.4816327999578789, 1.6655331999063492, 1.8016272999811918, 1.9616207999642938, 2.5702690999023616]",,,,,,,,,,,,,,,,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,septic,ordain,19.5,20.5,video&audio/Sentence2_touch_edited.mp4,video&audio/potent_touch_edited.mp4,neural,potent,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, neural,"['n', 'e', 'u', 'r', 'a', 'semicolon', 'backspace', 'l', 'return']","[0.8410844999598339, 1.0328620999353006, 1.176575499936007, 1.3206325999926776, 1.6248047000262886, 1.7925062000285834, 2.712640499928966, 2.984598599956371, 3.2088388999691233]",,,,,,,,,,,,,,,,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,jailer,nettle,19.5,20.5,video&audio/Sentence5_touch_edited.mp4,video&audio/convoy_touch_edited.mp4,plasma,convoy,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, plasma,"['p', 'l', 'a', 's', 'm', 'a', 'return']","[1.0204100999981165, 1.20417839998845, 1.436143699917011, 1.5005603999597952, 1.7403006999520585, 1.9242806999245659, 2.236795899923891]",,,,,,,,,,,,,,,,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,shrewd,revoke,6.5,7.5,video&audio/sentence1_TT_3X.mp4,video&audio/mirage_TT_3X.mp4,malady,mirage,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, malday,"['m', 'a', 'l', 'd', 'a', 'y', 'return']","[1.1033127999398857, 1.2630342999473214, 1.3909575999714434, 1.5428071999922395, 1.647296099923551, 1.8629623999586329, 2.319427700014785]",,,,,,,,,,,,,,,,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,trench,ethnic,6.5,7.5,video&audio/sentence4_TT_3X.mp4,video&audio/goblet_TT_3X.mp4,botany,goblet,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, botany,"['b', 'o', 't', 'a', 'n', 'y', 'return']","[0.9279641999164596, 1.1201974999858066, 1.2960124999517575, 1.4881850999081507, 1.6559443000005558, 1.8240043999394402, 2.432041799998842]",,,,,,,,,,,,,,,,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,zephyr,fusion,6.5,7.5,video&audio/sentence5_TT_3X.mp4,video&audio/critic_TT_3X.mp4,obsess,critic,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, obsess,"['o', 'b', 's', 'e', 's', 's', 'return']","[0.6517973999725655, 0.8996784999035299, 1.12407409993466, 1.315755599993281, 1.5237435000017285, 1.7077044999459758, 1.9080643999623135]",,,,,,,,,,,,,,,,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,"While you watch the video, imagine yourself typing the word on the screen, like how you did in the imagery practice. While you watch the video and imagine this, rest your hands on your keyboard but DO NOT type until AFTER you see the typing prompt.

Press 'enter/return' to go to the next page.","While watching the video, imagine yourself typing the word on the screen, like how you did in the imagery practice. While you watch the video and imagine this, rest your hands on your keyboard but DO NOT type until AFTER you see the typing prompt.

Press 'enter/return' to go to the next page.",video&audio/Example_AOMI_imagine.png,1.6,1,butter,6.5,7.5,video&audio/amount_TT_3X.mp4,video&audio/butter_TT_3X.mp4,metric,eatery,6.5,7.5,video&audio/sentence2_TT_3X.mp4,video&audio/plight_TT_3X.mp4,ascend,plight,2 = AOMIspec,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, ascend,"['a', 's', 'c', 'e', 'n', 'd', 'return']","[1.1334319000598043, 1.4453723001061007, 1.6769564000423998, 1.9009624000173062, 2.053038000012748, 2.148940300103277, 2.557068100082688]",,,,,,,,,,,,,,,,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,meddle,divert,19.5,20.5,video&audio/Sentence2_touch_edited.mp4,video&audio/upkeep_touch_edited.mp4,kipper,upkeep,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, kipper,"['k', 'i', 'p', 'p', 'r', 'return']","[0.875110000022687, 1.1391381999710575, 1.3713404999580234, 1.5229067999171093, 1.7231579999206588, 1.963091399986297]",,,,,,,,,,,,,,,,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,patent,defame,6.5,7.5,video&audio/sentence6_TT_3X.mp4,video&audio/quarry_TT_3X.mp4,covert,quarry,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, convert,"['c', 'o', 'n', 'v', 'e', 'r', 't', 'return']","[1.0137114999815822, 1.1580618000589311, 1.3898089999565855, 1.621747300028801, 1.7337683000368997, 1.8458686000667512, 2.0057615999830887, 2.5181892999680713]",,,,,,,,,,,,,,,,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,primal,entail,6.5,7.5,video&audio/sentence5_TT_3X.mp4,video&audio/novice_TT_3X.mp4,parcel,novice,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, parcel,"['p', 'a', 'r', 'c', 'e', 'l', 'delete', 'return']","[0.6100227000424638, 0.7379844000097364, 0.9700000999728218, 1.2821888000471517, 1.5460057000163943, 1.697920300066471, 2.146220299997367, 2.545915300026536]",,,,,,,,,,,,,,,,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
