pracWords,instr_1,instr_2,AOMI_Ima,AOMI_w,AOMI_h,practiceWords,prac_time,prac_bkgd_time,pracVid_1,pracVid_2,baseline_words,control_words,cont_time,cont_bgkd_time,first_vids,second_vids,AOMIfirst_words,AOMIsecond_words,Order,ratingScale,rateInstr,instructLoop.thisRepN,instructLoop.thisTrialN,instructLoop.thisN,instructLoop.thisIndex,practice_control.thisRepN,practice_control.thisTrialN,practice_control.thisN,practice_control.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,baseRateLoop.thisRepN,baseRateLoop.thisTrialN,baseRateLoop.thisN,baseRateLoop.thisIndex,AOMIinstrLoop1.thisRepN,AOMIinstrLoop1.thisTrialN,AOMIinstrLoop1.thisN,AOMIinstrLoop1.thisIndex,AOMIpracLoop.thisRepN,AOMIpracLoop.thisTrialN,AOMIpracLoop.thisN,AOMIpracLoop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,AOMI1rateLoop.thisRepN,AOMI1rateLoop.thisTrialN,AOMI1rateLoop.thisN,AOMI1rateLoop.thisIndex,contInstrLoop.thisRepN,contInstrLoop.thisTrialN,contInstrLoop.thisN,contInstrLoop.thisIndex,contPracLoop.thisRepN,contPracLoop.thisTrialN,contPracLoop.thisN,contPracLoop.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,contRateLoop.thisRepN,contRateLoop.thisTrialN,contRateLoop.thisN,contRateLoop.thisIndex,AOMIinstrLoop2.thisRepN,AOMIinstrLoop2.thisTrialN,AOMIinstrLoop2.thisN,AOMIinstrLoop2.thisIndex,AOMIpracLoop2.thisRepN,AOMIpracLoop2.thisTrialN,AOMIpracLoop2.thisN,AOMIpracLoop2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,AOMI2rateLoop.thisRepN,AOMI2rateLoop.thisTrialN,AOMI2rateLoop.thisN,AOMI2rateLoop.thisIndex,pracBkgdKeys.keys,pracKeys.keys,pracKeys.rt,baseBkgdKeys.keys,base_typedWord,baseKeys.keys,baseKeys.rt,baseBkgdKeys.rt,baseRateTypeKey.keys,baseRateTypeKey.rt,AOMI1_BkgdKeys.keys,AOMI_promptBkgdKeys.keys,AOMI1pracKeys.keys,AOMI1pracKeys.rt,AOMI1bkdgKeys.keys,AOMI1_typedWord,AOMI1keys.keys,AOMI1keys.rt,AOMI1rateTypeKey.keys,AOMI1rateTypeKey.rt,polygon_prac.started,polygon_prac.stopped,contBkgdKeys_prac.keys,contPrac_typedWord,contKeys_prac.keys,contKeys_prac.rt,polygon.started,polygon.stopped,contBkgdKeys.keys,cont_typedWord,contKeys.keys,contKeys.rt,contTypeKey.keys,contTypeKey.rt,bkgdkeys_prac2.keys,bkgdKeys4.keys,AOMI2_typedWord,keyboardCom4.keys,keyboardCom4.rt,AOMI2typeKey.keys,AOMI2typeKey.rt,participant,session,group,date,expName,psychopyVersion,frameRate,
,None,None,None,None,None,None,None,None,None,None,hearth,herbal,19.5,20.5,video&audio/Sentence3_touch_edited.mp4,video&audio/deduct_touch_edited.mp4,hippie,deduct,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, hippie,"['h', 'p', 'p', 'i', 'e', 'return']","[1.0646468999329954, 1.5846427000360563, 1.752451999927871, 2.008499599993229, 2.176457899971865, 2.4003783999942243]",,,,,,,,,,,,,,,,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,"This is Section 2.

In this section, your task will be the same as before - that is, to type the word you see on the screen AFTER the typing prompt. However, rather than just seeing the word before typing, you will also see a video of someone typing different words to what you will need to type at different speeds. 

Press 'enter/return' to go to the next page.","This is Section 4. 

In this section, your task will be the same as before - that is, to type the word you see on the screen after the typing prompt. You will see a video again, like in Section 2, only this time, the video will show someone the same word that you must type at different speeds. 

Press 'enter/return' to go to the next page.",video&audio/Example_AOMI_layout.png,1.6,0.6,afford,19.5,20.5,video&audio/amount_touch_edited.mp4,video&audio/afford_touch_edited.mp4,hinder,breach,6.5,7.5,video&audio/sentence1_TT_3X.mp4,video&audio/vanity_TT_3X.mp4,matrix,vanity,1 = AOMIgen,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, matrix,"['m', 'capslock', 'capslock', 'a', 't', 'r', 'i', 'x', 'return']","[0.8721711999969557, 1.0485421000048518, 2.1762683000415564, 2.4719401000766084, 2.823918200097978, 2.9678646000102162, 3.1278671000618488, 3.743883200106211, 4.344194800010882]",,,,,,,,,,,,,,,,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,innate,tamper,6.5,7.5,video&audio/sentence1_TT_3X.mp4,video&audio/sonnet_TT_3X.mp4,confer,sonnet,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, confer,"['c', 'n', 'f', 'e', 'r', 'return']","[0.9708964999299496, 1.274665700038895, 1.4107540999539196, 1.554847199935466, 1.7071611999999732, 2.091246400028467]",,,,,,,,,,,,,,,,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,induce,mussel,19.5,20.5,video&audio/Sentence4_touch_edited.mp4,video&audio/satire_touch_edited.mp4,cortex,satire,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, cortex,"['c', 'o', 'r', 't', 'e', 'x', 't', 'backspace', 'return', 'pound']","[0.8672904999693856, 1.0592141998931766, 1.2915983999846503, 1.6993561999406666, 1.9555553999962285, 2.171231899992563, 2.419254199950956, 2.915224299998954, 3.1711365999653935, 3.1794184999307618]",,,,,,,,,,,,,,,,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,hamlet,shroud,6.5,7.5,video&audio/sentence4_TT_3X.mp4,video&audio/sherry_TT_3X.mp4,jackal,sherry,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, jackal,"['j', 'a', 'c', 'k', 'a', 'l', 'return']","[1.2762059000087902, 1.4360678000375628, 1.6522280999924988, 1.8442914999322966, 2.420039899996482, 2.556209099944681, 2.8681647999910638]",,,,,,,,,,,,,,,,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,joiner,apathy,6.5,7.5,video&audio/sentence6_TT_3X.mp4,video&audio/revolt_TT_3X.mp4,virile,revolt,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,24,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, virile,"['v', 'i', 'r', 'i', 'l', 'e', 'return']","[0.7899137999629602, 0.9978623000206426, 1.205917999963276, 1.557621999992989, 1.7736533000133932, 1.9258373000193387, 2.36551569995936]",,,,,,,,,,,,,,,,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,oblige,mystic,6.5,7.5,video&audio/sentence4_TT_3X.mp4,video&audio/infirm_TT_3X.mp4,pulpit,infirm,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,25,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, pulpit,"['p', 'u', 'k', 'backspace', 'l', 'p', 'i', 't', 'return']","[0.971864299965091, 1.2516393000259995, 1.5475865999469534, 2.1396216000430286, 2.443554600002244, 2.691550899995491, 2.947568199946545, 3.1559015000239015, 3.5235695999581367]",,,,,,,,,,,,,,,,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,mangle,warble,19.5,20.5,video&audio/Sentence1_touch_edited.mp4,video&audio/fodder_touch_edited.mp4,devise,fodder,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,26,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, devise,"['e', 'v', 'i', 's', 'e', 'return']","[1.2952956999652088, 1.8872648000251502, 2.1034801000496373, 2.3434026000322774, 2.4792480999603868, 2.7672703999560326]",,,,,,,,,,,,,,,,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,clergy,portal,19.5,20.5,video&audio/Sentence6_touch_edited.mp4,video&audio/murmur_touch_edited.mp4,ritual,murmur,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,27,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, ritual,"['r', 'i', 't', 'u', 'a', 'l', 'return']","[1.029141700011678, 1.2208569999784231, 1.3648236999288201, 1.5088731999276206, 1.6695440999465063, 1.844903599936515, 2.2289901999756694]",,,,,,,,,,,,,,,,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,"Remember to type as QUICKLY and ACCURATELY as possible after the 'get ready' prompt.

Ask the experimenter any questions now. Please put on the headphones.

You will get one practice trial. Press 'enter/return' when you are ready to start the practice.","Remember to type as QUICKLY and ACCURATELY as you can after the 'get ready' prompt.

Ask the experimenter any questions now. Please put on the headphones.

You will get one practice trial. Press 'enter/return' when you are ready to start the practice.",video&audio/Example_AOMI_total.png,1.8,0.7,None,None,None,None,None,oppose,ghetto,6.5,7.5,video&audio/sentence3_TT_3X.mp4,video&audio/jargon_TT_3X.mp4,frugal,jargon,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, furgal,"['f', 'u', 'r', 'g', 'a', 'l', 'return']","[1.8790380000136793, 2.1509590999921784, 2.358993500005454, 2.6550223000813276, 2.8313053000019863, 2.982987600029446, 3.5270773000083864]",,,,,,,,,,,,,,,,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,befall,ration,6.5,7.5,video&audio/sentence3_TT_3X.mp4,video&audio/parole_TT_3X.mp4,solemn,parole,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,29,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, soleman,"['s', 'o', 'l', 'e', 'm', 'a', 'n', 'return']","[1.0650645999703556, 1.2332909000106156, 1.4014588000718504, 1.481324000051245, 1.6571346999844536, 1.8012038000160828, 1.961081700050272, 2.2579138000728562]",,,,,,,,,,,,,,,,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,,,,,,,,,,,,,,,,,,,,typingRatingScale.png,"How would you rate your typing performance in the previous section?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['2'],[8.087703100056387],,,,,,,,,,,,,,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,,,,,,,,,,,,,,,,,,,,visualImageryScale.png,"While imagining yourself typing, how clear was your visual image?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['4'],[18.454070300096646],,,,,,,,,,,,,,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,,,,,,,,,,,,,,,,,,,,kinestheticImageryScale.png,"While imagining yourself typing, how intense were the sensations associated with the imagined movement?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['3'],[7.4727511999662966],,,,,,,,,,,,,,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,"This is Section 2.

In this section, your task will be the same as before - that is, to type the word you see on the screen AFTER the typing prompt. However, rather than just seeing the word before typing, you will also see a video of someone typing different words to what you will need to type at different speeds. 

Press 'enter/return' to go to the next page.","This is Section 4. 

In this section, your task will be the same as before - that is, to type the word you see on the screen after the typing prompt. You will see a video again, like in Section 2, only this time, the video will show someone the same word that you must type at different speeds. 

Press 'enter/return' to go to the next page.",video&audio/Example_AOMI_layout.png,1.6,0.6,afford,19.5,20.5,video&audio/amount_touch_edited.mp4,video&audio/afford_touch_edited.mp4,hinder,breach,6.5,7.5,video&audio/sentence1_TT_3X.mp4,video&audio/vanity_TT_3X.mp4,matrix,vanity,1 = AOMIgen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3131.0111579999793,3137.529321899987,None, butter,"['b', 'u', 't', 't', 'r', 'return']","[0.837551899952814, 1.0455186000326648, 1.293799199978821, 1.4296963999513537, 1.6295654999557883, 1.8696750999661162]",3176.152390299947,3182.669867599965,None, breach,"['b', 'r', 'e', 'a', 'c', 'h', 'return']","[0.9754067999310791, 1.126912200008519, 1.2710844000102952, 1.5990248000016436, 1.7509311999892816, 1.9190792000154033, 2.2873049000045285]",,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,meddle,divert,19.5,20.5,video&audio/Sentence2_touch_edited.mp4,video&audio/upkeep_touch_edited.mp4,kipper,upkeep,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3185.985406599939,3205.500514399959,None, divert,"['d', 'i', 'v', 'e', 'r', 't', 'return']","[1.2230476000113413, 1.3508314000209793, 1.599281799979508, 1.7187292999587953, 1.8070761000271887, 2.015118999988772, 2.478574499953538]",,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,hamlet,shroud,6.5,7.5,video&audio/sentence4_TT_3X.mp4,video&audio/sherry_TT_3X.mp4,jackal,sherry,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3209.024366299971,3215.541027099942,None, shroud,"['s', 'h', 'r', 'o', 'u', 'd', 'return']","[1.0331228999421, 1.1930879999417812, 1.4016084999311715, 1.5130460999207571, 1.76891819993034, 1.9291437999345362, 2.5131435999646783]",,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,mangle,warble,19.5,20.5,video&audio/Sentence1_touch_edited.mp4,video&audio/fodder_touch_edited.mp4,devise,fodder,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3219.0860085999593,3238.6010800999356,None, warble,"['w', 'a', 'r', 'b', 'l', 'e', 'return']","[0.9398069999879226, 1.1237829000456259, 1.228002900024876, 1.4197568000527099, 1.6276884999824688, 1.835659599979408, 2.1398889999836683]",,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,zephyr,fusion,6.5,7.5,video&audio/sentence5_TT_3X.mp4,video&audio/critic_TT_3X.mp4,obsess,critic,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3241.7707406999543,3248.288016199949,None, fusion,"['f', 'u', 's', 'i', 'o', 'n', 'return']","[1.1509324999060482, 1.3109092999948189, 1.4229800999164581, 1.5509541999781504, 1.7831652999157086, 2.7271844999631867, 3.1509279999881983]",,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,caviar,shrill,19.5,20.5,video&audio/Sentence3_touch_edited.mp4,video&audio/brazen_touch_edited.mp4,piston,brazen,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3252.4790631999495,3271.9930504999356,None, shrill,"['s', 'h', 'r', 'i', 'l', 'l', 'return']","[1.0213116001104936, 1.1091656000353396, 1.3171137000899762, 1.4050558001035824, 1.6771415000548586, 1.8213292000582442, 2.1252221000613645]",,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,parish,gullet,19.5,20.5,video&audio/Sentence5_touch_edited.mp4,video&audio/manure_touch_edited.mp4,picket,manure,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3275.1638931999914,3294.6780058000004,None, gullet,"['g', 'u', 'l', 'l', 'e', 't', 'return']","[1.2724088999675587, 1.448197399964556, 1.7121447999961674, 1.8561951000010595, 1.9449153000023216, 2.0567521000048146, 2.3521894000004977]",,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,trench,ethnic,6.5,7.5,video&audio/sentence4_TT_3X.mp4,video&audio/goblet_TT_3X.mp4,botany,goblet,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3298.0771363000385,3304.5935661999974,None, ethnic,"['e', 't', 'h', 'n', 'i', 'c', 'return']","[0.8603288999293, 1.0997881999937817, 1.1955765000311658, 1.371827199938707, 1.5479804000351578, 1.835469999932684, 2.123848699964583]",,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,shrewd,revoke,6.5,7.5,video&audio/sentence1_TT_3X.mp4,video&audio/mirage_TT_3X.mp4,malady,mirage,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3307.762962699984,3314.2801353000104,None, revoke,"['r', 'e', 'v', 'o', 'k', 'e', 'return']","[0.9025961000006646, 1.0459218999603763, 1.317926499992609, 1.5100369999418035, 1.6781047999393195, 1.8379360999679193, 2.110105699975975]",,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,clergy,portal,19.5,20.5,video&audio/Sentence6_touch_edited.mp4,video&audio/murmur_touch_edited.mp4,ritual,murmur,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3317.429909599945,3336.944394399994,None, portal,"['p', 'o', 'r', 't', 'a', 'l', 'return']","[1.038496599998325, 1.2543456999119371, 1.366619999986142, 1.574618999962695, 1.7423659999622032, 1.8782803999492899, 2.190396499936469]",,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,feudal,matron,19.5,20.5,video&audio/Sentence3_touch_edited.mp4,video&audio/legion_touch_edited.mp4,subdue,legion,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3348.2996447000187,3367.8154554000357,None, matron,"['m', 'a', 't', 'r', 'o', 'n', 'return']","[1.0067393999779597, 1.150321599910967, 1.4382955000037327, 1.5343568000243977, 1.678439399925992, 1.8865502999396995, 2.246560400002636]",,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,hearth,herbal,19.5,20.5,video&audio/Sentence3_touch_edited.mp4,video&audio/deduct_touch_edited.mp4,hippie,deduct,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3371.0897703999653,3390.6046696000267,None, herbal,"['h', 'e', 'r', 'b', 'a', 'l', 'return']","[1.1221216999692842, 1.2739275000058115, 1.3459646999835968, 1.4579443000257015, 1.626138799940236, 1.7139011999825016, 2.0579883999889717]",,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,output,uphold,19.5,20.5,video&audio/Sentence1_touch_edited.mp4,video&audio/pursue_touch_edited.mp4,debtor,pursue,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3393.6912649000296,3413.206099299947,None, uphold,"['u', 'p', 'h', 'o', 'l', 'd', 'return']","[0.9765428000828251, 1.30408840009477, 1.6646769000217319, 1.8726062000496313, 2.0881045000860468, 2.2162458000238985, 2.5040308000752702]",,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,septic,ordain,19.5,20.5,video&audio/Sentence2_touch_edited.mp4,video&audio/potent_touch_edited.mp4,neural,potent,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3416.7515129999956,3436.265963200014,None, ordain,"['o', 'r', 'd', 'a', 'i', 'n', 'return']","[1.0682129999622703, 1.2437062000390142, 1.4760701999766752, 1.6676428000209853, 1.7158464000094682, 1.9475533999502659, 2.3720778999850154]",,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,induce,mussel,19.5,20.5,video&audio/Sentence4_touch_edited.mp4,video&audio/satire_touch_edited.mp4,cortex,satire,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3439.6660378000233,3459.179903000011,None, mussel,"['m', 'u', 's', 's', 'l', 'e', 'backspace', 'backspace', 'e', 'l', 'return']","[0.8978690999792889, 1.1698785000480711, 1.3379515999695286, 1.5221738000400364, 1.642350299982354, 1.770035200053826, 2.425875899964012, 2.562236199970357, 2.938129200018011, 3.065997099969536, 3.32211800001096]",,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,fungal,mucous,19.5,20.5,video&audio/Sentence5_touch_edited.mp4,video&audio/musket_touch_edited.mp4,subtle,musket,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3463.5378093000036,3483.052251499961,None, muscous,"['m', 'u', 's', 'c', 'o', 'u', 's', 'return']","[0.9866507000988349, 1.337855500052683, 1.5378540999954566, 1.6818877001060173, 1.9218096000840887, 2.0905714000109583, 2.2819479000754654, 3.209836299996823]",,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,tandem,origin,19.5,20.5,video&audio/Sentence4_touch_edited.mp4,video&audio/coerce_touch_edited.mp4,falter,coerce,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3487.3053459000075,3506.823250300018,None, origin,"['o', 'r', 'g', 'i', 'n', 'backspace', 'backspace', 'backspace', 'i', 'g', 'i', 'n', 'return']","[1.1133597999578342, 1.2580899000167847, 1.473456299980171, 1.5937027999898419, 1.9774481999920681, 2.745741300052032, 2.8818750999635085, 3.2174292999552563, 3.921542300027795, 4.10565200005658, 4.185414200066589, 4.385624999995343, 4.697360399994068]",,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,cobble,export,19.5,20.5,video&audio/Sentence2_touch_edited.mp4,video&audio/savant_touch_edited.mp4,cervix,savant,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3512.552690100041,3532.0676130999345,None, export,"['e', 'x', 'p', 'o', 'r', 't', 'return']","[0.7704072999767959, 1.0826766999671236, 1.2905061999335885, 1.4907576999394223, 1.602438399917446, 1.7944546999642625, 2.0746170999482274]",,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,innate,tamper,6.5,7.5,video&audio/sentence1_TT_3X.mp4,video&audio/sonnet_TT_3X.mp4,confer,sonnet,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3535.1746704999823,3541.6912089999532,None, tamper,"['t', 'a', 'm', 'p', 'e', 'r', 'return']","[0.7939300000434741, 1.001824300037697, 1.090017400099896, 1.2819897000445053, 1.418090600054711, 1.4978862000862136, 1.7700300000142306]",,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
