pracWords,instr_1,instr_2,AOMI_Ima,AOMI_w,AOMI_h,practiceWords,prac_time,prac_bkgd_time,pracVid_1,pracVid_2,baseline_words,control_words,cont_time,cont_bgkd_time,first_vids,second_vids,AOMIfirst_words,AOMIsecond_words,Order,ratingScale,rateInstr,instructLoop.thisRepN,instructLoop.thisTrialN,instructLoop.thisN,instructLoop.thisIndex,practice_control.thisRepN,practice_control.thisTrialN,practice_control.thisN,practice_control.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,baseRateLoop.thisRepN,baseRateLoop.thisTrialN,baseRateLoop.thisN,baseRateLoop.thisIndex,AOMIinstrLoop1.thisRepN,AOMIinstrLoop1.thisTrialN,AOMIinstrLoop1.thisN,AOMIinstrLoop1.thisIndex,AOMIpracLoop.thisRepN,AOMIpracLoop.thisTrialN,AOMIpracLoop.thisN,AOMIpracLoop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,AOMI1rateLoop.thisRepN,AOMI1rateLoop.thisTrialN,AOMI1rateLoop.thisN,AOMI1rateLoop.thisIndex,contInstrLoop.thisRepN,contInstrLoop.thisTrialN,contInstrLoop.thisN,contInstrLoop.thisIndex,contPracLoop.thisRepN,contPracLoop.thisTrialN,contPracLoop.thisN,contPracLoop.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,contRateLoop.thisRepN,contRateLoop.thisTrialN,contRateLoop.thisN,contRateLoop.thisIndex,AOMIinstrLoop2.thisRepN,AOMIinstrLoop2.thisTrialN,AOMIinstrLoop2.thisN,AOMIinstrLoop2.thisIndex,AOMIpracLoop2.thisRepN,AOMIpracLoop2.thisTrialN,AOMIpracLoop2.thisN,AOMIpracLoop2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,AOMI2rateLoop.thisRepN,AOMI2rateLoop.thisTrialN,AOMI2rateLoop.thisN,AOMI2rateLoop.thisIndex,pracBkgdKeys.keys,pracKeys.keys,pracKeys.rt,baseBkgdKeys.keys,base_typedWord,baseKeys.keys,baseKeys.rt,baseBkgdKeys.rt,baseRateTypeKey.keys,baseRateTypeKey.rt,AOMI1_BkgdKeys.keys,AOMI_promptBkgdKeys.keys,AOMI1pracKeys.keys,AOMI1pracKeys.rt,AOMI1bkdgKeys.keys,AOMI1_typedWord,AOMI1keys.keys,AOMI1keys.rt,AOMI1rateTypeKey.keys,AOMI1rateTypeKey.rt,polygon_prac.started,polygon_prac.stopped,contBkgdKeys_prac.keys,contPrac_typedWord,contKeys_prac.keys,contKeys_prac.rt,polygon.started,polygon.stopped,contBkgdKeys.keys,cont_typedWord,contKeys.keys,contKeys.rt,contTypeKey.keys,contTypeKey.rt,bkgdkeys_prac2.keys,bkgdKeys4.keys,AOMI2_typedWord,keyboardCom4.keys,keyboardCom4.rt,AOMI2typeKey.keys,AOMI2typeKey.rt,participant,session,group,date,expName,psychopyVersion,frameRate,
,None,None,None,None,None,None,None,None,None,None,jackal,shroud,19.5,20.5,video&audio/hamlet_touch_edited.mp4,video&audio/Sentence4_touch_edited.mp4,hamlet,parole,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, hamlet,"['h', 'a', 'm', 'e', 'backspace', 'l', 'e', 't', 'return']","[0.5842817998491228, 0.84014209988527, 1.160587899852544, 1.391572899883613, 2.1361450999975204, 2.520084199961275, 2.720118199940771, 2.9435098997782916, 3.368733699899167]",,,,,,,,,,,,,,,,,,,,,,,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
,None,None,None,None,None,None,None,None,None,None,plasma,nettle,6.5,7.5,video&audio/jailer_TT_3X.mp4,video&audio/sentence5_TT_3X.mp4,jailer,deduct,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, jailer,"['j', 'a', 'i', 'l', 'e', 'r', 'return']","[0.6946396001148969, 1.5353808000218123, 2.3420380000025034, 2.6381918000988662, 2.8302043001167476, 3.1905696000903845, 3.5020455999765545]",,,,,,,,,,,,,,,,,,,,,,,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
,None,None,None,None,None,None,None,None,None,None,belfry,linear,6.5,7.5,video&audio/girdle_TT_3X.mp4,video&audio/sentence6_TT_3X.mp4,girdle,manure,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, girdle,"['g', 'i', 'r', 'd', 'l', 'e', 'return']","[1.1620855999644846, 1.2977751998696476, 1.7382334999274462, 2.0979428999125957, 2.2660510998684913, 2.457895099883899, 2.697676100069657]",,,,,,,,,,,,,,,,,,,,,,,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
,None,None,None,None,None,None,None,None,None,None,cortex,mussel,6.5,7.5,video&audio/induce_TT_3X.mp4,video&audio/sentence4_TT_3X.mp4,induce,savant,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, induce,"['i', 'n', 'd', 'u', 'c', 'e', 'return']","[0.49066340015269816, 0.7468113000504673, 1.1233560000546277, 1.3146137001458555, 1.4989593999926, 1.8034679000265896, 2.3311660999897867]",,,,,,,,,,,,,,,,,,,,,,,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
,None,None,None,None,None,None,None,None,None,None,botany,ethnic,6.5,7.5,video&audio/trench_TT_3X.mp4,video&audio/sentence4_TT_3X.mp4,trench,fodder,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, trench,"['t', 'r', 'e', 'n', 'c', 'h', 'return']","[1.6704704998992383, 1.9423837000504136, 2.262115800054744, 2.4225729999598116, 2.7581911000888795, 2.8296314999461174, 3.301796699874103]",,,,,,,,,,,,,,,,,,,,,,,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
,None,None,None,None,None,None,None,None,None,None,malady,revoke,19.5,20.5,video&audio/shrewd_touch_edited.mp4,video&audio/Sentence1_touch_edited.mp4,shrewd,mirage,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,24,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, shrewd,"['s', 'h', 'r', 'e', 'w', 'x', 'd', 'backspace', 'd', 'return']","[0.3082759000826627, 0.7153805000707507, 0.9800646000076085, 1.412664300063625, 1.8281652999576181, 2.2754267998971045, 2.283624399919063, 3.019787000026554, 3.419911599950865, 3.8753623000811785]",,,,,,,,,,,,,,,,,,,,,,,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
,"Remember to type as QUICKLY and ACCURATELY as possible after the 'get ready' prompt.

Ask the experimenter any questions now. Please put on the headphones.

You will get one practice trial. Press 'enter/return' when you are ready to start the practice.","Remember to type as QUICKLY and ACCURATELY as you can after the 'get ready' prompt.

Ask the experimenter any questions now. Please put on the headphones.

You will get one practice trial. Press 'enter/return' when you are ready to start the practice.",video&audio/Example_AOMI_total.png,1.8,0.7,None,None,None,None,None,frugal,ghetto,19.5,20.5,video&audio/oppose_touch_edited.mp4,video&audio/Sentence3_touch_edited.mp4,oppose,jargon,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, oppose,"['o', 'p', 'p', 'o', 's', 'e', 'return']","[0.6594573000911623, 1.083260300103575, 1.331169500015676, 2.1875855000689626, 2.4115173001773655, 3.0760932001285255, 3.6832114001736045]",,,,,,,,,,,,,,,,,,,,,,,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
,None,None,None,None,None,None,None,None,None,None,forage,allure,6.5,7.5,video&audio/campus_TT_3X.mp4,video&audio/sentence6_TT_3X.mp4,campus,legion,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,26,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, campus,"['c', 'a', 'm', 'p', 'u', 's', 'return']","[0.9819720999803394, 1.3101935000158846, 1.773542799986899, 2.1578593000303954, 2.982517900178209, 3.126292300177738, 3.566275899996981]",,,,,,,,,,,,,,,,,,,,,,,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
,"While you watch the video, imagine yourself typing the word on the screen, like how you did in the imagery practice. While you watch the video and imagine this, rest your hands on your keyboard but DO NOT type until AFTER you see the typing prompt.

Press 'enter/return' to go to the next page.","While watching the video, imagine yourself typing the word on the screen, like how you did in the imagery practice. While you watch the video and imagine this, rest your hands on your keyboard but DO NOT type until AFTER you see the typing prompt.

Press 'enter/return' to go to the next page.",video&audio/Example_AOMI_imagine.png,1.6,1,butter,6.5,7.5,video&audio/butter_TT_3X.mp4,video&audio/amount_TT_3X.mp4,ascend,eatery,19.5,20.5,video&audio/metric_touch_edited.mp4,video&audio/Sentence2_touch_edited.mp4,metric,plight,2 = AOMIgen,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, metric,"['m', 'e', 'r', 't', 'backspace', 'backspace', 'r', 'backspace', 't', 'r', 'i', 'c', 'return']","[0.8059830998536199, 1.0139500999357551, 1.4869961999356747, 2.0216161999851465, 2.517964999889955, 2.6629724998492748, 2.9501624999102205, 3.781761399935931, 4.053794499952346, 4.670146899996325, 4.805778399808332, 5.3269720999524, 5.62204990000464]",,,,,,,,,,,,,,,,,,,,,,,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
,None,None,None,None,None,None,None,None,None,None,parcel,entail,19.5,20.5,video&audio/primal_touch_edited.mp4,video&audio/Sentence5_touch_edited.mp4,primal,novice,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,28,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, primal,"['p', 'r', 'i', 'm', 'a', 'semicolon', 'backspace', 'l', 'return']","[0.808039200026542, 1.1838207999244332, 1.6717894999310374, 2.1357301000971347, 2.576716500101611, 2.84818709990941, 3.4968761999625713, 4.008575800107792, 4.3922160000074655]",,,,,,,,,,,,,,,,,,,,,,,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
,None,None,None,None,None,None,None,None,None,None,subtle,mucous,6.5,7.5,video&audio/fungal_TT_3X.mp4,video&audio/sentence5_TT_3X.mp4,fungal,brazen,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,29,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, fungal,"['f', 'u', 'n', 'g', 'a', 'semicolon', 'backspace', 'l', 'return']","[0.5728164999745786, 0.7966539000626653, 1.0528925999533385, 1.3891447000205517, 1.6127160000614822, 2.1899234999436885, 2.7805616999976337, 3.1646773000247777, 3.652615200029686]",,,,,,,,,,,,,,,,,,,,,,,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
,,,,,,,,,,,,,,,,,,,,typingRatingScale.png,"How would you rate your typing performance in the previous section?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['4'],[10.66521819983609],,,,,,,,,,,,,,,,,,,,,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
,,,,,,,,,,,,,,,,,,,,visualImageryScale.png,"While imagining yourself typing, how clear was your visual image?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['3'],[8.212096000090241],,,,,,,,,,,,,,,,,,,,,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
,,,,,,,,,,,,,,,,,,,,kinestheticImageryScale.png,"While imagining yourself typing, how intense were the sensations associated with the imagined movement?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['2'],[7.064361199969426],,,,,,,,,,,,,,,,,,,,,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
,None,None,None,None,None,None,None,None,None,None,cervix,export,6.5,7.5,video&audio/cobble_TT_3X.mp4,video&audio/sentence2_TT_3X.mp4,cobble,murmur,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2934.7270867999177,2941.231045599794,None, butter,"['b', 'u', 't', 't', 'e', 'r', 'return']","[0.8311883001588285, 1.1104173001367599, 1.4945461000315845, 1.6943994001485407, 1.9747409000992775, 2.326070500072092, 2.8310933001339436]",2968.951313099824,2975.465673299972,None, export,"['e', 'x', 'x', 'p', 'o', 'backspace', 'backspace', 'backspace', 'p', 'o', 'r', 't', 'return']","[0.8057285998947918, 1.5890069999732077, 1.732682100031525, 1.748501299880445, 2.0369464000687003, 2.452977899927646, 2.6125785999465734, 3.020489800022915, 3.4285184000618756, 3.644542299909517, 3.7894671000540257, 4.140692299930379, 4.637098900042474]",,,,,,,,,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
,None,None,None,None,None,None,None,None,None,None,ritual,portal,6.5,7.5,video&audio/clergy_TT_3X.mp4,video&audio/sentence6_TT_3X.mp4,clergy,coerce,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2981.1216879999265,2987.633994799806,None, portal,"['p', 'o', 'r', 't', 'a', 'l', 'return']","[1.0533139000181109, 1.3081227999646217, 1.5323455999605358, 1.8761634000111371, 2.460198000073433, 2.685097600100562, 3.164515299955383]",,,,,,,,,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
,None,None,None,None,None,None,None,None,None,None,parcel,entail,19.5,20.5,video&audio/primal_touch_edited.mp4,video&audio/Sentence5_touch_edited.mp4,primal,novice,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2991.8403497999534,3011.345998399891,None, entail,"['e', 'n', 't', 'a', 'i', 'l', 'return']","[0.8389000999741256, 1.101813699817285, 1.5255605999846011, 1.7582421000115573, 2.3026725999079645, 2.542564099887386, 3.1181285998318344]",,,,,,,,,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
,None,None,None,None,None,None,None,None,None,None,cortex,mussel,6.5,7.5,video&audio/induce_TT_3X.mp4,video&audio/sentence4_TT_3X.mp4,induce,savant,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3015.499962099828,3022.016524599865,None, mussel,"['m', 'u', 's', 's', 'e', 'l', 'return']","[0.738884599879384, 1.0580571999307722, 1.4339643998537213, 1.7298967998940498, 2.201808099867776, 2.690237999893725, 3.2018752999138087]",,,,,,,,,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
,None,None,None,None,None,None,None,None,None,None,neural,ordain,19.5,20.5,video&audio/septic_touch_edited.mp4,video&audio/Sentence2_touch_edited.mp4,septic,quarry,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3026.257638099836,3045.765359299956,None, ordain,"['o', 'r', 'd', 'a', 'i', 'n', 'return']","[0.8771426999010146, 1.2050377000123262, 1.6209897000808269, 2.077213899930939, 2.6133743000682443, 2.9408183000050485, 3.461377900093794]",,,,,,,,,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
,"While you watch the video, imagine yourself typing the word on the screen, like how you did in the imagery practice. While you watch the video and imagine this, rest your hands on your keyboard but DO NOT type until AFTER you see the typing prompt.

Press 'enter/return' to go to the next page.","While watching the video, imagine yourself typing the word on the screen, like how you did in the imagery practice. While you watch the video and imagine this, rest your hands on your keyboard but DO NOT type until AFTER you see the typing prompt.

Press 'enter/return' to go to the next page.",video&audio/Example_AOMI_imagine.png,1.6,1,butter,6.5,7.5,video&audio/butter_TT_3X.mp4,video&audio/amount_TT_3X.mp4,ascend,eatery,19.5,20.5,video&audio/metric_touch_edited.mp4,video&audio/Sentence2_touch_edited.mp4,metric,plight,2 = AOMIgen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3050.271462699864,3069.780362999998,None, eatery,"['e', 'a', 't', 'e', 'r', 'y', 'return']","[0.379963600076735, 0.9471110999584198, 1.2829582998529077, 1.9231434999965131, 2.370852399850264, 3.2989004000555724, 3.659987200051546]",,,,,,,,,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
,None,None,None,None,None,None,None,None,None,None,virile,apathy,19.5,20.5,video&audio/joiner_touch_edited.mp4,video&audio/Sentence6_touch_edited.mp4,joiner,revolt,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3074.4715187998954,3093.992922999896,None, apathy,"['a', 'p', 'a', 'h', 'y', 'return']","[0.8939898000098765, 1.4217433000449091, 1.6776441000401974, 2.781629899982363, 3.077896000118926, 3.5422191000543535]",,,,,,,,,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
,None,None,None,None,None,None,None,None,None,None,subdue,matron,6.5,7.5,video&audio/feudal_TT_3X.mp4,video&audio/sentence3_TT_3X.mp4,feudal,impose,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3098.5574254000094,3105.058940500021,None, matron,"['m', 'a', 't', 'r', 'o', 'n', 'return']","[0.7072266000322998, 0.9140753999818116, 1.1782054998911917, 1.4101919999811798, 2.010471399873495, 2.282868299866095, 2.746877099853009]",,,,,,,,,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
,None,None,None,None,None,None,None,None,None,None,subtle,mucous,6.5,7.5,video&audio/fungal_TT_3X.mp4,video&audio/sentence5_TT_3X.mp4,fungal,brazen,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3108.8629224000033,3115.389518099837,None, mucous,"['m', 'u', 'c', 'o', 'u', 'a', 'backspace', 's', 'return']","[0.7333947001025081, 1.021439400035888, 1.3020480000413954, 1.5897969000507146, 1.8850724999792874, 2.149186900118366, 2.605722700012848, 2.8695924000348896, 3.348928299965337]",,,,,,,,,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
,None,None,None,None,None,None,None,None,None,None,solemn,ration,19.5,20.5,video&audio/befall_touch_edited.mp4,video&audio/Sentence3_touch_edited.mp4,befall,goblet,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3119.779170899885,3139.2933266998734,None, ration,"['r', 'a', 't', 'i', 'o', 'n', 'return']","[0.9556727998424321, 1.4676953998859972, 1.7320107999257743, 2.379458799958229, 2.595703799976036, 2.9635826000012457, 3.4996631999965757]",,,,,,,,,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
,None,None,None,None,None,None,None,None,None,None,devise,warble,6.5,7.5,video&audio/mangle_TT_3X.mp4,video&audio/sentence1_TT_3X.mp4,mangle,satire,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3204.92563029984,3211.435230099829,None, warble,"['w', 'a', 'r', 'b', 'l', 'e', 'return']","[0.7150912000797689, 1.0264300000853837, 1.4274375000968575, 1.55429120012559, 2.2346020000986755, 2.4665906000882387, 2.8184412999544293]",,,,,,,,,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
,None,None,None,None,None,None,None,None,None,None,kipper,divert,6.5,7.5,video&audio/meddle_TT_3X.mp4,video&audio/sentence2_TT_3X.mp4,meddle,musket,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3215.2935861998703,3221.8125745998695,None, divert,"['d', 'i', 'v', 'e', 'r', 't', 'return']","[0.9955712000373751, 1.1242825000081211, 1.6119703999720514, 1.7398451999761164, 2.0119284000247717, 2.4761270999442786, 2.899473200086504]",,,,,,,,,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
,None,None,None,None,None,None,None,None,None,None,piston,shrill,6.5,7.5,video&audio/caviar_TT_3X.mp4,video&audio/sentence3_TT_3X.mp4,caviar,pursue,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3225.7478230998386,3232.2680438999087,None, shrill,"['d', 'backspace', 's', 'h', 'r', 'i', 'l', 'l', 'return']","[0.7979148000013083, 1.3812597999349236, 1.5655352999456227, 2.1254938000347465, 2.317136500030756, 2.4218297000043094, 3.126046799821779, 3.349159999983385, 4.054110799916089]",,,,,,,,,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
,None,None,None,None,None,None,None,None,None,None,falter,origin,6.5,7.5,video&audio/tandem_TT_3X.mp4,video&audio/sentence4_TT_3X.mp4,tandem,potent,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3237.337307299953,3243.8452260999475,None, origin,"['o', 'r', 'i', 'g', 'i', 'n', 'return']","[0.880202499916777, 1.0650046998634934, 1.3207264000084251, 1.5763001998420805, 1.7844781999010593, 2.216597900027409, 2.728898299857974]",,,,,,,,,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
,None,None,None,None,None,None,None,None,None,None,botany,ethnic,6.5,7.5,video&audio/trench_TT_3X.mp4,video&audio/sentence4_TT_3X.mp4,trench,fodder,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3247.6047674999572,3254.123207199853,None, ethnic,"['e', 't', 'h', 'i', 'backspace', 'n', 'i', 'c', 'return']","[0.7001704000867903, 0.9244099000934511, 1.148247200064361, 1.365158800035715, 2.116458100033924, 2.5970517999958247, 2.7882525001186877, 3.9561724001541734, 4.356762000126764]",,,,,,,,,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
,None,None,None,None,None,None,None,None,None,None,picket,gullet,6.5,7.5,video&audio/parish_TT_3X.mp4,video&audio/sentence5_TT_3X.mp4,parish,upkeep,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3259.5203838997986,3266.038155599963,None, gullet,"['g', 'u', 'l', 'e', 'backspace', 'l', 'e', 't', 'return']","[0.8233133999165148, 1.0161979000549763, 1.582983999978751, 1.8629707000218332, 2.3351467999164015, 2.855940399924293, 3.1593303999397904, 3.35100349993445, 4.031260899966583]",,,,,,,,,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
,None,None,None,None,None,None,None,None,None,None,hippie,herbal,19.5,20.5,video&audio/hearth_touch_edited.mp4,video&audio/Sentence3_touch_edited.mp4,hearth,sonnet,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3271.0784975998104,3290.6026554999407,None, herbal,"['h', 'e', 'r', 'b', 'a', 'l', 'return']","[0.7571461000479758, 0.9260919000953436, 1.238532500108704, 1.5572689999826252, 1.9019106000196189, 2.189225499983877, 2.7972742000129074]",,,,,,,,,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
,None,None,None,None,None,None,None,None,None,None,obsess,fusion,19.5,20.5,video&audio/zephyr_touch_edited.mp4,video&audio/Sentence5_touch_edited.mp4,zephyr,sherry,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3294.4395839998033,3313.9583307998255,None, fusion,"['f', 'u', 's', 'i', 'o', 'n']","[0.4627448001410812, 0.783157000085339, 1.2479422001633793, 1.3588429000228643, 1.5670191999524832, 2.102869600057602]",,,,,,,,,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
,None,None,None,None,None,None,None,None,None,None,forage,allure,6.5,7.5,video&audio/campus_TT_3X.mp4,video&audio/sentence6_TT_3X.mp4,campus,legion,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3317.6074021998793,3324.1149720998947,None, allure,"['a', 'l', 'l', 'u', 'r', 'e', 'return']","[0.5901615000329912, 0.854279600083828, 1.1426071000751108, 1.4710214000660926, 1.966268600197509, 2.4229577002115548, 2.8872317001223564]",,,,,,,,,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
