pracWords,instr_1,instr_2,AOMI_Ima,AOMI_w,AOMI_h,practiceWords,prac_time,prac_bkgd_time,pracVid_1,pracVid_2,baseline_words,control_words,cont_time,cont_bgkd_time,first_vids,second_vids,AOMIfirst_words,AOMIsecond_words,Order,ratingScale,rateInstr,instructLoop.thisRepN,instructLoop.thisTrialN,instructLoop.thisN,instructLoop.thisIndex,practice_control.thisRepN,practice_control.thisTrialN,practice_control.thisN,practice_control.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,baseRateLoop.thisRepN,baseRateLoop.thisTrialN,baseRateLoop.thisN,baseRateLoop.thisIndex,AOMIinstrLoop1.thisRepN,AOMIinstrLoop1.thisTrialN,AOMIinstrLoop1.thisN,AOMIinstrLoop1.thisIndex,AOMIpracLoop.thisRepN,AOMIpracLoop.thisTrialN,AOMIpracLoop.thisN,AOMIpracLoop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,AOMI1rateLoop.thisRepN,AOMI1rateLoop.thisTrialN,AOMI1rateLoop.thisN,AOMI1rateLoop.thisIndex,contInstrLoop.thisRepN,contInstrLoop.thisTrialN,contInstrLoop.thisN,contInstrLoop.thisIndex,contPracLoop.thisRepN,contPracLoop.thisTrialN,contPracLoop.thisN,contPracLoop.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,contRateLoop.thisRepN,contRateLoop.thisTrialN,contRateLoop.thisN,contRateLoop.thisIndex,AOMIinstrLoop2.thisRepN,AOMIinstrLoop2.thisTrialN,AOMIinstrLoop2.thisN,AOMIinstrLoop2.thisIndex,AOMIpracLoop2.thisRepN,AOMIpracLoop2.thisTrialN,AOMIpracLoop2.thisN,AOMIpracLoop2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,AOMI2rateLoop.thisRepN,AOMI2rateLoop.thisTrialN,AOMI2rateLoop.thisN,AOMI2rateLoop.thisIndex,pracBkgdKeys.keys,pracKeys.keys,pracKeys.rt,baseBkgdKeys.keys,base_typedWord,baseKeys.keys,baseKeys.rt,baseBkgdKeys.rt,baseRateTypeKey.keys,baseRateTypeKey.rt,AOMI1_BkgdKeys.keys,AOMI_promptBkgdKeys.keys,AOMI1pracKeys.keys,AOMI1pracKeys.rt,AOMI1bkdgKeys.keys,AOMI1_typedWord,AOMI1keys.keys,AOMI1keys.rt,AOMI1bkdgKeys.rt,AOMI1rateTypeKey.keys,AOMI1rateTypeKey.rt,polygon_prac.started,polygon_prac.stopped,contBkgdKeys_prac.keys,contPrac_typedWord,contKeys_prac.keys,contKeys_prac.rt,polygon.started,polygon.stopped,contBkgdKeys.keys,cont_typedWord,contKeys.keys,contKeys.rt,contBkgdKeys.rt,contTypeKey.keys,contTypeKey.rt,bkgdkeys_prac2.keys,bkgdKeys4.keys,AOMI2_typedWord,keyboardCom4.keys,keyboardCom4.rt,AOMI_promptBkgdKeys.rt,AOMI2typeKey.keys,AOMI2typeKey.rt,participant,session,group,date,expName,psychopyVersion,frameRate,
,None,None,None,None,None,None,None,None,None,None,impose,feudal,6.5,7.5,video&audio/sentence3_TT_3X.mp4,video&audio/matron_TT_3X.mp4,subdue,matron,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,26,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,None, matron,"['n', 'a', 't', 'r', 'o', 'n', 'backspace', 'backspace', 'backspace', 'backspace', 'backspace', 'backspace', 'm', 'a', 't', 'r', 'o', 'n', 'return']","[0.3379120999998122, 0.45834199999808334, 0.6742568999979994, 0.8502441999989969, 0.9781662999994296, 1.1620154000011098, 1.5945613000003505, 1.7068312000010337, 1.8104195999985677, 1.9379465999991226, 2.0583695999994234, 2.3942784999999276, 2.6180561000001035, 2.794178500000271, 3.4501094999977795, 3.6102783999995154, 3.6659961999976076, 3.8340858000010485, 4.090020899999217]",,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,"This is Section 2.

In this section, your task will be the same as before - that is, to type the word you see on the screen AFTER the typing prompt. However, rather than just seeing the word before typing, you will also see a video of someone typing different words to what you will need to type at different speeds. 

Press 'enter/return' to go to the next page.","This is Section 4. 

In this section, your task will be the same as before - that is, to type the word you see on the screen after the typing prompt. You will see a video again, like in Section 2, only this time, the video will show someone the same word that you must type at different speeds. 

Press 'enter/return' to go to the next page.",video&audio/Example_AOMI_layout.png,1.6,0.6,afford,19.5,20.5,video&audio/amount_touch_edited.mp4,video&audio/afford_touch_edited.mp4,vanity,hinder,19.5,20.5,video&audio/Sentence1_touch_edited.mp4,video&audio/breach_touch_edited.mp4,matrix,breach,1 = AOMIgen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,0,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,None, breach,"['b', 'r', 'e', 's', 'backspace', 'a', 'c', 'h', 'pound', 'backspace', 'return']","[0.4261853999996674, 0.6981938000026275, 0.9535735000026762, 1.3459746000007726, 1.761377499999071, 1.8573366999989958, 2.3295271000024513, 2.4178587999995216, 2.8895514000032563, 3.377332399999432, 3.897739400003047]",,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,deduct,jailer,6.5,7.5,video&audio/sentence5_TT_3X.mp4,video&audio/nettle_TT_3X.mp4,plasma,nettle,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,16,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,None, nettle,"['n', 'd', 'backspace', 'e', 't', 't', 'l', 'e', 'return']","[0.7118852999992669, 0.9124744000000646, 1.3760366999995313, 1.4880174999998417, 1.6639999999970314, 1.8318707999933395, 1.920103199998266, 2.0719294999944395, 2.3679015999950934]",,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,pursue,caviar,6.5,7.5,video&audio/sentence3_TT_3X.mp4,video&audio/shrill_TT_3X.mp4,piston,shrill,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,20,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,None, shrill,"['s', 'h', 'r', 'i', 'l', 'l', 'return']","[0.48376180000195745, 0.5644613000040408, 0.7725189999982831, 0.9084557000023779, 1.1562569000016083, 1.3165107000022545, 1.9090410999997403]",,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,fodder,trench,6.5,7.5,video&audio/sentence4_TT_3X.mp4,video&audio/ethnic_TT_3X.mp4,botany,ethnic,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,27,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,None, ethnic,"['e', 'h', 't', 'i', 'n', 'backspace', 'backspace', 'backspace', 't', 'backspace', 'backspace', 't', 'h', 'n', 'i', 'c', 'e', 'backspace', 'pound', 'return']","[0.6240930999992997, 0.7999901000002865, 0.824486400000751, 1.0561893999984022, 1.351776499999687, 1.7757935999979964, 1.91196520000085, 2.0399484999943525, 2.207849200000055, 2.567831299995305, 2.848355199996149, 3.095668999994814, 3.2082483999984106, 3.416622400000051, 3.7198733999975957, 3.879850199999055, 4.079764299996896, 4.3917661999948905, 4.647937299996556, 4.655783199996222]",,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,"Remember to type as QUICKLY and ACCURATELY as possible after the 'get ready' prompt.

Ask the experimenter any questions now. Please put on the headphones.

You will get one practice trial. Press 'enter/return' when you are ready to start the practice.","Remember to type as QUICKLY and ACCURATELY as you can after the 'get ready' prompt.

Ask the experimenter any questions now. Please put on the headphones.

You will get one practice trial. Press 'enter/return' when you are ready to start the practice.",video&audio/Example_AOMI_total.png,1.8,0.7,None,None,None,None,None,jargon,oppose,19.5,20.5,video&audio/Sentence3_touch_edited.mp4,video&audio/ghetto_touch_edited.mp4,frugal,ghetto,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,2,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,None, ghetto,"['f', 'h', 'backspace', 'backspace', 'g', 'h', 'e', 't', 't', 'o', 'return']","[0.6694401999993715, 0.7972145000021555, 1.1580732000002172, 1.3015792000005604, 1.6541548000022885, 1.7735267000025488, 2.069253599998774, 2.5971811000054004, 2.75806260000536, 2.9254042000029585, 3.3253968999997596]",,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,upkeep,parish,6.5,7.5,video&audio/sentence5_TT_3X.mp4,video&audio/gullet_TT_3X.mp4,picket,gullet,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,28,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,None, gullet,"['g', 'u', 'l', 'l', 'e', 't', 'return']","[0.7121127000064007, 0.7931587999992189, 1.0167759000032675, 1.1441202999994857, 1.336068200005684, 1.5218214000051375, 1.7773243000046932]",,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,manure,girdle,6.5,7.5,video&audio/sentence6_TT_3X.mp4,video&audio/linear_TT_3X.mp4,belfry,linear,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,23,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,None, linear,"['l', 'i', 'n', 'h', 'e', 'backspace', 'backspace', 'e', 'a', 'r', 'return']","[0.4458158000052208, 0.7104214999999385, 0.9904844000047888, 0.997668000003614, 1.2377412999994704, 1.758350200005225, 1.8945550000062212, 2.5188704000029247, 2.950384200004919, 3.197684200000367, 3.2863613000008627]",,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,musket,meddle,6.5,7.5,video&audio/sentence2_TT_3X.mp4,video&audio/divert_TT_3X.mp4,kipper,divert,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,25,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,None, divert,"['d', 'i', 'v', 'e', 'r', 't', 'return']","[0.45638099999632686, 0.6234382999973604, 0.7279240999996546, 0.9916337999966345, 1.1438573999985238, 1.4077990999940084, 1.8075094999949215]",,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,revolt,joiner,19.5,20.5,video&audio/Sentence6_touch_edited.mp4,video&audio/apathy_touch_edited.mp4,virile,apathy,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,5,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,None, apathy,"['a', 'p', 'a', 't', 'h', 'y', 'return']","[0.524449900003674, 0.771910299998126, 1.3557270000019344, 1.6762386999980663, 1.723876600000949, 1.9407620999991195, 2.5889305000018794]",,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,sherry,zephyr,19.5,20.5,video&audio/Sentence5_touch_edited.mp4,video&audio/fusion_touch_edited.mp4,obsess,fusion,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,10,,,,,,,,,,,,,,,,"['f', 'u']",,,,,,,,,,,,,,,,,,,,,,,,,,None, fusion,"['s', 'backspace', 'f', 'u', 's', 'i', 'o', 'n', 'return']","[0.6375093999959063, 1.2543201000007684, 1.4058048000006238, 1.5492895999996108, 1.837250500000664, 2.0774932999993325, 2.2295673999979044, 2.8134348999956273, 3.165465599995514]","[0.8202381000010064, 0.9567297000030521]",,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,satire,mangle,6.5,7.5,video&audio/sentence1_TT_3X.mp4,video&audio/warble_TT_3X.mp4,devise,warble,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,24,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,None, warble,"['w', 'a', 'r', 'b', 'l', 'e', 'return']","[0.8962259000036283, 1.0810965000055148, 1.2884273000017856, 1.4411120000004303, 1.624543600002653, 1.720728100000997, 2.0892320000057225]",,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,"While you watch the video, imagine yourself typing the word on the screen, like how you did in the imagery practice. While you watch the video and imagine this, rest your hands on your keyboard but DO NOT type until AFTER you see the typing prompt.

Press 'enter/return' to go to the next page.","While watching the video, imagine yourself typing the word on the screen, like how you did in the imagery practice. While you watch the video and imagine this, rest your hands on your keyboard but DO NOT type until AFTER you see the typing prompt.

Press 'enter/return' to go to the next page.",video&audio/Example_AOMI_imagine.png,1.6,1,butter,6.5,7.5,video&audio/amount_TT_3X.mp4,video&audio/butter_TT_3X.mp4,plight,metric,19.5,20.5,video&audio/Sentence2_touch_edited.mp4,video&audio/eatery_touch_edited.mp4,ascend,eatery,2 = AOMIspec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,1,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,None, eatery,"['e', 'a', 't', 'e', 'r', 'y', 'return']","[0.48577830000431277, 0.9026196000049822, 1.1822920000049635, 1.5018134000056307, 1.7177545000013197, 1.9016941000008956, 2.7414839000048232]",,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,ordain,patent,19.5,20.5,video&audio/Sentence6_touch_edited.mp4,video&audio/defame_touch_edited.mp4,covert,defame,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,24,11,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,None, defame,"['d', 'e', 'f', 'a', 'n', 'e', 'backspace', 'backspace', 'm', 'e', 'pound', 'backspace', 'return']","[0.5278582000028109, 0.88737140000012, 1.6152019000001019, 1.8632800000050338, 2.0793521000014152, 2.319600700000592, 2.6794455999988713, 2.8152078000057372, 3.087440700001025, 3.247330199999851, 3.5992445000010775, 4.0554045000026235, 4.287350900005549]",,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,murmur,cobble,6.5,7.5,video&audio/sentence2_TT_3X.mp4,video&audio/export_TT_3X.mp4,cervix,export,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,25,19,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,None, export,"['e', 'x', 'p', 'o', 'r', 't', 'return']","[0.6677075999978115, 0.8993819999959669, 1.0351757999960682, 1.2510235999943689, 1.3637180000005173, 1.5310766999973566, 1.8030536000005668]",,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,goblet,befall,19.5,20.5,video&audio/Sentence3_touch_edited.mp4,video&audio/ration_touch_edited.mp4,solemn,ration,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,26,8,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,None, ration,"['r', 's', 'i', 'o', 'backspace', 'backspace', 'backspace', 'a', 'r', 'i', 'o', 'backspace', 'backspace', 'backspace', 't', 'i', 'o', 'n', 'return']","[0.7032837000006111, 0.9430656999975326, 1.2470379000005778, 1.4308830000009038, 2.0310623999976087, 2.174978800001554, 2.3118995999975596, 2.5509353000015835, 3.0792424000028404, 3.191397100003087, 3.342898900002183, 3.7827708999975584, 3.902769799999078, 4.031283399999666, 4.158941599998798, 4.287062800001877, 4.446886800003995, 4.631348800001433, 5.231492899998557]",,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,legion,campus,6.5,7.5,video&audio/sentence6_TT_3X.mp4,video&audio/allure_TT_3X.mp4,forage,allure,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,27,29,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,None, allure,"['a', 'l', 'l', 'u', 'r', 'e', 'return']","[0.46894829999655485, 0.6215535999945132, 0.8130113000006531, 1.0610142000004998, 1.2455416999946465, 1.4611326999947778, 1.6934039999978268]",,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,quarry,septic,19.5,20.5,video&audio/Sentence2_touch_edited.mp4,video&audio/innate_touch_edited.mp4,neural,innate,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,28,13,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,None, innate,"['i', 'n', 'n', 'a', 't', 'e', 'return']","[0.647992800004431, 1.0717719000022043, 1.2242372000036994, 1.3766201000034926, 1.5120324000017717, 1.7609855000046082, 2.495871500002977]",,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,convoy,output,6.5,7.5,video&audio/sentence1_TT_3X.mp4,video&audio/uphold_TT_3X.mp4,debtor,uphold,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,29,18,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,None, uphold,"['u', 'p', 'o', 'backspace', 'h', 'o', 'l', 'r', 'backspace', 'd', 'return']","[0.37236500000290107, 0.4125170000042999, 0.844577500000014, 1.164143400004832, 1.3244747999997344, 1.4120766000050935, 1.5960498000058578, 1.6522308999992674, 2.0840166000052704, 2.3000396999996156, 2.7725909000000684]",,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,,,,,,,,,,,,,,,,,,,,typingRatingScale.png,"How would you rate your typing performance in the previous section?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['4'],[5.808118200002355],23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,,,,,,,,,,,,,,,,,,,,visualImageryScale.png,"While imagining yourself typing, how clear was your visual image?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['3'],[8.987124700004642],23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,,,,,,,,,,,,,,,,,,,,kinestheticImageryScale.png,"While imagining yourself typing, how intense were the sensations associated with the imagined movement?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['4'],[5.145948000004864],23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
