pracWords,instr_1,instr_2,AOMI_Ima,AOMI_w,AOMI_h,practiceWords,prac_time,prac_bkgd_time,pracVid_1,pracVid_2,baseline_words,control_words,cont_time,cont_bgkd_time,first_vids,second_vids,AOMIfirst_words,AOMIsecond_words,Order,ratingScale,rateInstr,instructLoop.thisRepN,instructLoop.thisTrialN,instructLoop.thisN,instructLoop.thisIndex,practice_control.thisRepN,practice_control.thisTrialN,practice_control.thisN,practice_control.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,baseRateLoop.thisRepN,baseRateLoop.thisTrialN,baseRateLoop.thisN,baseRateLoop.thisIndex,AOMIinstrLoop1.thisRepN,AOMIinstrLoop1.thisTrialN,AOMIinstrLoop1.thisN,AOMIinstrLoop1.thisIndex,AOMIpracLoop.thisRepN,AOMIpracLoop.thisTrialN,AOMIpracLoop.thisN,AOMIpracLoop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,AOMI1rateLoop.thisRepN,AOMI1rateLoop.thisTrialN,AOMI1rateLoop.thisN,AOMI1rateLoop.thisIndex,contInstrLoop.thisRepN,contInstrLoop.thisTrialN,contInstrLoop.thisN,contInstrLoop.thisIndex,contPracLoop.thisRepN,contPracLoop.thisTrialN,contPracLoop.thisN,contPracLoop.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,contRateLoop.thisRepN,contRateLoop.thisTrialN,contRateLoop.thisN,contRateLoop.thisIndex,AOMIinstrLoop2.thisRepN,AOMIinstrLoop2.thisTrialN,AOMIinstrLoop2.thisN,AOMIinstrLoop2.thisIndex,AOMIpracLoop2.thisRepN,AOMIpracLoop2.thisTrialN,AOMIpracLoop2.thisN,AOMIpracLoop2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,AOMI2rateLoop.thisRepN,AOMI2rateLoop.thisTrialN,AOMI2rateLoop.thisN,AOMI2rateLoop.thisIndex,pracBkgdKeys.keys,pracBkgdKeys.rt,pracKeys.keys,pracKeys.rt,baseBkgdKeys.keys,base_typedWord,baseKeys.keys,baseKeys.rt,baseBkgdKeys.rt,baseRateTypeKey.keys,baseRateTypeKey.rt,AOMI1_BkgdKeys.keys,AOMI_promptBkgdKeys.keys,AOMI1pracKeys.keys,AOMI1pracKeys.rt,AOMI1bkdgKeys.keys,AOMI1_typedWord,AOMI1keys.keys,AOMI1keys.rt,AOMI1bkdgKeys.rt,AOMI1rateTypeKey.keys,AOMI1rateTypeKey.rt,polygon_prac.started,polygon_prac.stopped,contBkgdKeys_prac.keys,contPrac_typedWord,contKeys_prac.keys,contKeys_prac.rt,polygon.started,polygon.stopped,contBkgdKeys.keys,cont_typedWord,contKeys.keys,contKeys.rt,contTypeKey.keys,contTypeKey.rt,bkgdkeys_prac2.keys,bkgdKeys4.keys,AOMI2_typedWord,keyboardCom4.keys,keyboardCom4.rt,AOMI2typeKey.keys,AOMI2typeKey.rt,participant,session,group,date,expName,psychopyVersion,frameRate,
,None,None,None,None,None,None,None,None,None,None,musket,subtle,19.5,20.5,video&audio/Sentence5_touch_edited.mp4,video&audio/fungal_touch_edited.mp4,mucous,fungal,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, mucous,"['n', 'backspace', 'm', 'u', 'c', 'o', 'u', 's', 'return']","[0.7281772999558598, 1.816114200046286, 2.328211599960923, 2.4961422998458147, 2.6410141999367625, 2.7281980998814106, 2.8158933999948204, 2.95307489996776, 3.032216199906543]",,,,,,,,,,,,,,,,,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,None,None,None,None,None,None,None,None,None,None,potent,neural,6.5,7.5,video&audio/sentence2_TT_3X.mp4,video&audio/septic_TT_3X.mp4,ordain,septic,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, ordain,"['o', 'r', 'd', 'a', 'i', 'n', 'return']","[0.7346137000713497, 0.9427454001270235, 1.1345261000096798, 1.2555097001604736, 1.3346270001493394, 1.3906507000792772, 1.598618800053373]",,,,,,,,,,,,,,,,,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,None,None,None,None,None,None,None,None,None,None,novice,parcel,6.5,7.5,video&audio/sentence5_TT_3X.mp4,video&audio/primal_TT_3X.mp4,entail,primal,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, entail,"['e', 'n', 't', 'a', 'i', 'l', 'return']","[0.7012269999831915, 0.8377582998946309, 0.9248877998907119, 1.0536505000200123, 1.1172776001039892, 1.3727768999524415, 1.7087499999906868]",,,,,,,,,,,,,,,,,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,None,None,None,None,None,None,None,None,None,None,quarry,covert,6.5,7.5,video&audio/sentence6_TT_3X.mp4,video&audio/patent_TT_3X.mp4,defame,patent,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, defame,"['d', 'e', 'f', 'a', 'm', 'e', 'return']","[0.4362852999474853, 0.6197033000644296, 0.8280170001089573, 0.9317997000180185, 1.021340300096199, 1.1801471000071615, 1.2997840999159962]",,,,,,,,,,,,,,,,,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,"While you watch the video, imagine yourself typing the word on the screen, like how you did in the imagery practice. While you watch the video and imagine this, rest your hands on your keyboard but DO NOT type until AFTER you see the typing prompt.

Press 'enter/return' to go to the next page.","While watching the video, imagine yourself typing the word on the screen, like how you did in the imagery practice. While you watch the video and imagine this, rest your hands on your keyboard but DO NOT type until AFTER you see the typing prompt.

Press 'enter/return' to go to the next page.",video&audio/Example_AOMI_imagine.png,1.6,1,butter,6.5,7.5,video&audio/amount_TT_3X.mp4,video&audio/butter_TT_3X.mp4,plight,ascend,6.5,7.5,video&audio/sentence2_TT_3X.mp4,video&audio/metric_TT_3X.mp4,eatery,metric,2 = AOMIspec,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, eatery,"['e', 'a', 't', 'e', 'r', 'y', 'return']","[0.7251805998384953, 0.8457499998621643, 0.9168900998774916, 1.093489799881354, 1.1647298999596387, 1.3568833000026643, 1.5649520999286324]",,,,,,,,,,,,,,,,,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,None,None,None,None,None,None,None,None,None,None,legion,subdue,19.5,20.5,video&audio/Sentence3_touch_edited.mp4,video&audio/feudal_touch_edited.mp4,matron,feudal,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, matron,"['m', 'a', 't', 'r', 'o', 'n', 'return']","[0.8976249000988901, 1.0099414999131113, 1.15364779997617, 1.2091548000462353, 1.3213534001260996, 1.3698044999036938, 1.5770882000215352]",,,,,,,,,,,,,,,,,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,None,None,None,None,None,None,None,None,None,None,convoy,plasma,19.5,20.5,video&audio/Sentence5_touch_edited.mp4,video&audio/jailer_touch_edited.mp4,nettle,jailer,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, nettle,"['n', 'e', 't', 't', 'l', 'e', 'return']","[0.7686034999787807, 0.8969777999445796, 0.960773800034076, 1.104493899969384, 1.544907300034538, 1.6249224999919534, 1.7685597999952734]",,,,,,,,,,,,,,,,,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,None,None,None,None,None,None,None,None,None,None,satire,cortex,19.5,20.5,video&audio/Sentence4_touch_edited.mp4,video&audio/induce_touch_edited.mp4,mussel,induce,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, mussel,"['m', 'u', 's', 's', 'e', 'l', 'return']","[0.8317881999537349, 0.9438982999417931, 1.072082499973476, 1.2564751000609249, 1.3368818999733776, 1.4084300000686198, 1.6562083999160677]",,,,,,,,,,,,,,,,,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,None,None,None,None,None,None,None,None,None,None,revolt,virile,6.5,7.5,video&audio/sentence6_TT_3X.mp4,video&audio/joiner_TT_3X.mp4,apathy,joiner,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,24,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, apathy,"['a', 'p', 'a', 't', 'h', 'y', 'return']","[0.6916978999506682, 0.8116305000148714, 0.9401066999416798, 1.1475172999780625, 1.1800339999608696, 1.4115015000570565, 1.6041562999598682]",,,,,,,,,,,,,,,,,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,None,None,None,None,None,None,None,None,None,None,murmur,ritual,19.5,20.5,video&audio/Sentence6_touch_edited.mp4,video&audio/clergy_touch_edited.mp4,portal,clergy,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,25,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, portal,"['p', 'o', 'r', 't', 'a', 'k', 'backspace', 'l', 'return']","[0.7347752000205219, 0.8468171998392791, 0.9349524998106062, 1.023205699864775, 1.0873237999621779, 1.198967699892819, 1.8955316999927163, 2.1347820998635143, 2.359793399926275]",,,,,,,,,,,,,,,,,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,None,None,None,None,None,None,None,None,None,None,upkeep,kipper,19.5,20.5,video&audio/Sentence2_touch_edited.mp4,video&audio/meddle_touch_edited.mp4,divert,meddle,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,26,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, divert,"['d', 'i', 'v', 'e', 'r', 't', 'return']","[0.6601789998821914, 0.7482855999842286, 0.8517388999462128, 1.044347200077027, 1.099625299917534, 1.2035882999189198, 1.3959274000953883]",,,,,,,,,,,,,,,,,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,None,None,None,None,None,None,None,None,None,None,mirage,malady,6.5,7.5,video&audio/sentence1_TT_3X.mp4,video&audio/shrewd_TT_3X.mp4,revoke,shrewd,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,27,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, recoke,"['r', 'e', 'c', 'o', 'k', 'e', 'return']","[0.5516637000255287, 0.6154408999718726, 0.8485546999145299, 0.9358814000152051, 1.0162706000264734, 1.0793747999705374, 1.1921240999363363]",,,,,,,,,,,,,,,,,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,None,None,None,None,None,None,None,None,None,None,infirm,pulpit,6.5,7.5,video&audio/sentence4_TT_3X.mp4,video&audio/oblige_TT_3X.mp4,mystic,oblige,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,28,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,['backspace'], mystic,"['m', 'y', 's', 't', 'i', 'c', 'return']","[0.9076571001205593, 1.468359700171277, 1.6758210000116378, 1.7555611000861973, 1.8525831000879407, 2.068386800121516, 2.1480051001999527]",[0.11248019989579916],,,,,,,,,,,,,,,,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,None,None,None,None,None,None,None,None,None,None,parole,solemn,6.5,7.5,video&audio/sentence3_TT_3X.mp4,video&audio/befall_TT_3X.mp4,ration,befall,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,29,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, ration,"['r', 'a', 't', 'i', 'o', 'n', 'return']","[0.5627852999605238, 0.6344574000686407, 0.8910336000844836, 0.9716580000240356, 1.0665313999634236, 1.3307618000544608, 1.506493499968201]",,,,,,,,,,,,,,,,,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,,,,,,,,,,,,,,,,,,,,typingRatingScale.png,"How would you rate your typing performance in the previous section?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['3'],[6.345608999952674],,,,,,,,,,,,,,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,,,,,,,,,,,,,,,,,,,,visualImageryScale.png,"While imagining yourself typing, how clear was your visual image?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['3'],[8.669457500101998],,,,,,,,,,,,,,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,,,,,,,,,,,,,,,,,,,,kinestheticImageryScale.png,"While imagining yourself typing, how intense were the sensations associated with the imagined movement?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['3'],[15.069396999897435],,,,,,,,,,,,,,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,None,None,None,None,None,None,None,None,None,None,binder,forage,19.5,20.5,video&audio/Sentence6_touch_edited.mp4,video&audio/campus_touch_edited.mp4,allure,campus,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3198.0736009001266,3204.58042880008,None, butter,"['b', 'u', 't', 't', 'e', 'r', 'return']","[0.6834341001231223, 0.8833860999438912, 1.0034102001227438, 1.4673752000089735, 1.587462899973616, 1.7243329999037087, 1.867387699894607]",3252.333103199955,3271.8458253999706,None, forage,"['f', 'o', 'r', 'a', 'g', 'e', 'return']","[0.5544918000232428, 1.6263001000043005, 1.6979217999614775, 1.9139056999702007, 1.9297082999255508, 2.0739380999002606, 2.161921599879861]",,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,None,None,None,None,None,None,None,None,None,None,legion,subdue,19.5,20.5,video&audio/Sentence3_touch_edited.mp4,video&audio/feudal_touch_edited.mp4,matron,feudal,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3275.048049000092,3294.560570599977,None, subdue,"['s', 'u', 'b', 'd', 'u', 'e', 'return']","[0.696280499920249, 0.7922264998778701, 0.8877256999257952, 1.1277977998834103, 1.23988899984397, 1.3519027999136597, 1.4638209999538958]",,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,None,None,None,None,None,None,None,None,None,None,strife,tariff,6.5,7.5,video&audio/sentence2_TT_3X.mp4,video&audio/delude_TT_3X.mp4,galley,delude,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3297.0650132000446,3303.5745220999233,None, tarif,"['t', 'a', 'r', 'i', 'f', 'return']","[0.5200665001757443, 0.7362504000775516, 0.8803861001506448, 1.0643532001413405, 1.168203700101003, 1.40803960012272]",,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,None,None,None,None,None,None,None,None,None,None,mirage,malady,6.5,7.5,video&audio/sentence1_TT_3X.mp4,video&audio/shrewd_TT_3X.mp4,revoke,shrewd,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3306.0174919001292,3312.525826100027,None, malady,"['m', 'a', 'l', 'a', 'd', 'y', 'return']","[1.0566833999473602, 1.1362246999051422, 1.264400899875909, 1.3605841000098735, 1.6088914000429213, 1.6964483000338078, 1.8643610998988152]",,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,None,None,None,None,None,None,None,None,None,None,sherry,jackal,6.5,7.5,video&audio/sentence4_TT_3X.mp4,video&audio/hamlet_TT_3X.mp4,shroud,hamlet,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3315.4370977999642,3321.943044600077,None, jackal,"['j', 'a', 'c', 'k', 'a', 'l', 'return']","[1.5287949999328703, 1.5839271999429911, 1.6641482000704855, 1.8085702999960631, 1.9201597000937909, 2.1604414999019355, 2.376908600097522]",,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,None,None,None,None,None,None,None,None,None,None,parole,solemn,6.5,7.5,video&audio/sentence3_TT_3X.mp4,video&audio/befall_TT_3X.mp4,ration,befall,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3325.347242299933,3331.8590095001273,None, solemn,"['s', 'o', 'l', 'e', 'm', 'n', 'return']","[0.6693122000433505, 0.741657700156793, 0.9331712001003325, 1.0211976000573486, 1.1251368999946862, 1.4134780999738723, 1.6063530000392348]",,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,None,None,None,None,None,None,None,None,None,None,revolt,virile,6.5,7.5,video&audio/sentence6_TT_3X.mp4,video&audio/joiner_TT_3X.mp4,apathy,joiner,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3334.4974066999275,3341.0072735000867,None, virile,"['v', 'a', 'r', 'i', 'l', 'e', 'backspace', 'backspace', 'backspace', 'backspace', 'backspace', 'i', 'r', 'i', 'l', 'e', 'return']","[0.7686960001010448, 0.8166004000231624, 1.016532100038603, 1.073904300108552, 1.2646294999867678, 1.3847324999514967, 1.9685068000108004, 2.128987899981439, 2.232714200159535, 2.368464499944821, 2.5611102001275867, 3.136536099947989, 3.2005910000298172, 3.3207312000449747, 3.4886849999893457, 3.560865300009027, 3.6809030000586063]",,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,None,None,None,None,None,None,None,None,None,None,satire,cortex,19.5,20.5,video&audio/Sentence4_touch_edited.mp4,video&audio/induce_touch_edited.mp4,mussel,induce,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3345.723144300049,3365.2232202999294,None, cortex,"['c', 'o', 'r', 'e', 't', 'backspace', 'backspace', 'backspace', 't', 'e', 'backspace', 'backspace', 'r', 't', 'e', 'x', 'return']","[0.23065489996224642, 0.6716014000121504, 0.7501816998701543, 0.8223478998988867, 1.142736499896273, 1.4390223999507725, 1.5659194998443127, 1.7179948999546468, 1.8783045997843146, 1.926009199814871, 2.486698299879208, 2.6063062998000532, 2.7180704998318106, 2.878024799982086, 2.9658884999807924, 3.3821121999062598, 3.5180974998511374]",,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,"This is Section 2.

In this section, your task will be the same as before - that is, to type the word you see on the screen AFTER the typing prompt. However, rather than just seeing the word before typing, you will also see a video of someone typing different words to what you will need to type at different speeds. 

Press 'enter/return' to go to the next page.","This is Section 4. 

In this section, your task will be the same as before - that is, to type the word you see on the screen after the typing prompt. You will see a video again, like in Section 2, only this time, the video will show someone the same word that you must type at different speeds. 

Press 'enter/return' to go to the next page.",video&audio/Example_AOMI_layout.png,1.6,0.6,afford,19.5,20.5,video&audio/amount_touch_edited.mp4,video&audio/afford_touch_edited.mp4,vanity,matrix,6.5,7.5,video&audio/sentence1_TT_3X.mp4,video&audio/hinder_TT_3X.mp4,breach,hinder,1 = AOMIgen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3369.79396619997,3376.3065812001005,None, matrix,"['m', 'a', 't', 'r', 'i', 'x', 'return']","[0.6020541000179946, 0.6490545000415295, 0.7452132001053542, 0.8409537000115961, 0.94510000012815, 1.2025985999498516, 1.29697829997167]",,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,None,None,None,None,None,None,None,None,None,None,brazen,piston,19.5,20.5,video&audio/Sentence3_touch_edited.mp4,video&audio/caviar_touch_edited.mp4,shrill,caviar,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3378.645466600079,3398.1549269999377,None, piston,"['p', 's', 'backspace', 'i', 's', 't', 'o', 'n', 'return']","[0.9799081000965089, 1.1639407000038773, 1.8444825001060963, 2.164023600053042, 2.2124452001880854, 2.3002659999765456, 2.4203078001737595, 2.5244707001838833, 2.7239834000356495]",,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,None,None,None,None,None,None,None,None,None,None,deduct,hippie,6.5,7.5,video&audio/sentence3_TT_3X.mp4,video&audio/hearth_TT_3X.mp4,herbal,hearth,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3436.1085046001244,3442.61297259992,None, hippie,"['h', 'i', 'p', 'p', 'i', 'e', 'return']","[0.4276938000693917, 1.139848600141704, 1.3571341999340802, 1.4365918000694364, 1.6443406001199037, 1.7243129000999033, 1.876707199960947]",,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,None,None,None,None,None,None,None,None,None,None,potent,neural,6.5,7.5,video&audio/sentence2_TT_3X.mp4,video&audio/septic_TT_3X.mp4,ordain,septic,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3445.55739620002,3452.068746099947,None, neural,"['n', 'e', 'u', 'r', 'a', 'l', 'return']","[0.8246899000369012, 0.9202733999118209, 1.0161792000290006, 1.104255999904126, 1.2089889999479055, 1.2802003000397235, 1.5288936998695135]",,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,None,None,None,None,None,None,None,None,None,None,impose,belfry,19.5,20.5,video&audio/Sentence6_touch_edited.mp4,video&audio/girdle_touch_edited.mp4,linear,girdle,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3454.625937100034,3474.134549499955,None, belfry,"['b', 'e', 'k', 'backspace', 'l', 'f', 'r', 'y', 'return']","[0.5064856000244617, 0.601166500011459, 1.0810223000589758, 1.665256599895656, 1.9530084000434726, 2.041747200069949, 2.2250144998542964, 2.2976923999376595, 2.7294816998764873]",,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,None,None,None,None,None,None,None,None,None,None,infirm,pulpit,6.5,7.5,video&audio/sentence4_TT_3X.mp4,video&audio/oblige_TT_3X.mp4,mystic,oblige,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3477.8965183000546,3484.401214899961,None, pulpit,"['p', 'u', 'l', 'p', 'i', 't', 'return']","[0.6951009000185877, 0.8237707000225782, 1.0864717999938875, 1.5280062998645008, 1.7110768998973072, 1.782543299952522, 1.878863099962473]",,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,None,None,None,None,None,None,None,None,None,None,fodder,devise,19.5,20.5,video&audio/Sentence1_touch_edited.mp4,video&audio/mangle_touch_edited.mp4,warble,mangle,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3487.3070660000667,3506.816830100026,None, devise,"['d', 'e', 'v', 'i', 's', 'e', 'return']","[0.3724813999142498, 0.5321583999320865, 0.7482547000981867, 0.8376098999287933, 0.9884798000566661, 1.068411699961871, 1.564447300042957]",,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,None,None,None,None,None,None,None,None,None,None,murmur,ritual,19.5,20.5,video&audio/Sentence6_touch_edited.mp4,video&audio/clergy_touch_edited.mp4,portal,clergy,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3509.420546800131,3528.932945800014,None, ritual,"['r', 'i', 't', 'u', 'a', 'l', 'return']","[0.41621530009433627, 0.5843536001630127, 0.7601054001133889, 0.9121236000210047, 1.0003822001162916, 1.6245671999640763, 1.8002614001743495]",,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
