pracWords,instr_1,instr_2,AOMI_Ima,AOMI_w,AOMI_h,practiceWords,prac_time,prac_bkgd_time,pracVid_1,pracVid_2,baseline_words,control_words,cont_time,cont_bgkd_time,first_vids,second_vids,AOMIfirst_words,AOMIsecond_words,Order,ratingScale,rateInstr,instructLoop.thisRepN,instructLoop.thisTrialN,instructLoop.thisN,instructLoop.thisIndex,practice_control.thisRepN,practice_control.thisTrialN,practice_control.thisN,practice_control.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,baseRateLoop.thisRepN,baseRateLoop.thisTrialN,baseRateLoop.thisN,baseRateLoop.thisIndex,AOMIinstrLoop1.thisRepN,AOMIinstrLoop1.thisTrialN,AOMIinstrLoop1.thisN,AOMIinstrLoop1.thisIndex,AOMIpracLoop.thisRepN,AOMIpracLoop.thisTrialN,AOMIpracLoop.thisN,AOMIpracLoop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,AOMI1rateLoop.thisRepN,AOMI1rateLoop.thisTrialN,AOMI1rateLoop.thisN,AOMI1rateLoop.thisIndex,contInstrLoop.thisRepN,contInstrLoop.thisTrialN,contInstrLoop.thisN,contInstrLoop.thisIndex,contPracLoop.thisRepN,contPracLoop.thisTrialN,contPracLoop.thisN,contPracLoop.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,contRateLoop.thisRepN,contRateLoop.thisTrialN,contRateLoop.thisN,contRateLoop.thisIndex,AOMIinstrLoop2.thisRepN,AOMIinstrLoop2.thisTrialN,AOMIinstrLoop2.thisN,AOMIinstrLoop2.thisIndex,AOMIpracLoop2.thisRepN,AOMIpracLoop2.thisTrialN,AOMIpracLoop2.thisN,AOMIpracLoop2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,AOMI2rateLoop.thisRepN,AOMI2rateLoop.thisTrialN,AOMI2rateLoop.thisN,AOMI2rateLoop.thisIndex,pracBkgdKeys.keys,pracBkgdKeys.rt,pracKeys.keys,pracKeys.rt,baseBkgdKeys.keys,base_typedWord,baseKeys.keys,baseKeys.rt,baseBkgdKeys.rt,baseRateTypeKey.keys,baseRateTypeKey.rt,AOMI1_BkgdKeys.keys,AOMI_promptBkgdKeys.keys,AOMI1pracKeys.keys,AOMI1pracKeys.rt,AOMI1bkdgKeys.keys,AOMI1_typedWord,AOMI1keys.keys,AOMI1keys.rt,AOMI1bkdgKeys.rt,AOMI1rateTypeKey.keys,AOMI1rateTypeKey.rt,polygon_prac.started,polygon_prac.stopped,contBkgdKeys_prac.keys,contPrac_typedWord,contKeys_prac.keys,contKeys_prac.rt,polygon.started,polygon.stopped,contBkgdKeys.keys,cont_typedWord,contKeys.keys,contKeys.rt,contTypeKey.keys,contTypeKey.rt,bkgdkeys_prac2.keys,bkgdKeys4.keys,AOMI2_typedWord,keyboardCom4.keys,keyboardCom4.rt,AOMI2typeKey.keys,AOMI2typeKey.rt,participant,session,group,date,expName,psychopyVersion,frameRate,
,None,None,None,None,None,None,None,None,None,None,convoy,plasma,19.5,20.5,video&audio/Sentence5_touch_edited.mp4,video&audio/jailer_touch_edited.mp4,nettle,jailer,None,,,,,,,,,,,0,14,14,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None, convoy,"['c', 'o', 'n', 'v', 'o', 'y', 'return']","[0.6124713001772761, 0.6924104001373053, 0.7885050000622869, 0.9565677000209689, 1.0374283001292497, 1.2603864001575857, 1.4527195000555366]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,None,None,None,None,None,None,None,None,None,None,strife,tariff,6.5,7.5,video&audio/sentence2_TT_3X.mp4,video&audio/delude_TT_3X.mp4,galley,delude,None,,,,,,,,,,,0,15,15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None, strife,"['s', 't', 'r', 'i', 'f', 'e', 'return']","[0.5287393000908196, 0.6724046999588609, 0.696429600007832, 1.1848045999649912, 1.3050166999455541, 1.3766558999195695, 1.496678699972108]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,None,None,None,None,None,None,None,None,None,None,revolt,virile,6.5,7.5,video&audio/sentence6_TT_3X.mp4,video&audio/joiner_TT_3X.mp4,apathy,joiner,None,,,,,,,,,,,0,16,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None, recolt,"['r', 'e', 'c', 'o', 'l', 't', 'return']","[0.4584818999283016, 0.5218690999317914, 0.7458943999372423, 0.8263103999197483, 0.9944325999822468, 1.0821783000137657, 1.2019801000133157]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,None,None,None,None,None,None,None,None,None,None,potent,neural,6.5,7.5,video&audio/sentence2_TT_3X.mp4,video&audio/septic_TT_3X.mp4,ordain,septic,None,,,,,,,,,,,0,17,17,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None, potent,"['p', 'o', 't', 'e', 'n', 't', 'return']","[0.7061223001219332, 0.801444300217554, 0.9054264000151306, 0.9615496001206338, 1.082084600115195, 1.177794000133872, 1.3071046001277864]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,None,None,None,None,None,None,None,None,None,None,binder,forage,19.5,20.5,video&audio/Sentence6_touch_edited.mp4,video&audio/campus_touch_edited.mp4,allure,campus,None,,,,,,,,,,,0,18,18,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None, binder,"['b', 'i', 'n', 'd', 'e', 'r', 'return']","[0.3359720001462847, 0.5358309000730515, 0.6082870000973344, 0.7206594999879599, 1.0318917999975383, 1.0957858001347631, 1.2561793001368642]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,None,None,None,None,None,None,None,None,None,None,manure,picket,19.5,20.5,video&audio/Sentence5_touch_edited.mp4,video&audio/parish_touch_edited.mp4,gullet,parish,None,,,,,,,,,,,0,19,19,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None, manure,"['m', 'a', 'n', 'u', 'r', 'e', 'return']","[0.3517291999887675, 0.44105940009467304, 0.6960235000588, 0.8802217000629753, 0.9280835001263767, 0.9837136999703944, 1.1443741999100894]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,None,None,None,None,None,None,None,None,None,None,infirm,pulpit,6.5,7.5,video&audio/sentence4_TT_3X.mp4,video&audio/oblige_TT_3X.mp4,mystic,oblige,None,,,,,,,,,,,0,20,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None, infirm,"['i', 'n', 'f', 'i', 'r', 'm', 'return']","[0.3307829999830574, 0.3950710000935942, 0.4666522000916302, 0.643548000138253, 0.7069555001799017, 0.9150525000877678, 1.1389157001394778]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,"While you watch the video, imagine yourself typing the word on the screen, like how you did in the imagery practice. While you watch the video and imagine this, rest your hands on your keyboard but DO NOT type until AFTER you see the typing prompt.

Press 'enter/return' to go to the next page.","While watching the video, imagine yourself typing the word on the screen, like how you did in the imagery practice. While you watch the video and imagine this, rest your hands on your keyboard but DO NOT type until AFTER you see the typing prompt.

Press 'enter/return' to go to the next page.",video&audio/Example_AOMI_imagine.png,1.6,1,butter,6.5,7.5,video&audio/amount_TT_3X.mp4,video&audio/butter_TT_3X.mp4,plight,ascend,6.5,7.5,video&audio/sentence2_TT_3X.mp4,video&audio/metric_TT_3X.mp4,eatery,metric,2 = AOMIspec,,,,,,,,,,,0,21,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['p', 'l']", plight,"['p', 'l', 'i', 'g', 'h', 't', 'return']","[0.43154499982483685, 0.512111600022763, 1.1515095999930054, 1.2554687999654561, 1.3839404999744147, 1.5284831998869777, 1.6243967998307198]","[2.523698099888861, 2.571555000031367]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,None,None,None,None,None,None,None,None,None,None,critic,obsess,6.5,7.5,video&audio/sentence5_TT_3X.mp4,video&audio/zephyr_TT_3X.mp4,fusion,zephyr,None,,,,,,,,,,,0,22,22,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None, critic,"['c', 'r', 'i', 't', 'i', 'c', 'return']","[0.43677829997614026, 0.653267600107938, 0.7244074000045657, 0.8443716000765562, 1.0049748001620173, 1.2126313999760896, 1.3243349001277238]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,None,None,None,None,None,None,None,None,None,None,goblet,botany,19.5,20.5,video&audio/Sentence4_touch_edited.mp4,video&audio/trench_touch_edited.mp4,ethnic,trench,None,,,,,,,,,,,0,23,23,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None, goblet,"['g', 'o', 'b', 'l', 'e', 't', 'return']","[0.366860399954021, 0.47053970000706613, 0.8473328999243677, 0.9427856998518109, 1.150595699902624, 1.1991283998358995, 1.3187422999180853]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,None,None,None,None,None,None,None,None,None,None,murmur,ritual,19.5,20.5,video&audio/Sentence6_touch_edited.mp4,video&audio/clergy_touch_edited.mp4,portal,clergy,None,,,,,,,,,,,0,24,24,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None, murmur,"['m', 'u', 'r', 'u', 'backspace', 'm', 'u', 'r', 'return']","[0.3741403999738395, 0.647718699881807, 0.7501738998107612, 0.8706663998309523, 1.382334099849686, 1.6862430998589844, 1.9107299998868257, 2.006829099962488, 2.1581142998766154]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,None,None,None,None,None,None,None,None,None,None,coerce,falter,19.5,20.5,video&audio/Sentence4_touch_edited.mp4,video&audio/tandem_touch_edited.mp4,origin,tandem,None,,,,,,,,,,,0,25,25,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None, coerce,"['c', 'o', 'e', 'r', 'c', 'e', 'return']","[1.274197000078857, 1.3863311000168324, 1.64295220002532, 2.1305851000361145, 2.418066400103271, 2.4899296001531184, 2.6020947999786586]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,None,None,None,None,None,None,None,None,None,None,sherry,jackal,6.5,7.5,video&audio/sentence4_TT_3X.mp4,video&audio/hamlet_TT_3X.mp4,shroud,hamlet,None,,,,,,,,,,,0,26,26,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None, sherry,"['s', 'h', 'e', 'r', 'r', 'y', 'return']","[0.593200100120157, 0.6880185001064092, 0.8405379999894649, 0.9279710999689996, 1.112805499928072, 1.5604419999290258, 1.800177900120616]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,None,None,None,None,None,None,None,None,None,None,pursue,debtor,19.5,20.5,video&audio/Sentence1_touch_edited.mp4,video&audio/output_touch_edited.mp4,uphold,output,None,,,,,,,,,,,0,27,27,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None, pursure,"['p', 'u', 'r', 's', 'u', 'r', 'e', 'return']","[0.6685637000482529, 0.7884994000196457, 0.9324708001222461, 1.132729500066489, 1.2521796999499202, 1.357835000148043, 1.4364112000912428, 1.476234900066629]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,None,None,None,None,None,None,None,None,None,None,impose,belfry,19.5,20.5,video&audio/Sentence6_touch_edited.mp4,video&audio/girdle_touch_edited.mp4,linear,girdle,None,,,,,,,,,,,0,28,28,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None, impose,"['i', 'm', 'p', 'o', 's', 'e', 'return']","[0.4782250998541713, 0.5578354999888688, 0.8624948998913169, 1.1582922998350114, 1.2388431997969747, 1.2781615999992937, 1.4301454999949783]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,None,None,None,None,None,None,None,None,None,None,musket,subtle,19.5,20.5,video&audio/Sentence5_touch_edited.mp4,video&audio/fungal_touch_edited.mp4,mucous,fungal,None,,,,,,,,,,,0,29,29,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None, musket,"['m', 'u', 's', 'k', 'e', 't', 'return']","[0.596904399804771, 0.8610614999197423, 0.9327424999792129, 1.0847546998411417, 1.1969583998434246, 1.2685088999569416, 1.4130688000004739]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,,,,,,,,,,,,,,,,,,,,typingRatingScale.png,"How would you rate your typing performance in the previous section?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['3'],[25.766277800081298],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,,,,,,,,,,,,,,,,,,,,imageryCheckScale.png,"In the previous section did you imagine yourself typing?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['3'],[9.541982300113887],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,None,None,None,None,None,None,None,None,None,None,strife,tariff,6.5,7.5,video&audio/sentence2_TT_3X.mp4,video&audio/delude_TT_3X.mp4,galley,delude,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"['b', 'u', 't', 't', 'e', 'r', 'return']","[0.9569625000003725, 1.0367193999700248, 1.1806420998182148, 1.3481232000049204, 1.5089445000048727, 1.5805340998340398, 1.6763456999324262]",None, galley,"['g', 'a', 'l', 'l', 'e', 'y', 'return']","[0.6636193001177162, 0.7589608000125736, 0.919312700163573, 1.1109277999494225, 1.3754612000193447, 1.4795208000577986, 1.879093399969861]",,,,,,,,,,,,,,,,,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,"This is Section 2.

In this section, your task will be the same as before - that is, to type the word you see on the screen AFTER the typing prompt. However, rather than just seeing the word before typing, you will also see a video of someone typing different words to what you will need to type at different speeds. 

Press 'enter/return' to go to the next page.","This is Section 4. 

In this section, your task will be the same as before - that is, to type the word you see on the screen after the typing prompt. You will see a video again, like in Section 2, only this time, the video will show someone the same word that you must type at different speeds. 

Press 'enter/return' to go to the next page.",video&audio/Example_AOMI_layout.png,1.6,0.6,afford,19.5,20.5,video&audio/amount_touch_edited.mp4,video&audio/afford_touch_edited.mp4,vanity,matrix,6.5,7.5,video&audio/sentence1_TT_3X.mp4,video&audio/hinder_TT_3X.mp4,breach,hinder,1 = AOMIgen,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, breach,"['b', 'r', 'e', 'a', 'c', 'h', 'return']","[0.6746443000156432, 0.777736600022763, 0.8418837999925017, 0.9692619000561535, 1.1690465998835862, 1.2575145999435335, 1.4731447000522166]",,,,,,,,,,,,,,,,,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,None,None,None,None,None,None,None,None,None,None,binder,forage,19.5,20.5,video&audio/Sentence6_touch_edited.mp4,video&audio/campus_touch_edited.mp4,allure,campus,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, allure,"['a', 'l', 'l', 'r', 'backspace', 'u', 'r', 'e', 'return']","[0.4757800998631865, 0.603534399997443, 0.7636605999432504, 1.0512250999454409, 1.5230862000025809, 2.123468999983743, 2.2911686999723315, 2.4191419000271708, 2.739163199905306]",,,,,,,,,,,,,,,,,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,None,None,None,None,None,None,None,None,None,None,sherry,jackal,6.5,7.5,video&audio/sentence4_TT_3X.mp4,video&audio/hamlet_TT_3X.mp4,shroud,hamlet,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, shroud,"['s', 'h', 'r', 'o', 'u', 'd', 'return']","[0.6520794001407921, 0.7720043000299484, 0.9160370000172406, 1.027760500088334, 1.0917122000828385, 1.3396918000653386, 1.4362588000949472]",,,,,,,,,,,,,,,,,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,None,None,None,None,None,None,None,None,None,None,impose,belfry,19.5,20.5,video&audio/Sentence6_touch_edited.mp4,video&audio/girdle_touch_edited.mp4,linear,girdle,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, linear,"['l', 'i', 'n', 'e', 'a', 'r', 'return']","[0.684895999962464, 0.9014423000626266, 1.149118300061673, 1.2528011000249535, 1.3410760001279414, 1.3811908999923617, 1.548785800114274]",,,,,,,,,,,,,,,,,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,None,None,None,None,None,None,None,None,None,None,coerce,falter,19.5,20.5,video&audio/Sentence4_touch_edited.mp4,video&audio/tandem_touch_edited.mp4,origin,tandem,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, origin,"['o', 'r', 'i', 'g', 'i', 'n', 'return']","[1.057095699943602, 1.1771609999705106, 1.3288992999587208, 1.921424400061369, 2.145174799952656, 2.2808791999705136, 2.5847914998885244]",,,,,,,,,,,,,,,,,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,None,None,None,None,None,None,None,None,None,None,deduct,hippie,6.5,7.5,video&audio/sentence3_TT_3X.mp4,video&audio/hearth_TT_3X.mp4,herbal,hearth,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, herbal,"['h', 'e', 'r', 'b', 'a', 'l', 'return']","[0.8221342000178993, 0.9190346000250429, 0.9818822999950498, 1.0942170000635087, 1.2226676000282168, 2.0297858000267297, 2.3024299000389874]",,,,,,,,,,,,,,,,,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,"Remember to type as QUICKLY and ACCURATELY as possible after the 'get ready' prompt.

Ask the experimenter any questions now. Please put on the headphones.

You will get one practice trial. Press 'enter/return' when you are ready to start the practice.","Remember to type as QUICKLY and ACCURATELY as you can after the 'get ready' prompt.

Ask the experimenter any questions now. Please put on the headphones.

You will get one practice trial. Press 'enter/return' when you are ready to start the practice.",video&audio/Example_AOMI_total.png,1.8,0.7,None,None,None,None,None,jargon,frugal,6.5,7.5,video&audio/sentence3_TT_3X.mp4,video&audio/oppose_TT_3X.mp4,ghetto,oppose,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, ghetto,"['g', 'h', 'e', 't', 't', 'o', 'return']","[0.4362594000995159, 0.5474745999090374, 0.7476592001039535, 0.8917193999513984, 1.035516700008884, 1.2919056999962777, 1.5635428000241518]",,,,,,,,,,,,,,,,,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,None,None,None,None,None,None,None,None,None,None,critic,obsess,6.5,7.5,video&audio/sentence5_TT_3X.mp4,video&audio/zephyr_TT_3X.mp4,fusion,zephyr,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, fusion,"['f', 'u', 's', 'i', 'o', 'n', 'return']","[0.6102690999396145, 0.706489099888131, 0.8265134000685066, 1.1297126999124885, 1.1933554999995977, 1.457992000039667, 1.6493412998970598]",,,,,,,,,,,,,,,,,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,None,None,None,None,None,None,None,None,None,None,savant,cervix,19.5,20.5,video&audio/Sentence2_touch_edited.mp4,video&audio/cobble_touch_edited.mp4,export,cobble,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, export,"['e', 'x', 'p', 'o', 'r', 't', 'return']","[0.9658248999621719, 1.533367200056091, 1.9410441999789327, 2.053899799939245, 2.157023699954152, 2.213086900068447, 2.444906600052491]",,,,,,,,,,,,,,,,,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,None,None,None,None,None,None,None,None,None,None,pursue,debtor,19.5,20.5,video&audio/Sentence1_touch_edited.mp4,video&audio/output_touch_edited.mp4,uphold,output,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, uphold,"['u', 'p', 'h', 'o', 'l', 'd', 'return']","[1.262059799861163, 1.4545761998742819, 2.5180169998202473, 2.59820539993234, 2.78195169987157, 2.894229299854487, 3.078753300011158]",,,,,,,,,,,,,,,,,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,None,None,None,None,None,None,None,None,None,None,sonnet,confer,6.5,7.5,video&audio/sentence1_TT_3X.mp4,video&audio/innate_TT_3X.mp4,tamper,innate,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, tamper,"['t', 'a', 'm', 'p', 'e', 'r', 'return']","[0.6496228999458253, 0.6976350999902934, 0.8743717998731881, 1.1216406000312418, 1.185683700023219, 1.2579248999245465, 1.394183399854228]",,,,,,,,,,,,,,,,,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,None,None,None,None,None,None,None,None,None,None,manure,picket,19.5,20.5,video&audio/Sentence5_touch_edited.mp4,video&audio/parish_touch_edited.mp4,gullet,parish,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, gullet,"['g', 'u', 'l', 'l', 'e', 't', 'return']","[0.6764897999819368, 0.7645032000727952, 1.9484830000437796, 2.0687939999625087, 2.180461599957198, 2.2528558999765664, 2.349440700141713]",,,,,,,,,,,,,,,,,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,None,None,None,None,None,None,None,None,None,None,fodder,devise,19.5,20.5,video&audio/Sentence1_touch_edited.mp4,video&audio/mangle_touch_edited.mp4,warble,mangle,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, warble,"['w', 'a', 'r', 'l', 'backspace', 'b', 'l', 'e', 'return']","[0.5382244000211358, 0.6101734000258148, 0.9216569000855088, 1.0497071000281721, 1.6106261000968516, 1.9298825000878423, 2.0978727999608964, 2.5296126001048833, 2.6657637001480907]",,,,,,,,,,,,,,,,,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,None,None,None,None,None,None,None,None,None,None,brazen,piston,19.5,20.5,video&audio/Sentence3_touch_edited.mp4,video&audio/caviar_touch_edited.mp4,shrill,caviar,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, shrill,"['s', 'h', 'r', 'i', 'l', 'l', 'return']","[0.6150563999544829, 0.7829261000733823, 0.9363098999019712, 1.0310831000097096, 1.2790524999145418, 1.3830625999253243, 1.6311369000468403]",,,,,,,,,,,,,,,,,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
,None,None,None,None,None,None,None,None,None,None,goblet,botany,19.5,20.5,video&audio/Sentence4_touch_edited.mp4,video&audio/trench_touch_edited.mp4,ethnic,trench,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, ethnic,"['e', 't', 'h', 'n', 'i', 'c', 'return']","[0.6197810999583453, 0.699884400004521, 0.8122532998677343, 1.0601874999701977, 1.1484810998663306, 1.236102799884975, 1.3963158999104053]",,,,,,,,,,,,,,,,,,,,,,,,,1,001,F,2023_Jan_31_0946,student_TT_local,2021.1.4,59.625314530267396,
