pracWords,instr_1,instr_2,AOMI_Ima,AOMI_w,AOMI_h,practiceWords,prac_time,prac_bkgd_time,pracVid_1,pracVid_2,baseline_words,control_words,cont_time,cont_bgkd_time,first_vids,second_vids,AOMIfirst_words,AOMIsecond_words,Order,ratingScale,rateInstr,instructLoop.thisRepN,instructLoop.thisTrialN,instructLoop.thisN,instructLoop.thisIndex,practice_control.thisRepN,practice_control.thisTrialN,practice_control.thisN,practice_control.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,baseRateLoop.thisRepN,baseRateLoop.thisTrialN,baseRateLoop.thisN,baseRateLoop.thisIndex,AOMIinstrLoop1.thisRepN,AOMIinstrLoop1.thisTrialN,AOMIinstrLoop1.thisN,AOMIinstrLoop1.thisIndex,AOMIpracLoop.thisRepN,AOMIpracLoop.thisTrialN,AOMIpracLoop.thisN,AOMIpracLoop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,AOMI1rateLoop.thisRepN,AOMI1rateLoop.thisTrialN,AOMI1rateLoop.thisN,AOMI1rateLoop.thisIndex,contInstrLoop.thisRepN,contInstrLoop.thisTrialN,contInstrLoop.thisN,contInstrLoop.thisIndex,contPracLoop.thisRepN,contPracLoop.thisTrialN,contPracLoop.thisN,contPracLoop.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,contRateLoop.thisRepN,contRateLoop.thisTrialN,contRateLoop.thisN,contRateLoop.thisIndex,AOMIinstrLoop2.thisRepN,AOMIinstrLoop2.thisTrialN,AOMIinstrLoop2.thisN,AOMIinstrLoop2.thisIndex,AOMIpracLoop2.thisRepN,AOMIpracLoop2.thisTrialN,AOMIpracLoop2.thisN,AOMIpracLoop2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,AOMI2rateLoop.thisRepN,AOMI2rateLoop.thisTrialN,AOMI2rateLoop.thisN,AOMI2rateLoop.thisIndex,pracBkgdKeys.keys,pracKeys.keys,pracKeys.rt,baseBkgdKeys.keys,base_typedWord,baseKeys.keys,baseKeys.rt,baseRateTypeKey.keys,baseRateTypeKey.rt,AOMI1_BkgdKeys.keys,AOMI_promptBkgdKeys.keys,AOMI1pracKeys.keys,AOMI1pracKeys.rt,AOMI1bkdgKeys.keys,AOMI1_typedWord,AOMI1keys.keys,AOMI1keys.rt,AOMI1bkdgKeys.rt,AOMI1rateTypeKey.keys,AOMI1rateTypeKey.rt,polygon_prac.started,polygon_prac.stopped,contBkgdKeys_prac.keys,contPrac_typedWord,contKeys_prac.keys,contKeys_prac.rt,polygon.started,polygon.stopped,contBkgdKeys.keys,cont_typedWord,contKeys.keys,contKeys.rt,contTypeKey.keys,contTypeKey.rt,bkgdkeys_prac2.keys,bkgdKeys4.keys,AOMI2_typedWord,keyboardCom4.keys,keyboardCom4.rt,AOMI2typeKey.keys,AOMI2typeKey.rt,participant,session,group,date,expName,psychopyVersion,frameRate,
,None,None,None,None,None,None,None,None,None,None,picket,gullet,6.5,7.5,video&audio/parish_TT_3X.mp4,video&audio/sentence5_TT_3X.mp4,parish,upkeep,None,,,,,,,,,,,0,17,17,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None, picket,"['p', 'i', 'c', 'k', 'e', 't', 'return']","[0.35262979999242816, 0.5528813999990234, 0.7059114000003319, 0.7691730999940773, 0.9367409999977099, 1.0170714999985648, 1.3770283999911044]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,001,A,2023_Feb_09_1114,student_TT_local,2021.1.4,59.95566877771931,
,None,None,None,None,None,None,None,None,None,None,malady,revoke,19.5,20.5,video&audio/shrewd_touch_edited.mp4,video&audio/Sentence1_touch_edited.mp4,shrewd,mirage,None,,,,,,,,,,,0,18,18,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None, malady,"['m', 'a', 'l', 'a', 'd', 'y', 'return']","[0.6067741000006208, 0.6870644000009634, 0.8063307999982499, 0.8704122999915853, 1.1667502999916906, 1.246817099992768, 1.606612799994764]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,001,A,2023_Feb_09_1114,student_TT_local,2021.1.4,59.95566877771931,
,"While you watch the video, imagine yourself typing the word on the screen, like how you did in the imagery practice. While you watch the video and imagine this, rest your hands on your keyboard but DO NOT type until AFTER you see the typing prompt.

Press 'enter/return' to go to the next page.","While watching the video, imagine yourself typing the word on the screen, like how you did in the imagery practice. While you watch the video and imagine this, rest your hands on your keyboard but DO NOT type until AFTER you see the typing prompt.

Press 'enter/return' to go to the next page.",video&audio/Example_AOMI_imagine.png,1.6,1,butter,6.5,7.5,video&audio/butter_TT_3X.mp4,video&audio/amount_TT_3X.mp4,ascend,eatery,19.5,20.5,video&audio/metric_touch_edited.mp4,video&audio/Sentence2_touch_edited.mp4,metric,plight,2 = AOMIgen,,,,,,,,,,,0,19,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None, ascend,"['a', 's', 'c', 'e', 'n', 'd', 'return']","[0.319850600004429, 0.5038446999969892, 0.7119753000006313, 0.975997900008224, 1.2237282999994932, 1.3044804000091972, 1.5920429000107106]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,001,A,2023_Feb_09_1114,student_TT_local,2021.1.4,59.95566877771931,
,None,None,None,None,None,None,None,None,None,None,solemn,ration,19.5,20.5,video&audio/befall_touch_edited.mp4,video&audio/Sentence3_touch_edited.mp4,befall,goblet,None,,,,,,,,,,,0,20,20,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None, solemn,"['s', 'o', 'l', 'e', 'm', 'n', 'return']","[0.36861260001023766, 0.5528364000056172, 0.7924116000067443, 0.9199784000084037, 1.0886202000110643, 1.2811276000138605, 1.5680066000059014]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,001,A,2023_Feb_09_1114,student_TT_local,2021.1.4,59.95566877771931,
,None,None,None,None,None,None,None,None,None,None,pulpit,mystic,19.5,20.5,video&audio/oblige_touch_edited.mp4,video&audio/Sentence4_touch_edited.mp4,oblige,infirm,None,,,,,,,,,,,0,21,21,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None, pulpit,"['p', 'u', 'l', 'p', 'i', 't', 'return']","[0.3516743000072893, 0.5762514999951236, 0.8081174999970244, 1.024109399993904, 1.2087356999982148, 1.4157260000065435, 1.6083707000070717]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,001,A,2023_Feb_09_1114,student_TT_local,2021.1.4,59.95566877771931,
,None,None,None,None,None,None,None,None,None,None,subtle,mucous,6.5,7.5,video&audio/fungal_TT_3X.mp4,video&audio/sentence5_TT_3X.mp4,fungal,brazen,None,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None, subtle,"['s', 'u', 'b', 't', 'l', 'e', 'return']","[0.3470806999976048, 0.4096120000031078, 0.5855030000093393, 0.753843099999358, 0.8813643000030424, 1.0581836000055773, 1.2658384000096703]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,001,A,2023_Feb_09_1114,student_TT_local,2021.1.4,59.95566877771931,
,None,None,None,None,None,None,None,None,None,None,debtor,uphold,6.5,7.5,video&audio/output_TT_3X.mp4,video&audio/sentence1_TT_3X.mp4,output,convoy,None,,,,,,,,,,,0,23,23,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None, debtor,"['d', 'e', 'b', 't', 'o', 'r', 'return']","[0.2960000000020955, 0.43989149999106303, 0.6476925000024494, 0.8714017000020249, 1.0001552000030642, 1.2001594999892404, 1.3834301000024425]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,001,A,2023_Feb_09_1114,student_TT_local,2021.1.4,59.95566877771931,
,None,None,None,None,None,None,None,None,None,None,cervix,export,6.5,7.5,video&audio/cobble_TT_3X.mp4,video&audio/sentence2_TT_3X.mp4,cobble,murmur,None,,,,,,,,,,,0,24,24,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None, cervix,"['c', 'e', 'r', 'v', 'x', 'return']","[0.42456810000294354, 0.5044380000035744, 0.6489185000100406, 0.7367811000003712, 1.2571103000082076, 1.672460100002354]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,001,A,2023_Feb_09_1114,student_TT_local,2021.1.4,59.95566877771931,
,None,None,None,None,None,None,None,None,None,None,piston,shrill,6.5,7.5,video&audio/caviar_TT_3X.mp4,video&audio/sentence3_TT_3X.mp4,caviar,pursue,None,,,,,,,,,,,0,25,25,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None, piston,"['p', 'i', 's', 'r', 't', 'backspace', 'backspace', 't', 'o', 'b', 'backspace', 'n', 'return']","[0.5473951999883866, 0.7556967999989865, 0.8915654000011273, 1.043260199992801, 1.051273899996886, 1.8832823999982793, 2.403332699992461, 3.068408699997235, 3.140015199998743, 3.3799586999957683, 3.7481799999950454, 3.819575599991367, 3.9877930999937234]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,001,A,2023_Feb_09_1114,student_TT_local,2021.1.4,59.95566877771931,
,None,None,None,None,None,None,None,None,None,None,forage,allure,6.5,7.5,video&audio/campus_TT_3X.mp4,video&audio/sentence6_TT_3X.mp4,campus,legion,None,,,,,,,,,,,0,26,26,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None, forgage,"['f', 'o', 'r', 'g', 's', 'a', 'backspace', 'backspace', 'a', 'g', 'e', 'return']","[0.588922700000694, 0.6860363000014331, 0.7729459999973187, 0.9729861999949208, 1.109103499999037, 1.1169592999940505, 1.7170082999946317, 1.9573779000056675, 2.341187300000456, 2.621614599993336, 2.6691427000041585, 2.981147200000123]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,001,A,2023_Feb_09_1114,student_TT_local,2021.1.4,59.95566877771931,
,None,None,None,None,None,None,None,None,None,None,neural,ordain,19.5,20.5,video&audio/septic_touch_edited.mp4,video&audio/Sentence2_touch_edited.mp4,septic,quarry,None,,,,,,,,,,,0,27,27,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None, neural,"['n', 'e', 'u', 'r', 'a', 'l', 'return']","[0.3340450999967288, 0.4217758999875514, 0.5424660999997286, 0.6455606999952579, 0.8774835999938659, 0.9894765999924857, 1.2466119999880902]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,001,A,2023_Feb_09_1114,student_TT_local,2021.1.4,59.95566877771931,
,None,None,None,None,None,None,None,None,None,None,parcel,entail,19.5,20.5,video&audio/primal_touch_edited.mp4,video&audio/Sentence5_touch_edited.mp4,primal,novice,None,,,,,,,,,,,0,28,28,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None, parcel,"['p', 'a', 'r', 'c', 'e', 'l', 'return']","[0.4498600999941118, 0.5297493999969447, 0.7218517000001157, 0.9373610999900848, 1.1535479999874951, 1.2968371999886585, 1.5609905999881448]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,001,A,2023_Feb_09_1114,student_TT_local,2021.1.4,59.95566877771931,
,None,None,None,None,None,None,None,None,None,None,botany,ethnic,6.5,7.5,video&audio/trench_TT_3X.mp4,video&audio/sentence4_TT_3X.mp4,trench,fodder,None,,,,,,,,,,,0,29,29,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None, botany,"['b', 'o', 't', 'a', 'n', 'y', 'return']","[0.5918317000032403, 0.631889800002682, 0.8478844000055688, 0.9678424000012456, 1.0878872000030242, 1.287962600006722, 1.5118701000028523]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,001,A,2023_Feb_09_1114,student_TT_local,2021.1.4,59.95566877771931,
,,,,,,,,,,,,,,,,,,,,typingRatingScale.png,"How would you rate your typing performance in the previous section?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['4'],[21.592885899997782],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,001,A,2023_Feb_09_1114,student_TT_local,2021.1.4,59.95566877771931,
,,,,,,,,,,,,,,,,,,,,imageryCheckScale.png,"In the previous section did you imagine yourself typing?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['3'],[8.06279270000232],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,001,A,2023_Feb_09_1114,student_TT_local,2021.1.4,59.95566877771931,
,None,None,None,None,None,None,None,None,None,None,subtle,mucous,6.5,7.5,video&audio/fungal_TT_3X.mp4,video&audio/sentence5_TT_3X.mp4,fungal,brazen,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"['b', 'u', 't', 't', 'e', 'r', 'return']","[0.7820690999942599, 0.9747587000019848, 1.1578018000000156, 1.3338729999959469, 1.4220764999918174, 1.5741745999985142, 1.726559399990947]",None, fungal,"['f', 'u', 'n', 'g', 'a', 'l', 'return']","[0.6591405000071973, 0.7395648999954574, 0.9394831999961752, 1.1149823000014294, 1.178934900002787, 1.4110581999993883, 1.6760622000001604]",,,,,,,,,,,,,,,,,,,,,,,,,11,001,A,2023_Feb_09_1114,student_TT_local,2021.1.4,59.95566877771931,
,"Remember to type as QUICKLY and ACCURATELY as possible after the 'get ready' prompt.

Ask the experimenter any questions now. Please put on the headphones.

You will get one practice trial. Press 'enter/return' when you are ready to start the practice.","Remember to type as QUICKLY and ACCURATELY as you can after the 'get ready' prompt.

Ask the experimenter any questions now. Please put on the headphones.

You will get one practice trial. Press 'enter/return' when you are ready to start the practice.",video&audio/Example_AOMI_total.png,1.8,0.7,None,None,None,None,None,frugal,ghetto,19.5,20.5,video&audio/oppose_touch_edited.mp4,video&audio/Sentence3_touch_edited.mp4,oppose,jargon,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, oppose,"['o', 'p', 'p', 'p', 'backspace', 's', 'e', 'backspace', 'backspace', 'o', 's', 'e', 'return']","[0.5700180999992881, 0.7943869000009727, 0.8824191000021528, 1.0105614999920363, 1.6433595999988029, 1.7542014999926323, 2.161873499993817, 2.370920000001206, 2.5301367999927606, 3.0742710000049556, 3.1618641999957617, 3.3060895999951754, 3.5704970999940997]",,,,,,,,,,,,,,,,,,,,,,,,,11,001,A,2023_Feb_09_1114,student_TT_local,2021.1.4,59.95566877771931,
,None,None,None,None,None,None,None,None,None,None,belfry,linear,6.5,7.5,video&audio/girdle_TT_3X.mp4,video&audio/sentence6_TT_3X.mp4,girdle,manure,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, girdle,"['g', 'i', 'r', 'd', 'l', 'e', 'return']","[0.542938900005538, 0.5980469000060111, 0.8465368000033777, 1.062404800002696, 1.1820447000063723, 1.3029759000055492, 1.6623117999988608]",,,,,,,,,,,,,,,,,,,,,,,,,11,001,A,2023_Feb_09_1114,student_TT_local,2021.1.4,59.95566877771931,
,None,None,None,None,None,None,None,None,None,None,piston,shrill,6.5,7.5,video&audio/caviar_TT_3X.mp4,video&audio/sentence3_TT_3X.mp4,caviar,pursue,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, caviar,"['c', 'a', 'v', 'i', 'a', 'r', 'return']","[0.5518311000050744, 0.6556037999980617, 0.7433372999948915, 1.2810109999991255, 1.4394423000048846, 1.5278956999973161, 1.8714137000060873]",,,,,,,,,,,,,,,,,,,,,,,,,11,001,A,2023_Feb_09_1114,student_TT_local,2021.1.4,59.95566877771931,
,None,None,None,None,None,None,None,None,None,None,debtor,uphold,6.5,7.5,video&audio/output_TT_3X.mp4,video&audio/sentence1_TT_3X.mp4,output,convoy,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,['return'], output,"['o', 'u', 'p', 'backspace', 't', 'p', 'u', 't', 'return']","[0.5981683999998495, 0.8141381000023102, 1.0141230000008363, 1.5820510999910766, 1.910155899997335, 2.2787404999980936, 2.5025479000032647, 2.606754499996896, 2.8384339999902295]",[0.006995999996433966],,,,,,,,,,,,,,,,,,,,,,,,11,001,A,2023_Feb_09_1114,student_TT_local,2021.1.4,59.95566877771931,
,None,None,None,None,None,None,None,None,None,None,obsess,fusion,19.5,20.5,video&audio/zephyr_touch_edited.mp4,video&audio/Sentence5_touch_edited.mp4,zephyr,sherry,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, zephyr,"['z', 'e', 'p', 'h', 'y', 'r', 'return']","[0.84988809999777, 1.1541995000006864, 1.2979062999947928, 1.5943506999901729, 1.8591064999927767, 2.03398149998975, 2.313838799993391]",,,,,,,,,,,,,,,,,,,,,,,,,11,001,A,2023_Feb_09_1114,student_TT_local,2021.1.4,59.95566877771931,
,None,None,None,None,None,None,None,None,None,None,plasma,nettle,6.5,7.5,video&audio/jailer_TT_3X.mp4,video&audio/sentence5_TT_3X.mp4,jailer,deduct,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, jailer,"['j', 'a', 'i', 'l', 'e', 'r', 'return']","[1.310240499995416, 1.3984486999979708, 1.5102371999964816, 1.6780838999984553, 1.7664102999988245, 1.926599600003101, 2.0458331999980146]",,,,,,,,,,,,,,,,,,,,,,,,,11,001,A,2023_Feb_09_1114,student_TT_local,2021.1.4,59.95566877771931,
,None,None,None,None,None,None,None,None,None,None,devise,warble,6.5,7.5,video&audio/mangle_TT_3X.mp4,video&audio/sentence1_TT_3X.mp4,mangle,satire,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, mangle,"['m', 'a', 'n', 'g', 'h', 'backspace', 'g', 'l', 'e', 'return']","[0.6504410000052303, 0.8102899999939837, 0.8986847000051057, 1.130144399998244, 1.1385431999951834, 1.6339787000033539, 2.2819164999964414, 2.3861258999968413, 2.586066000003484, 2.7382728999946266]",,,,,,,,,,,,,,,,,,,,,,,,,11,001,A,2023_Feb_09_1114,student_TT_local,2021.1.4,59.95566877771931,
,None,None,None,None,None,None,None,None,None,None,tariff,galley,19.5,20.5,video&audio/delude_touch_edited.mp4,video&audio/Sentence2_touch_edited.mp4,delude,strife,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, delude,"['d', 'e', 'l', 'u', 'd', 'e', 'return']","[0.4376658999972278, 0.5977792999910889, 0.7099223999975948, 0.9099589999968885, 0.957559599992237, 1.1100350999913644, 1.2780658999981824]",,,,,,,,,,,,,,,,,,,,,,,,,11,001,A,2023_Feb_09_1114,student_TT_local,2021.1.4,59.95566877771931,
,None,None,None,None,None,None,None,None,None,None,picket,gullet,6.5,7.5,video&audio/parish_TT_3X.mp4,video&audio/sentence5_TT_3X.mp4,parish,upkeep,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, parish,"['p', 'a', 'r', 'i', 's', 'h', 'bracketright', 'backspace', 'return']","[1.229336999997031, 1.3566583000065293, 1.7329466999944998, 1.9328402999963146, 2.0368611000012606, 2.156293899999582, 2.4524804999964545, 2.9963776999939, 3.1486034999979893]",,,,,,,,,,,,,,,,,,,,,,,,,11,001,A,2023_Feb_09_1114,student_TT_local,2021.1.4,59.95566877771931,
,None,None,None,None,None,None,None,None,None,None,malady,revoke,19.5,20.5,video&audio/shrewd_touch_edited.mp4,video&audio/Sentence1_touch_edited.mp4,shrewd,mirage,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, shrewd,"['h', 'a', 'r', 'e', 'w', 'd', 'backspace', 'backspace', 'backspace', 'backspace', 'backspace', 'backspace', 's', 'h', 'r', 'e', 'w', 'd', 'return']","[0.5806165999965742, 0.6121316000062507, 0.8361009000072954, 1.0045955000096, 1.340868400002364, 1.5009568999957992, 2.74097630000324, 3.5489510000043083, 3.676485899995896, 3.8043399000016507, 3.9248944999999367, 4.147987700009253, 4.820706500002416, 4.9006137999967905, 5.140306800007238, 5.316260699997656, 5.892835999999079, 6.267985500002396, 6.589124200007063]",,,,,,,,,,,,,,,,,,,,,,,,,11,001,A,2023_Feb_09_1114,student_TT_local,2021.1.4,59.95566877771931,
,None,None,None,None,None,None,None,None,None,None,cervix,export,6.5,7.5,video&audio/cobble_TT_3X.mp4,video&audio/sentence2_TT_3X.mp4,cobble,murmur,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, cobble,"['c', 'o', 'b', 'b', 'l', 'e', 'return']","[0.6108233999984805, 0.6595914000063203, 0.9225631000008434, 1.0912343000090914, 1.3391412000055425, 1.4518593000102555, 1.6349577000073623]",,,,,,,,,,,,,,,,,,,,,,,,,11,001,A,2023_Feb_09_1114,student_TT_local,2021.1.4,59.95566877771931,
,None,None,None,None,None,None,None,None,None,None,botany,ethnic,6.5,7.5,video&audio/trench_TT_3X.mp4,video&audio/sentence4_TT_3X.mp4,trench,fodder,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, trench,"['t', 'r', 'e', 'n', 'c', 'h', 'return']","[0.8529153999988921, 1.0121089000022039, 1.1476139000005787, 2.083884300009231, 2.1715999000007287, 2.2597775000031106, 2.5804826999956276]",,,,,,,,,,,,,,,,,,,,,,,,,11,001,A,2023_Feb_09_1114,student_TT_local,2021.1.4,59.95566877771931,
,None,None,None,None,None,None,None,None,None,None,confer,tamper,19.5,20.5,video&audio/innate_touch_edited.mp4,video&audio/Sentence1_touch_edited.mp4,innate,critic,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, innate,"['i', 'n', 'n', 'a', 't', 'e', 'return']","[0.6636389999912353, 0.9026550999988103, 1.0386531999974977, 1.1427619999885792, 1.238670999999158, 1.4230848999868613, 1.6629135999974096]",,,,,,,,,,,,,,,,,,,,,,,,,11,001,A,2023_Feb_09_1114,student_TT_local,2021.1.4,59.95566877771931,
,None,None,None,None,None,None,None,None,None,None,kipper,divert,6.5,7.5,video&audio/meddle_TT_3X.mp4,video&audio/sentence2_TT_3X.mp4,meddle,musket,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, medle,"['m', 'e', 'd', 'l', 'e', 'return']","[0.8426743000018178, 0.9383896999934223, 1.0988915000052657, 1.3067278999951668, 1.450578999996651, 1.7708136000001105]",,,,,,,,,,,,,,,,,,,,,,,,,11,001,A,2023_Feb_09_1114,student_TT_local,2021.1.4,59.95566877771931,
,None,None,None,None,None,None,None,None,None,None,cortex,mussel,6.5,7.5,video&audio/induce_TT_3X.mp4,video&audio/sentence4_TT_3X.mp4,induce,savant,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,"['backspace', 'backspace']", induce,"['i', 'n', 'd', 'u', 'space', 'c', 'backspace', 'backspace', 'c', 'e', 'return']","[0.6894314999954076, 0.8732115000020713, 1.2410264999925857, 1.329183900001226, 1.745277599999099, 2.5291521000035573, 2.881082299994887, 3.0335124999983236, 3.177270400003181, 3.4582219000003533, 4.1141785999934655]","[0.0028843000036431476, 0.16314630000852048]",,,,,,,,,,,,,,,,,,,,,,,,11,001,A,2023_Feb_09_1114,student_TT_local,2021.1.4,59.95566877771931,
,None,None,None,None,None,None,None,None,None,None,jackal,shroud,19.5,20.5,video&audio/hamlet_touch_edited.mp4,video&audio/Sentence4_touch_edited.mp4,hamlet,parole,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, hamlet,"['h', 'a', 'm', 'l', 'e', 't', 'return']","[0.6674051000009058, 0.7401323999947635, 0.8917877999920165, 1.075509599992074, 1.19506279999041, 1.3467194999975618, 1.6756956000026548]",,,,,,,,,,,,,,,,,,,,,,,,,11,001,A,2023_Feb_09_1114,student_TT_local,2021.1.4,59.95566877771931,
,None,None,None,None,None,None,None,None,None,None,virile,apathy,19.5,20.5,video&audio/joiner_touch_edited.mp4,video&audio/Sentence6_touch_edited.mp4,joiner,revolt,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, joiner,"['j', 'o', 'n', 'e', 'e', 'r', 'backspace', 'backspace', 'r', 'return']","[0.6190950000018347, 0.787557800009381, 1.5788803000032203, 1.675610999998753, 1.8754451999993762, 1.8833204999973532, 2.3394720000069356, 2.459430400005658, 2.626992000004975, 2.7789238000113983]",,,,,,,,,,,,,,,,,,,,,,,,,11,001,A,2023_Feb_09_1114,student_TT_local,2021.1.4,59.95566877771931,
