ParticipantID,TypingStyle,Group,FirstAOMICondition,UsedComputer?,ComputerUse_mins,EHI-Type,EHI-Answer,EHI-Score,EHI-Mean,EHI-Laterality,KVIQ-ImageryType,KVIQ-MovementType,KVIQ-Dominance,KVIQ-Score,KVIQ-VId(max=20),KVIQ-VInd(max=20),KVIQ-VI_total(max=45),KVIQ-KId(max=20),KVIQ-KInd(max=20),KVIQ-KI_total(max=45),CRT-Hand,CRT-Trial,CRT-Time(secs),CRT-Rhand,CRT_Lhand
21,Touch,F,AOMIgen,Yes,120,Writing,Always right,100,62.5,Right,Visual,FSF,nd,3,12,12,27,14,14,30,Left,1,13.29,15.38333333,13.9
21,Touch,F,AOMIgen,Yes,120,Throwing,Usually right,50,,Right,Visual,TFT,d,3,,,,,,,Left,2,14.08,,
21,Touch,F,AOMIgen,Yes,120,Toothbrushing,Usually right,50,,Right,Visual,FSF,d,3,,,,,,,Left,3,14.33,,
21,Touch,F,AOMIgen,Yes,120,Spoon,Usually right,50,,Right,Visual,TFT,nd,3,,,,,,,Right,1,15.63,,
21,Touch,F,AOMIgen,Yes,120,,,,,Right,Visual,FTF,0,3,,,,,,,Right,2,15.24,,
21,Touch,F,AOMIgen,Yes,120,,,,,Right,Visual,HA,d,3,,,,,,,Right,3,15.28,,
21,Touch,F,AOMIgen,Yes,120,,,,,Right,Visual,FT,nd,3,,,,,,,,,,,
21,Touch,F,AOMIgen,Yes,120,,,,,Right,Visual,HA,nd,3,,,,,,,,,,,
21,Touch,F,AOMIgen,Yes,120,,,,,Right,Visual,FT,d,3,,,,,,,,,,,
21,Touch,F,AOMIgen,Yes,120,,,,,Right,Kinesthetic,FSF,nd,4,,,,,,,,,,,
21,Touch,F,AOMIgen,Yes,120,,,,,Right,Kinesthetic,TFT,d,3,,,,,,,,,,,
21,Touch,F,AOMIgen,Yes,120,,,,,Right,Kinesthetic,FSF,d,4,,,,,,,,,,,
21,Touch,F,AOMIgen,Yes,120,,,,,Right,Kinesthetic,TFT,nd,3,,,,,,,,,,,
21,Touch,F,AOMIgen,Yes,120,,,,,Right,Kinesthetic,FTF,0,2,,,,,,,,,,,
21,Touch,F,AOMIgen,Yes,120,,,,,Right,Kinesthetic,HA,d,4,,,,,,,,,,,
21,Touch,F,AOMIgen,Yes,120,,,,,Right,Kinesthetic,FT,nd,3,,,,,,,,,,,
21,Touch,F,AOMIgen,Yes,120,,,,,Right,Kinesthetic,HA,nd,4,,,,,,,,,,,
21,Touch,F,AOMIgen,Yes,120,,,,,Right,Kinesthetic,FT,d,3,,,,,,,,,,,
7,Touch,C,AOMIspec,Yes,30,Writing,Always right,100,100,Right,Visual,FSF,nd,4,12,16,32,17,14,36,Left,1,14.07,13.27,14.60666667
7,Touch,C,AOMIspec,Yes,30,Throwing,Always right,100,,Right,Visual,TFT,d,2,,,,,,,Left,2,15.2,,
7,Touch,C,AOMIspec,Yes,30,Toothbrushing,Always right,100,,Right,Visual,FSF,d,3,,,,,,,Left,3,14.55,,
7,Touch,C,AOMIspec,Yes,30,Spoon,Always right,100,,Right,Visual,TFT,nd,4,,,,,,,Right,1,12.09,,
7,Touch,C,AOMIspec,Yes,30,,,,,Right,Visual,FTF,0,4,,,,,,,Right,2,13.92,,
7,Touch,C,AOMIspec,Yes,30,,,,,Right,Visual,HA,d,4,,,,,,,Right,3,13.8,,
7,Touch,C,AOMIspec,Yes,30,,,,,Right,Visual,FT,nd,4,,,,,,,,,,,
7,Touch,C,AOMIspec,Yes,30,,,,,Right,Visual,HA,nd,4,,,,,,,,,,,
7,Touch,C,AOMIspec,Yes,30,,,,,Right,Visual,FT,d,3,,,,,,,,,,,
7,Touch,C,AOMIspec,Yes,30,,,,,Right,Kinesthetic,FSF,nd,3,,,,,,,,,,,
7,Touch,C,AOMIspec,Yes,30,,,,,Right,Kinesthetic,TFT,d,5,,,,,,,,,,,
7,Touch,C,AOMIspec,Yes,30,,,,,Right,Kinesthetic,FSF,d,5,,,,,,,,,,,
7,Touch,C,AOMIspec,Yes,30,,,,,Right,Kinesthetic,TFT,nd,3,,,,,,,,,,,
7,Touch,C,AOMIspec,Yes,30,,,,,Right,Kinesthetic,FTF,0,5,,,,,,,,,,,
7,Touch,C,AOMIspec,Yes,30,,,,,Right,Kinesthetic,HA,d,2,,,,,,,,,,,
7,Touch,C,AOMIspec,Yes,30,,,,,Right,Kinesthetic,FT,nd,5,,,,,,,,,,,
7,Touch,C,AOMIspec,Yes,30,,,,,Right,Kinesthetic,HA,nd,3,,,,,,,,,,,
7,Touch,C,AOMIspec,Yes,30,,,,,Right,Kinesthetic,FT,d,5,,,,,,,,,,,
20,Touch,D,AOMIgen,No,0,Writing,Always right,100,87.5,Right,Visual,FSF,nd,3,9,11,24,8,9,21,Left,1,17.86,21.19333333,17.26333333
20,Touch,D,AOMIgen,No,0,Throwing,Usually right,50,,Right,Visual,TFT,d,3,,,,,,,Left,2,17.51,,
20,Touch,D,AOMIgen,No,0,Toothbrushing,Always right,100,,Right,Visual,FSF,d,2,,,,,,,Left,3,16.42,,
20,Touch,D,AOMIgen,No,0,Spoon,Always right,100,,Right,Visual,TFT,nd,3,,,,,,,Right,1,28.29,,
20,Touch,D,AOMIgen,No,0,,,,,Right,Visual,FTF,0,4,,,,,,,Right,2,18.51,,
20,Touch,D,AOMIgen,No,0,,,,,Right,Visual,HA,d,2,,,,,,,Right,3,16.78,,
20,Touch,D,AOMIgen,No,0,,,,,Right,Visual,FT,nd,3,,,,,,,,,,,
20,Touch,D,AOMIgen,No,0,,,,,Right,Visual,HA,nd,2,,,,,,,,,,,
20,Touch,D,AOMIgen,No,0,,,,,Right,Visual,FT,d,2,,,,,,,,,,,
20,Touch,D,AOMIgen,No,0,,,,,Right,Kinesthetic,FSF,nd,3,,,,,,,,,,,
20,Touch,D,AOMIgen,No,0,,,,,Right,Kinesthetic,TFT,d,4,,,,,,,,,,,
20,Touch,D,AOMIgen,No,0,,,,,Right,Kinesthetic,FSF,d,2,,,,,,,,,,,
20,Touch,D,AOMIgen,No,0,,,,,Right,Kinesthetic,TFT,nd,3,,,,,,,,,,,
20,Touch,D,AOMIgen,No,0,,,,,Right,Kinesthetic,FTF,0,4,,,,,,,,,,,
20,Touch,D,AOMIgen,No,0,,,,,Right,Kinesthetic,HA,d,2,,,,,,,,,,,
20,Touch,D,AOMIgen,No,0,,,,,Right,Kinesthetic,FT,nd,1,,,,,,,,,,,
20,Touch,D,AOMIgen,No,0,,,,,Right,Kinesthetic,HA,nd,2,,,,,,,,,,,
20,Touch,D,AOMIgen,No,0,,,,,Right,Kinesthetic,FT,d,0,,,,,,,,,,,
16,Touch,H,AOMIgen,Yes,30,Writing,Always right,100,75,Right,Visual,FSF,nd,3,17,16,37,16,14,33,Left,1,17.38,17.88666667,16.99333333
16,Touch,H,AOMIgen,Yes,30,Throwing,Usually right,50,,Right,Visual,TFT,d,4,,,,,,,Left,2,16.7,,
16,Touch,H,AOMIgen,Yes,30,Toothbrushing,Always right,100,,Right,Visual,FSF,d,3,,,,,,,Left,3,16.9,,
16,Touch,H,AOMIgen,Yes,30,Spoon,Usually right,50,,Right,Visual,TFT,nd,4,,,,,,,Right,1,20.25,,
16,Touch,H,AOMIgen,Yes,30,,,,,Right,Visual,FTF,0,4,,,,,,,Right,2,17.64,,
16,Touch,H,AOMIgen,Yes,30,,,,,Right,Visual,HA,d,5,,,,,,,Right,3,15.77,,
16,Touch,H,AOMIgen,Yes,30,,,,,Right,Visual,FT,nd,4,,,,,,,,,,,
16,Touch,H,AOMIgen,Yes,30,,,,,Right,Visual,HA,nd,5,,,,,,,,,,,
16,Touch,H,AOMIgen,Yes,30,,,,,Right,Visual,FT,d,5,,,,,,,,,,,
16,Touch,H,AOMIgen,Yes,30,,,,,Right,Kinesthetic,FSF,nd,3,,,,,,,,,,,
16,Touch,H,AOMIgen,Yes,30,,,,,Right,Kinesthetic,TFT,d,4,,,,,,,,,,,
16,Touch,H,AOMIgen,Yes,30,,,,,Right,Kinesthetic,FSF,d,4,,,,,,,,,,,
16,Touch,H,AOMIgen,Yes,30,,,,,Right,Kinesthetic,TFT,nd,3,,,,,,,,,,,
16,Touch,H,AOMIgen,Yes,30,,,,,Right,Kinesthetic,FTF,0,3,,,,,,,,,,,
16,Touch,H,AOMIgen,Yes,30,,,,,Right,Kinesthetic,HA,d,4,,,,,,,,,,,
16,Touch,H,AOMIgen,Yes,30,,,,,Right,Kinesthetic,FT,nd,4,,,,,,,,,,,
16,Touch,H,AOMIgen,Yes,30,,,,,Right,Kinesthetic,HA,nd,4,,,,,,,,,,,
16,Touch,H,AOMIgen,Yes,30,,,,,Right,Kinesthetic,FT,d,4,,,,,,,,,,,
30,Touch,D,AOMIgen,Yes,150,Writing,Always right,100,100,Right,Visual,FSF,nd,4,16,16,35,15,13,30,Left,1,28.72,20.62,23.45
30,Touch,D,AOMIgen,Yes,150,Throwing,Always right,100,,Right,Visual,TFT,d,4,,,,,,,Left,2,21.12,,
30,Touch,D,AOMIgen,Yes,150,Toothbrushing,Always right,100,,Right,Visual,FSF,d,4,,,,,,,Left,3,20.51,,
30,Touch,D,AOMIgen,Yes,150,Spoon,Always right,100,,Right,Visual,TFT,nd,4,,,,,,,Right,1,27.67,,
30,Touch,D,AOMIgen,Yes,150,,,,,Right,Visual,FTF,0,3,,,,,,,Right,2,17.49,,
30,Touch,D,AOMIgen,Yes,150,,,,,Right,Visual,HA,d,4,,,,,,,Right,3,16.7,,
30,Touch,D,AOMIgen,Yes,150,,,,,Right,Visual,FT,nd,4,,,,,,,,,,,
30,Touch,D,AOMIgen,Yes,150,,,,,Right,Visual,HA,nd,4,,,,,,,,,,,
30,Touch,D,AOMIgen,Yes,150,,,,,Right,Visual,FT,d,4,,,,,,,,,,,
30,Touch,D,AOMIgen,Yes,150,,,,,Right,Kinesthetic,FSF,nd,3,,,,,,,,,,,
30,Touch,D,AOMIgen,Yes,150,,,,,Right,Kinesthetic,TFT,d,4,,,,,,,,,,,
30,Touch,D,AOMIgen,Yes,150,,,,,Right,Kinesthetic,FSF,d,3,,,,,,,,,,,
30,Touch,D,AOMIgen,Yes,150,,,,,Right,Kinesthetic,TFT,nd,3,,,,,,,,,,,
30,Touch,D,AOMIgen,Yes,150,,,,,Right,Kinesthetic,FTF,0,2,,,,,,,,,,,
30,Touch,D,AOMIgen,Yes,150,,,,,Right,Kinesthetic,HA,d,4,,,,,,,,,,,
30,Touch,D,AOMIgen,Yes,150,,,,,Right,Kinesthetic,FT,nd,4,,,,,,,,,,,
30,Touch,D,AOMIgen,Yes,150,,,,,Right,Kinesthetic,HA,nd,3,,,,,,,,,,,
30,Touch,D,AOMIgen,Yes,150,,,,,Right,Kinesthetic,FT,d,4,,,,,,,,,,,
18,Touch,B,AOMIgen,Yes,240,Writing,Always right,100,50,Mixed ,Visual,FSF,nd,3,13,13,30,12,16,30,Left,1,17.41,14.69333333,16.68
18,Touch,B,AOMIgen,Yes,240,Throwing,Usually right,50,,Mixed ,Visual,TFT,d,5,,,,,,,Left,2,14.24,,
18,Touch,B,AOMIgen,Yes,240,Toothbrushing,Both Equally ,0,,Mixed ,Visual,FSF,d,4,,,,,,,Left,3,18.39,,
18,Touch,B,AOMIgen,Yes,240,Spoon,Usually right,50,,Mixed ,Visual,TFT,nd,3,,,,,,,Right,1,16.92,,
18,Touch,B,AOMIgen,Yes,240,,,,,Mixed ,Visual,FTF,0,4,,,,,,,Right,2,13.78,,
18,Touch,B,AOMIgen,Yes,240,,,,,Mixed ,Visual,HA,d,2,,,,,,,Right,3,13.38,,
18,Touch,B,AOMIgen,Yes,240,,,,,Mixed ,Visual,FT,nd,4,,,,,,,,,,,
18,Touch,B,AOMIgen,Yes,240,,,,,Mixed ,Visual,HA,nd,3,,,,,,,,,,,
18,Touch,B,AOMIgen,Yes,240,,,,,Mixed ,Visual,FT,d,2,,,,,,,,,,,
18,Touch,B,AOMIgen,Yes,240,,,,,Mixed ,Kinesthetic,FSF,nd,4,,,,,,,,,,,
18,Touch,B,AOMIgen,Yes,240,,,,,Mixed ,Kinesthetic,TFT,d,3,,,,,,,,,,,
18,Touch,B,AOMIgen,Yes,240,,,,,Mixed ,Kinesthetic,FSF,d,2,,,,,,,,,,,
18,Touch,B,AOMIgen,Yes,240,,,,,Mixed ,Kinesthetic,TFT,nd,5,,,,,,,,,,,
18,Touch,B,AOMIgen,Yes,240,,,,,Mixed ,Kinesthetic,FTF,0,2,,,,,,,,,,,
18,Touch,B,AOMIgen,Yes,240,,,,,Mixed ,Kinesthetic,HA,d,3,,,,,,,,,,,
18,Touch,B,AOMIgen,Yes,240,,,,,Mixed ,Kinesthetic,FT,nd,4,,,,,,,,,,,
18,Touch,B,AOMIgen,Yes,240,,,,,Mixed ,Kinesthetic,HA,nd,3,,,,,,,,,,,
18,Touch,B,AOMIgen,Yes,240,,,,,Mixed ,Kinesthetic,FT,d,4,,,,,,,,,,,
26,Touch,H,AOMIgen,Yes,120,Writing,Always right,100,75,Right,Visual,FSF,nd,3,17,16,38,20,20,45,Left,1,23.27,18.245,21.92
26,Touch,H,AOMIgen,Yes,120,Throwing,Usually right,50,,Right,Visual,TFT,d,4,,,,,,,Left,2,21.9,,
26,Touch,H,AOMIgen,Yes,120,Toothbrushing,Usually right,50,,Right,Visual,FSF,d,4,,,,,,,Left,3,20.59,,
26,Touch,H,AOMIgen,Yes,120,Spoon,Always right,100,,Right,Visual,TFT,nd,4,,,,,,,Right,1,-35.64,,
26,Touch,H,AOMIgen,Yes,120,,,,,Right,Visual,FTF,0,5,,,,,,,Right,2,18.48,,
26,Touch,H,AOMIgen,Yes,120,,,,,Right,Visual,HA,d,5,,,,,,,Right,3,18.01,,
26,Touch,H,AOMIgen,Yes,120,,,,,Right,Visual,FT,nd,4,,,,,,,,,,,
26,Touch,H,AOMIgen,Yes,120,,,,,Right,Visual,HA,nd,5,,,,,,,,,,,
26,Touch,H,AOMIgen,Yes,120,,,,,Right,Visual,FT,d,4,,,,,,,,,,,
26,Touch,H,AOMIgen,Yes,120,,,,,Right,Kinesthetic,FSF,nd,5,,,,,,,,,,,
26,Touch,H,AOMIgen,Yes,120,,,,,Right,Kinesthetic,TFT,d,5,,,,,,,,,,,
26,Touch,H,AOMIgen,Yes,120,,,,,Right,Kinesthetic,FSF,d,5,,,,,,,,,,,
26,Touch,H,AOMIgen,Yes,120,,,,,Right,Kinesthetic,TFT,nd,5,,,,,,,,,,,
26,Touch,H,AOMIgen,Yes,120,,,,,Right,Kinesthetic,FTF,0,5,,,,,,,,,,,
26,Touch,H,AOMIgen,Yes,120,,,,,Right,Kinesthetic,HA,d,5,,,,,,,,,,,
26,Touch,H,AOMIgen,Yes,120,,,,,Right,Kinesthetic,FT,nd,5,,,,,,,,,,,
26,Touch,H,AOMIgen,Yes,120,,,,,Right,Kinesthetic,HA,nd,5,,,,,,,,,,,
26,Touch,H,AOMIgen,Yes,120,,,,,Right,Kinesthetic,FT,d,5,,,,,,,,,,,
25,Touch,C,AOMIspec,Yes,300,Writing,Always right,100,75,Right,Visual,FSF,nd,3,16,13,33,11,12,26,Left,1,21.19,17.34,20.92333333
25,Touch,C,AOMIspec,Yes,300,Throwing,Usually right,50,,Right,Visual,TFT,d,3,,,,,,,Left,2,22.28,,
25,Touch,C,AOMIspec,Yes,300,Toothbrushing,Always right,100,,Right,Visual,FSF,d,4,,,,,,,Left,3,19.3,,
25,Touch,C,AOMIspec,Yes,300,Spoon,Usually right,50,,Right,Visual,TFT,nd,3,,,,,,,Right,1,20.4,,
25,Touch,C,AOMIspec,Yes,300,,,,,Right,Visual,FTF,0,4,,,,,,,Right,2,15.49,,
25,Touch,C,AOMIspec,Yes,300,,,,,Right,Visual,HA,d,5,,,,,,,Right,3,16.13,,
25,Touch,C,AOMIspec,Yes,300,,,,,Right,Visual,FT,nd,4,,,,,,,,,,,
25,Touch,C,AOMIspec,Yes,300,,,,,Right,Visual,HA,nd,3,,,,,,,,,,,
25,Touch,C,AOMIspec,Yes,300,,,,,Right,Visual,FT,d,4,,,,,,,,,,,
25,Touch,C,AOMIspec,Yes,300,,,,,Right,Kinesthetic,FSF,nd,2,,,,,,,,,,,
25,Touch,C,AOMIspec,Yes,300,,,,,Right,Kinesthetic,TFT,d,3,,,,,,,,,,,
25,Touch,C,AOMIspec,Yes,300,,,,,Right,Kinesthetic,FSF,d,2,,,,,,,,,,,
25,Touch,C,AOMIspec,Yes,300,,,,,Right,Kinesthetic,TFT,nd,2,,,,,,,,,,,
25,Touch,C,AOMIspec,Yes,300,,,,,Right,Kinesthetic,FTF,0,3,,,,,,,,,,,
25,Touch,C,AOMIspec,Yes,300,,,,,Right,Kinesthetic,HA,d,3,,,,,,,,,,,
25,Touch,C,AOMIspec,Yes,300,,,,,Right,Kinesthetic,FT,nd,4,,,,,,,,,,,
25,Touch,C,AOMIspec,Yes,300,,,,,Right,Kinesthetic,HA,nd,4,,,,,,,,,,,
25,Touch,C,AOMIspec,Yes,300,,,,,Right,Kinesthetic,FT,d,3,,,,,,,,,,,
4,Touch,A,AOMIspec,Yes,120,Writing,Always right,100,,Right,Visual,FSF,nd,2,11,9,21,4,5,10,Left,1,18.35,17.59333333,17.10666667
4,Touch,A,AOMIspec,Yes,121,Throwing,Always right,100,,Right,Visual,TFT,d,3,,,,,,,Left,2,17.27,,
4,Touch,A,AOMIspec,Yes,122,Toothbrushing,Always right,100,,Right,Visual,FSF,d,2,,,,,,,Left,3,15.7,,
4,Touch,A,AOMIspec,Yes,123,Spoon,Always right,100,,Right,Visual,TFT,nd,3,,,,,,,Right,1,17.31,,
4,Touch,A,AOMIspec,Yes,124,,,,,Right,Visual,FTF,0,1,,,,,,,Right,2,16.38,,
4,Touch,A,AOMIspec,Yes,125,,,,,Right,Visual,HA,d,4,,,,,,,Right,3,19.09,,
4,Touch,A,AOMIspec,Yes,126,,,,,Right,Visual,FT,nd,1,,,,,,,,,,,
4,Touch,A,AOMIspec,Yes,127,,,,,Right,Visual,HA,nd,3,,,,,,,,,,,
4,Touch,A,AOMIspec,Yes,128,,,,,Right,Visual,FT,d,2,,,,,,,,,,,
4,Touch,A,AOMIspec,Yes,129,,,,,Right,Kinesthetic,FSF,nd,1,,,,,,,,,,,
4,Touch,A,AOMIspec,Yes,130,,,,,Right,Kinesthetic,TFT,d,1,,,,,,,,,,,
4,Touch,A,AOMIspec,Yes,131,,,,,Right,Kinesthetic,FSF,d,1,,,,,,,,,,,
4,Touch,A,AOMIspec,Yes,132,,,,,Right,Kinesthetic,TFT,nd,1,,,,,,,,,,,
4,Touch,A,AOMIspec,Yes,133,,,,,Right,Kinesthetic,FTF,0,1,,,,,,,,,,,
4,Touch,A,AOMIspec,Yes,134,,,,,Right,Kinesthetic,HA,d,1,,,,,,,,,,,
4,Touch,A,AOMIspec,Yes,135,,,,,Right,Kinesthetic,FT,nd,2,,,,,,,,,,,
4,Touch,A,AOMIspec,Yes,136,,,,,Right,Kinesthetic,HA,nd,1,,,,,,,,,,,
4,Touch,A,AOMIspec,Yes,137,,,,,Right,Kinesthetic,FT,d,1,,,,,,,,,,,
24,Touch,E,AOMIspec,Yes,30,Writing,Always left,-100,-50,Mixed ,Visual,FSF,nd,5,19,20,43,10,9,22,Left,1,25.68,27.44,21.42666667
24,Touch,E,AOMIspec,Yes,30,Throwing,Usually left,-50,,Mixed ,Visual,TFT,d,5,,,,,,,Left,2,19.76,,
24,Touch,E,AOMIspec,Yes,30,Toothbrushing,Always left,-100,,Mixed ,Visual,FSF,d,5,,,,,,,Left,3,18.84,,
24,Touch,E,AOMIspec,Yes,30,Spoon,Usually right,50,,Mixed ,Visual,TFT,nd,5,,,,,,,Right,1,27.41,,
24,Touch,E,AOMIspec,Yes,30,,,,,Mixed ,Visual,FTF,0,4,,,,,,,Right,2,26.65,,
24,Touch,E,AOMIspec,Yes,30,,,,,Mixed ,Visual,HA,d,4,,,,,,,Right,3,28.26,,
24,Touch,E,AOMIspec,Yes,30,,,,,Mixed ,Visual,FT,nd,5,,,,,,,,,,,
24,Touch,E,AOMIspec,Yes,30,,,,,Mixed ,Visual,HA,nd,5,,,,,,,,,,,
24,Touch,E,AOMIspec,Yes,30,,,,,Mixed ,Visual,FT,d,5,,,,,,,,,,,
24,Touch,E,AOMIspec,Yes,30,,,,,Mixed ,Kinesthetic,FSF,nd,2,,,,,,,,,,,
24,Touch,E,AOMIspec,Yes,30,,,,,Mixed ,Kinesthetic,TFT,d,3,,,,,,,,,,,
24,Touch,E,AOMIspec,Yes,30,,,,,Mixed ,Kinesthetic,FSF,d,2,,,,,,,,,,,
24,Touch,E,AOMIspec,Yes,30,,,,,Mixed ,Kinesthetic,TFT,nd,2,,,,,,,,,,,
24,Touch,E,AOMIspec,Yes,30,,,,,Mixed ,Kinesthetic,FTF,0,3,,,,,,,,,,,
24,Touch,E,AOMIspec,Yes,30,,,,,Mixed ,Kinesthetic,HA,d,2,,,,,,,,,,,
24,Touch,E,AOMIspec,Yes,30,,,,,Mixed ,Kinesthetic,FT,nd,3,,,,,,,,,,,
24,Touch,E,AOMIspec,Yes,30,,,,,Mixed ,Kinesthetic,HA,nd,2,,,,,,,,,,,
24,Touch,E,AOMIspec,Yes,30,,,,,Mixed ,Kinesthetic,FT,d,3,,,,,,,,,,,
38,Touch,F,AOMIgen,No,0,Writing,Always right,100,87.5,Right,Visual,FSF,nd,4,14,16,33,7,7,16,Left,1,20.27,12.21,19.33
38,Touch,F,AOMIgen,No,0,Throwing,Usually right,50,,Right,Visual,TFT,d,3,,,,,,,Left,2,17.6,,
38,Touch,F,AOMIgen,No,0,Toothbrushing,Always right,100,,Right,Visual,FSF,d,4,,,,,,,Left,3,20.12,,
38,Touch,F,AOMIgen,No,0,Spoon,Always right,100,,Right,Visual,TFT,nd,4,,,,,,,Right,1,-36.8,,
38,Touch,F,AOMIgen,No,0,,,,,Right,Visual,FTF,0,3,,,,,,,Right,2,12.61,,
38,Touch,F,AOMIgen,No,0,,,,,Right,Visual,HA,d,3,,,,,,,Right,3,11.81,,
38,Touch,F,AOMIgen,No,0,,,,,Right,Visual,FT,nd,4,,,,,,,,,,,
38,Touch,F,AOMIgen,No,0,,,,,Right,Visual,HA,nd,4,,,,,,,,,,,
38,Touch,F,AOMIgen,No,0,,,,,Right,Visual,FT,d,4,,,,,,,,,,,
38,Touch,F,AOMIgen,No,0,,,,,Right,Kinesthetic,FSF,nd,1,,,,,,,,,,,
38,Touch,F,AOMIgen,No,0,,,,,Right,Kinesthetic,TFT,d,2,,,,,,,,,,,
38,Touch,F,AOMIgen,No,0,,,,,Right,Kinesthetic,FSF,d,1,,,,,,,,,,,
38,Touch,F,AOMIgen,No,0,,,,,Right,Kinesthetic,TFT,nd,2,,,,,,,,,,,
38,Touch,F,AOMIgen,No,0,,,,,Right,Kinesthetic,FTF,0,2,,,,,,,,,,,
38,Touch,F,AOMIgen,No,0,,,,,Right,Kinesthetic,HA,d,2,,,,,,,,,,,
38,Touch,F,AOMIgen,No,0,,,,,Right,Kinesthetic,FT,nd,2,,,,,,,,,,,
38,Touch,F,AOMIgen,No,0,,,,,Right,Kinesthetic,HA,nd,2,,,,,,,,,,,
38,Touch,F,AOMIgen,No,0,,,,,Right,Kinesthetic,FT,d,2,,,,,,,,,,,
32,Touch,G,AOMIspec,No,0,Writing,Always right,100,100,Right,Visual,FSF,nd,3,5,6,12,7,7,15,Left,1,26.54,17.48666667,21.54333333
32,Touch,G,AOMIspec,No,0,Throwing,Always right,100,,Right,Visual,TFT,d,1,,,,,,,Left,2,20.47,,
32,Touch,G,AOMIspec,No,0,Toothbrushing,Always right,100,,Right,Visual,FSF,d,1,,,,,,,Left,3,17.62,,
32,Touch,G,AOMIspec,No,0,Spoon,Always right,100,,Right,Visual,TFT,nd,1,,,,,,,Right,1,18.58,,
32,Touch,G,AOMIspec,No,0,,,,,Right,Visual,FTF,0,1,,,,,,,Right,2,17.58,,
32,Touch,G,AOMIspec,No,0,,,,,Right,Visual,HA,d,2,,,,,,,Right,3,16.3,,
32,Touch,G,AOMIspec,No,0,,,,,Right,Visual,FT,nd,1,,,,,,,,,,,
32,Touch,G,AOMIspec,No,0,,,,,Right,Visual,HA,nd,1,,,,,,,,,,,
32,Touch,G,AOMIspec,No,0,,,,,Right,Visual,FT,d,1,,,,,,,,,,,
32,Touch,G,AOMIspec,No,0,,,,,Right,Kinesthetic,FSF,nd,2,,,,,,,,,,,
32,Touch,G,AOMIspec,No,0,,,,,Right,Kinesthetic,TFT,d,1,,,,,,,,,,,
32,Touch,G,AOMIspec,No,0,,,,,Right,Kinesthetic,FSF,d,2,,,,,,,,,,,
32,Touch,G,AOMIspec,No,0,,,,,Right,Kinesthetic,TFT,nd,2,,,,,,,,,,,
32,Touch,G,AOMIspec,No,0,,,,,Right,Kinesthetic,FTF,0,1,,,,,,,,,,,
32,Touch,G,AOMIspec,No,0,,,,,Right,Kinesthetic,HA,d,2,,,,,,,,,,,
32,Touch,G,AOMIspec,No,0,,,,,Right,Kinesthetic,FT,nd,2,,,,,,,,,,,
32,Touch,G,AOMIspec,No,0,,,,,Right,Kinesthetic,HA,nd,1,,,,,,,,,,,
32,Touch,G,AOMIspec,No,0,,,,,Right,Kinesthetic,FT,d,2,,,,,,,,,,,
23,Touch,B,AOMIgen,No,0,Writing,Always right,100,100,Right,Visual,FSF,nd,3,9,9,21,8,8,17,Left,1,23.51,17.19,20.21
23,Touch,B,AOMIgen,No,0,Throwing,Always right,100,,Right,Visual,TFT,d,1,,,,,,,Left,2,18.94,,
23,Touch,B,AOMIgen,No,0,Toothbrushing,Always right,100,,Right,Visual,FSF,d,3,,,,,,,Left,3,18.18,,
23,Touch,B,AOMIgen,No,0,Spoon,Always right,100,,Right,Visual,TFT,nd,2,,,,,,,Right,1,19.03,,
23,Touch,B,AOMIgen,No,0,,,,,Right,Visual,FTF,0,3,,,,,,,Right,2,15.9,,
23,Touch,B,AOMIgen,No,0,,,,,Right,Visual,HA,d,2,,,,,,,Right,3,16.64,,
23,Touch,B,AOMIgen,No,0,,,,,Right,Visual,FT,nd,2,,,,,,,,,,,
23,Touch,B,AOMIgen,No,0,,,,,Right,Visual,HA,nd,2,,,,,,,,,,,
23,Touch,B,AOMIgen,No,0,,,,,Right,Visual,FT,d,3,,,,,,,,,,,
23,Touch,B,AOMIgen,No,0,,,,,Right,Kinesthetic,FSF,nd,2,,,,,,,,,,,
23,Touch,B,AOMIgen,No,0,,,,,Right,Kinesthetic,TFT,d,2,,,,,,,,,,,
23,Touch,B,AOMIgen,No,0,,,,,Right,Kinesthetic,FSF,d,2,,,,,,,,,,,
23,Touch,B,AOMIgen,No,0,,,,,Right,Kinesthetic,TFT,nd,2,,,,,,,,,,,
23,Touch,B,AOMIgen,No,0,,,,,Right,Kinesthetic,FTF,0,1,,,,,,,,,,,
23,Touch,B,AOMIgen,No,0,,,,,Right,Kinesthetic,HA,d,1,,,,,,,,,,,
23,Touch,B,AOMIgen,No,0,,,,,Right,Kinesthetic,FT,nd,3,,,,,,,,,,,
23,Touch,B,AOMIgen,No,0,,,,,Right,Kinesthetic,HA,nd,1,,,,,,,,,,,
23,Touch,B,AOMIgen,No,0,,,,,Right,Kinesthetic,FT,d,3,,,,,,,,,,,
36,Touch,E,AOMIspec,No,0,Writing,Always right,100,100,Right,Visual,FSF,nd,4,18,18,40,6,7,14,Left,1,17.96,13.90666667,16.15333333
36,Touch,E,AOMIspec,,,Throwing,Always right,100,,Right,Visual,TFT,d,5,,,,,,,Left,2,14.44,,
36,Touch,E,AOMIspec,,,Toothbrushing,Always right,100,,Right,Visual,FSF,d,4,,,,,,,Left,3,16.06,,
