participantID,Trial,Number,Speed,Adjacency_combined,R,RNG,NSQ,RNG2,Coupon,TPI,Repetition gap (mean)
20,19,8,slow,,,,,,,,
20,19,10,slow,,,,,,,,
20,19,1,slow,,,,,,,,
20,19,3,slow,,,,,,,,
20,19,6,slow,,,,,,,,
20,19,8,slow,,,,,,,,
20,19,9,slow,,,,,,,,
20,19,1,slow,,,,,,,,
20,19,5,slow,,,,,,,,
20,19,7,slow,,,,,,,,
20,19,10,slow,,,,,,,,
20,,,,,,,,,,,
20,20,1,fast,20.00%,30.10%,0,95.96%,0,5+,50.00%,0
20,20,3,fast,,,,,,,,
20,20,5,fast,,,,,,,,
20,20,9,fast,,,,,,,,
20,20,8,fast,,,,,,,,
20,,,,,,,,,,,
20,21,4,slow,15.38%,7.13%,0,87.88%,0.25,13+,95.45%,7
20,21,7,slow,,,,,,,,
20,21,9,slow,,,,,,,,
20,21,8,slow,,,,,,,,
20,21,10,slow,,,,,,,,
20,21,1,slow,,,,,,,,
20,21,4,slow,,,,,,,,
20,21,6,slow,,,,,,,,
20,21,9,slow,,,,,,,,
20,21,3,slow,,,,,,,,
20,21,7,slow,,,,,,,,
20,21,10,slow,,,,,,,,
20,21,5,slow,,,,,,,,
20,,,,,,,,,,,
20,22,1,slow,12.50%,7.35%,0.41%,87.88%,0.00%,16+,75.00%,7.57
20,22,5,slow,,,,,,,,
20,22,7,slow,,,,,,,,
20,22,9,slow,,,,,,,,
20,22,8,slow,,,,,,,,
20,22,10,slow,,,,,,,,
20,22,3,slow,,,,,,,,
20,22,1,slow,,,,,,,,
20,22,6,slow,,,,,,,,
20,22,9,slow,,,,,,,,
20,22,8,slow,,,,,,,,
20,22,4,slow,,,,,,,,
20,22,7,slow,,,,,,,,
20,22,10,slow,,,,,,,,
20,22,3,slow,,,,,,,,
20,22,1,slow,,,,,,,,
20,,,,,,,,,,,
20,23,1,fast,0.00%,30.10%,0,95.96%,0,5+,50.00%,0
20,23,7,fast,,,,,,,,
20,23,10,fast,,,,,,,,
20,23,8,fast,,,,,,,,
20,23,4,fast,,,,,,,,
20,,,,,,,,,,,
20,24,3,fast,16.67%,22.18%,0,94.95%,0,6+,112.50%,0
20,24,5,fast,,,,,,,,
20,24,9,fast,,,,,,,,
20,24,8,fast,,,,,,,,
20,24,10,fast,,,,,,,,
20,24,7,fast,,,,,,,,
20,,,,,,,,,,,
20,25,3,slow,12.50%,7.35%,0.2711,86.87%,0,16+,85.71%,5.57
20,25,8,slow,,,,,,,,
20,25,10,slow,,,,,,,,
20,25,7,slow,,,,,,,,
20,25,1,slow,,,,,,,,
20,25,5,slow,,,,,,,,
20,25,7,slow,,,,,,,,
20,25,6,slow,,,,,,,,
20,25,10,slow,,,,,,,,
20,25,2,slow,,,,,,,,
20,25,4,slow,,,,,,,,
20,25,6,slow,,,,,,,,
20,25,10,slow,,,,,,,,
20,25,8,slow,,,,,,,,
20,25,2,slow,,,,,,,,
20,25,4,slow,,,,,,,,
20,,,,,,,,,,,
20,26,6,slow,6.25%,5.93%,0,84.85%,0,16+,64.29%,8.43
20,26,10,slow,,,,,,,,
20,26,8,slow,,,,,,,,
20,26,7,slow,,,,,,,,
20,26,4,slow,,,,,,,,
20,26,1,slow,,,,,,,,
20,26,5,slow,,,,,,,,
20,26,7,slow,,,,,,,,
20,26,9,slow,,,,,,,,
20,26,2,slow,,,,,,,,
20,26,4,slow,,,,,,,,
20,26,8,slow,,,,,,,,
20,26,10,slow,,,,,,,,
20,26,1,slow,,,,,,,,
20,26,6,slow,,,,,,,,
20,26,9,slow,,,,,,,,
20,,,,,,,,,,,
20,27,5,fast,0.00%,22.18%,0,94.95%,0,6+,112.50%,0
20,27,10,fast,,,,,,,,
20,27,8,fast,,,,,,,,
20,27,2,fast,,,,,,,,
20,27,4,fast,,,,,,,,
20,27,1,fast,,,,,,,,
20,,,,,,,,,,,
20,28,1,slow,21.43%,11.19%,0.1667,87.88%,0,14+,75.00%,6.83
20,28,6,slow,,,,,,,,
20,28,9,slow,,,,,,,,
20,28,8,slow,,,,,,,,
20,28,7,slow,,,,,,,,
20,28,2,slow,,,,,,,,
20,28,4,slow,,,,,,,,
20,28,10,slow,,,,,,,,
20,28,6,slow,,,,,,,,
20,28,2,slow,,,,,,,,
20,28,1,slow,,,,,,,,
20,28,8,slow,,,,,,,,
20,28,4,slow,,,,,,,,
20,28,10,slow,,,,,,,,
20,,,,,,,,,,,
20,29,1,slow,18.75%,12.53%,0,84.85%,0,16+,96.43%,6.13
20,29,6,slow,,,,,,,,
20,29,9,slow,,,,,,,,
20,29,4,slow,,,,,,,,
20,29,2,slow,,,,,,,,
20,29,6,slow,,,,,,,,
20,29,5,slow,,,,,,,,
20,29,9,slow,,,,,,,,
20,29,6,slow,,,,,,,,
20,29,1,slow,,,,,,,,
20,29,2,slow,,,,,,,,
20,29,10,slow,,,,,,,,
20,29,4,slow,,,,,,,,
20,29,7,slow,,,,,,,,
20,29,5,slow,,,,,,,,
20,29,2,slow,,,,,,,,
20,,,,,,,,,,,
20,30,2,fast,50.00%,32.22%,0,94.95%,0,6+,112.50%,3
20,30,6,fast,,,,,,,,
20,30,5,fast,,,,,,,,
20,30,7,fast,,,,,,,,
20,30,6,fast,,,,,,,,
20,30,1,fast,,,,,,,,
4,practice 1,5,slow,,,,,,,,
4,practice 1,2,slow,,,,,,,,
4,practice 1,1,slow,,,,,,,,
4,practice 1,3,slow,,,,,,,,
4,practice 1,4,slow,,,,,,,,
4,practice 1,6,slow,,,,,,,,
4,practice 1,8,slow,,,,,,,,
4,practice 1,2,slow,,,,,,,,
4,practice 1,1,slow,,,,,,,,
4,practice 1,5,slow,,,,,,,,
4,practice 1,9,slow,,,,,,,,
4,practice 1,7,slow,,,,,,,,
4,practice 1,6,slow,,,,,,,,
4,practice 1,2,slow,,,,,,,,
4,practice 1,3,slow,,,,,,,,
4,practice 1,1,slow,,,,,,,,
4,practice 1,8,slow,,,,,,,,
4,,,,,,,,,,,
4,practice 2,2,fast,,,,,,,,
4,practice 3,4,fast,,,,,,,,
4,practice 4,6,fast,,,,,,,,
4,practice 5,9,fast,,,,,,,,
4,practice 6,1,fast,,,,,,,,
4,practice 7,3,fast,,,,,,,,
4,,,,,,,,,,,
4,1,7,fast,33.33%,22.18%,0,94.95%,0,6+,112.50%,0
4,1,8,fast,,,,,,,,
4,1,2,fast,,,,,,,,
4,1,1,fast,,,,,,,,
4,1,10,fast,,,,,,,,
4,1,5,fast,,,,,,,,
4,,,,,,,,,,,
4,2,4,fast,16.67%,32.22%,0,94.95%,0,6+,75.00%,4
4,2,2,fast,,,,,,,,
4,2,6,fast,,,,,,,,
4,2,7,fast,,,,,,,,
4,2,4,fast,,,,,,,,
4,2,1,fast,,,,,,,,
4,,,,,,,,,,,
4,3,2,slow,16.67%,7.10%,0.205,84.85%,0.1025,18+%,56.25%,7.22
4,3,3,slow,,,,,,,,
4,3,8,slow,,,,,,,,
4,3,10,slow,,,,,,,,
4,3,1,slow,,,,,,,,
4,3,4,slow,,,,,,,,
4,3,6,slow,,,,,,,,
4,3,10,slow,,,,,,,,
4,3,9,slow,,,,,,,,
4,3,7,slow,,,,,,,,
4,3,1,slow,,,,,,,,
4,3,4,slow,,,,,,,,
4,3,6,slow,,,,,,,,
4,3,8,slow,,,,,,,,
4,3,4,slow,,,,,,,,
4,3,3,slow,,,,,,,,
4,3,1,slow,,,,,,,,
4,3,9,slow,,,,,,,,
4,,,,,,,,,,,
4,4,2,fast,16.67%,32.22%,0,94.95%,0,6+,112.50%,5
4,4,9,fast,,,,,,,,
4,4,1,fast,,,,,,,,
4,4,3,fast,,,,,,,,
4,4,4,fast,,,,,,,,
4,4,2,fast,,,,,,,,
4,,,,,,,,,,,
4,5,1,slow,27.78%,7.10%,0.205,84.85%,0,18+,56.25%,7.78
4,5,10,slow,,,,,,,,
4,5,8,slow,,,,,,,,
4,5,7,slow,,,,,,,,
4,5,4,slow,,,,,,,,
4,5,3,slow,,,,,,,,
4,5,1,slow,,,,,,,,
4,5,2,slow,,,,,,,,
4,5,5,slow,,,,,,,,
4,5,6,slow,,,,,,,,
4,5,8,slow,,,,,,,,
4,5,10,slow,,,,,,,,
4,5,2,slow,,,,,,,,
4,5,4,slow,,,,,,,,
4,5,5,slow,,,,,,,,
4,5,3,slow,,,,,,,,
4,5,1,slow,,,,,,,,
4,5,10,slow,,,,,,,,
4,,,,,,,,,,,
4,6,2,slow,16.67%,2.49%,0.2387,84.85%,0.1194,12,112.50%,8.25
4,6,8,slow,,,,,,,,
4,6,1,slow,,,,,,,,
4,6,3,slow,,,,,,,,
4,6,5,slow,,,,,,,,
4,6,2,slow,,,,,,,,
4,6,9,slow,,,,,,,,
4,6,6,slow,,,,,,,,
4,6,5,slow,,,,,,,,
4,6,7,slow,,,,,,,,
4,6,4,slow,,,,,,,,
4,6,10,slow,,,,,,,,
4,6,9,slow,,,,,,,,
4,6,1,slow,,,,,,,,
4,6,8,slow,,,,,,,,
4,6,4,slow,,,,,,,,
4,6,3,slow,,,,,,,,
4,6,5,slow,,,,,,,,
4,,,,,,,,,,,
4,7,2,slow,29.41%,11.50%,0.1025,84.85%,0.205,17+,70.00%,6.67
4,7,5,slow,,,,,,,,
4,7,7,slow,,,,,,,,
4,7,7,slow,,,,,,,,
4,7,8,slow,,,,,,,,
4,7,9,slow,,,,,,,,
4,7,10,slow,,,,,,,,
4,7,1,slow,,,,,,,,
4,7,5,slow,,,,,,,,
4,7,4,slow,,,,,,,,
4,7,2,slow,,,,,,,,
4,7,1,slow,,,,,,,,
4,7,8,slow,,,,,,,,
4,7,4,slow,,,,,,,,
4,7,2,slow,,,,,,,,
4,7,10,slow,,,,,,,,
4,7,7,slow,,,,,,,,
4,,,,,,,,,,,
4,8,8,fast,33.33%,22.18%,0,94.95%,0,6+,112.50%,0
4,8,1,fast,,,,,,,,
4,8,5,fast,,,,,,,,
4,8,7,fast,,,,,,,,
4,8,6,fast,,,,,,,,
4,8,9,fast,,,,,,,,
4,,,,,,,,,,,
4,9,10,fast,50.00%,22.18%,0,94.95%,0,6+,75.00%,0
4,9,2,fast,,,,,,,,
4,9,1,fast,,,,,,,,
4,9,7,fast,,,,,,,,
4,9,6,fast,,,,,,,,
4,9,5,fast,,,,,,,,
4,,,,,,,,,,,
4,10,10,slow,23.53%,7.96%,0.1142,84.85%,0,17+,100.00%,6.5
4,10,1,slow,,,,,,,,
4,10,7,slow,,,,,,,,
4,10,7,slow,,,,,,,,
4,10,6,slow,,,,,,,,
4,10,4,slow,,,,,,,,
4,10,3,slow,,,,,,,,
4,10,10,slow,,,,,,,,
4,10,7,slow,,,,,,,,
4,10,9,slow,,,,,,,,
4,10,10,slow,,,,,,,,
4,10,1,slow,,,,,,,,
4,10,3,slow,,,,,,,,
4,10,4,slow,,,,,,,,
4,10,2,slow,,,,,,,,
4,10,8,slow,,,,,,,,
4,10,6,slow,,,,,,,,
4,,,,,,,,,,,
4,11,5,fast,33.33%,22.18%,0,94.95%,0,6+,75.00%,0
4,11,2,fast,,,,,,,,
4,11,1,fast,,,,,,,,
4,11,7,fast,,,,,,,,
4,11,10,fast,,,,,,,,
4,11,6,fast,,,,,,,,
4,,,,,,,,,,,
4,12,8,fast,28.57%,15.49%,0,93.94%,0,7+,90.00%,0
4,12,1,fast,,,,,,,,
4,12,7,fast,,,,,,,,
4,12,3,fast,,,,,,,,
4,12,5,fast,,,,,,,,
4,12,6,fast,,,,,,,,
4,12,9,fast,,,,,,,,
4,,,,,,,,,,,
4,13,2,fast,0.00%,15.49%,0,93.94%,0,7+,90.00%,0
4,13,8,fast,,,,,,,,
4,13,5,fast,,,,,,,,
4,13,3,fast,,,,,,,,
4,13,1,fast,,,,,,,,
4,13,10,fast,,,,,,,,
4,13,6,fast,,,,,,,,
4,,,,,,,,,,,
4,14,2,fast,28.57%,15.49%,0,93.94%,0,7+,120.00%,0
4,14,9,fast,,,,,,,,
4,14,10,fast,,,,,,,,
4,14,1,fast,,,,,,,,
4,14,4,fast,,,,,,,,
4,14,3,fast,,,,,,,,
4,14,8,fast,,,,,,,,
4,,,,,,,,,,,
4,15,1,fast,28.57%,15.49%,0,93.94%,0,7+,90.00%,0
4,15,5,fast,,,,,,,,
4,15,6,fast,,,,,,,,
4,15,2,fast,,,,,,,,
4,15,4,fast,,,,,,,,
4,15,10,fast,,,,,,,,
4,15,9,fast,,,,,,,,
4,,,,,,,,,,,
4,16,2,fast,14.29%,24.09%,0,93.94%,0,7+,90.00%,3
4,16,8,fast,,,,,,,,
4,16,1,fast,,,,,,,,
4,16,4,fast,,,,,,,,
4,16,6,fast,,,,,,,,
4,16,7,fast,,,,,,,,
4,16,4,fast,,,,,,,,
4,,,,,,,,,,,
4,17,10,slow,10.53%,3.04%,0.1025,82.83%,0,17,105.88%,8
4,17,1,slow,,,,,,,,
4,17,2,slow,,,,,,,,
4,17,4,slow,,,,,,,,
4,17,8,slow,,,,,,,,
4,17,4,slow,,,,,,,,
4,17,6,slow,,,,,,,,
4,17,1,slow,,,,,,,,
4,17,3,slow,,,,,,,,
4,17,5,slow,,,,,,,,
4,17,2,slow,,,,,,,,
4,17,8,slow,,,,,,,,
4,17,10,slow,,,,,,,,
4,17,1,slow,,,,,,,,
4,17,9,slow,,,,,,,,
4,17,3,slow,,,,,,,,
4,17,7,slow,,,,,,,,
4,17,6,slow,,,,,,,,
4,17,4,slow,,,,,,,,
4,,,,,,,,,,,
4,18,2,slow,10.53%,1.84%,0,81.82%,0.1066,16,105.88%,8.33
4,18,10,slow,,,,,,,,
4,18,8,slow,,,,,,,,
4,18,1,slow,,,,,,,,
4,18,4,slow,,,,,,,,
4,18,3,slow,,,,,,,,
4,18,7,slow,,,,,,,,
4,18,4,slow,,,,,,,,
4,18,6,slow,,,,,,,,
4,18,10,slow,,,,,,,,
4,18,9,slow,,,,,,,,
4,18,1,slow,,,,,,,,
4,18,3,slow,,,,,,,,
4,18,9,slow,,,,,,,,
4,18,2,slow,,,,,,,,
4,18,5,slow,,,,,,,,
4,18,7,slow,,,,,,,,
4,18,1,slow,,,,,,,,
4,18,8,slow,,,,,,,,
4,,,,,,,,,,,
4,19,2,fast,33.33%,22.18%,0,94.95%,0,6+,75.00%,0
4,19,10,fast,,,,,,,,
4,19,9,fast,,,,,,,,
4,19,1,fast,,,,,,,,
4,19,4,fast,,,,,,,,
4,19,5,fast,,,,,,,,
4,,,,,,,,,,,
4,20,7,slow,20.00%,9.43%,0.2572,93.84%,0.0761,20+,83.33%,6.91
4,20,4,slow,,,,,,,,
4,20,1,slow,,,,,,,,
4,20,2,slow,,,,,,,,
4,20,8,slow,,,,,,,,
4,20,9,slow,,,,,,,,
4,20,10,slow,,,,,,,,
4,20,1,slow,,,,,,,,
4,20,5,slow,,,,,,,,
4,20,4,slow,,,,,,,,
4,20,2,slow,,,,,,,,
4,20,6,slow,,,,,,,,
4,20,1,slow,,,,,,,,
4,20,10,slow,,,,,,,,
4,20,7,slow,,,,,,,,
4,20,4,slow,,,,,,,,
4,20,8,slow,,,,,,,,
4,20,10,slow,,,,,,,,
4,20,7,slow,,,,,,,,
4,20,4,slow,,,,,,,,
4,,,,,,,,,,,
4,21,2,slow,20.00%,13.18%,0.1391,82.83%,0.2087,20+,100.00%,6.67
4,21,4,slow,,,,,,,,
4,21,9,slow,,,,,,,,
4,21,1,slow,,,,,,,,
4,21,10,slow,,,,,,,,
4,21,3,slow,,,,,,,,
4,21,1,slow,,,,,,,,
4,21,4,slow,,,,,,,,
4,21,2,slow,,,,,,,,
4,21,1,slow,,,,,,,,
4,21,7,slow,,,,,,,,
4,21,4,slow,,,,,,,,
4,21,3,slow,,,,,,,,
4,21,9,slow,,,,,,,,
4,21,10,slow,,,,,,,,
4,21,8,slow,,,,,,,,
4,21,1,slow,,,,,,,,
4,21,4,slow,,,,,,,,
4,21,3,slow,,,,,,,,
4,21,7,slow,,,,,,,,
4,,,,,,,,,,,
4,22,4,slow,33.33%,8.29%,0.2123,82.83%,0.0708,21+,86.84%,6.42
4,22,8,slow,,,,,,,,
4,22,9,slow,,,,,,,,
4,22,1,slow,,,,,,,,
4,22,3,slow,,,,,,,,
4,22,4,slow,,,,,,,,
4,22,8,slow,,,,,,,,
4,22,7,slow,,,,,,,,
4,22,10,slow,,,,,,,,
4,22,1,slow,,,,,,,,
4,22,4,slow,,,,,,,,
4,22,2,slow,,,,,,,,
4,22,7,slow,,,,,,,,
4,22,8,slow,,,,,,,,
4,22,10,slow,,,,,,,,
4,22,9,slow,,,,,,,,
4,22,1,slow,,,,,,,,
4,22,2,slow,,,,,,,,
4,22,5,slow,,,,,,,,
4,22,4,slow,,,,,,,,
4,22,2,slow,,,,,,,,
4,,,,,,,,,,,
4,23,7,slow,23.81%,6.13%,0.0748,80.81%,0.0748,20,86.84%,6.64
4,23,4,slow,,,,,,,,
4,23,2,slow,,,,,,,,
4,23,1,slow,,,,,,,,
4,23,9,slow,,,,,,,,
4,23,10,slow,,,,,,,,
4,23,5,slow,,,,,,,,
4,23,3,slow,,,,,,,,
4,23,4,slow,,,,,,,,
4,23,1,slow,,,,,,,,
4,23,7,slow,,,,,,,,
4,23,2,slow,,,,,,,,
4,23,4,slow,,,,,,,,
4,23,5,slow,,,,,,,,
4,23,2,slow,,,,,,,,
4,23,8,slow,,,,,,,,
4,23,10,slow,,,,,,,,
4,23,7,slow,,,,,,,,
4,23,4,slow,,,,,,,,
4,23,6,slow,,,,,,,,
4,23,7,slow,,,,,,,,
4,,,,,,,,,,,
4,24,5,slow,35.00%,3.41%,0,80.81%,0.1797,19,91.67%,7.6
4,24,9,slow,,,,,,,,
4,24,1,slow,,,,,,,,
4,24,4,slow,,,,,,,,
4,24,3,slow,,,,,,,,
4,24,6,slow,,,,,,,,
4,24,7,slow,,,,,,,,
4,24,2,slow,,,,,,,,
4,24,5,slow,,,,,,,,
4,24,4,slow,,,,,,,,
4,24,1,slow,,,,,,,,
4,24,10,slow,,,,,,,,
4,24,9,slow,,,,,,,,
4,24,7,slow,,,,,,,,
4,24,6,slow,,,,,,,,
4,24,4,slow,,,,,,,,
4,24,2,slow,,,,,,,,
4,24,1,slow,,,,,,,,
4,24,8,slow,,,,,,,,
4,24,6,slow,,,,,,,,
4,,,,,,,,,,,
4,25,4,slow,25.00%,11.70%,0.288,84.85%,0,20+,91.67%,7.08
4,25,2,slow,,,,,,,,
4,25,9,slow,,,,,,,,
4,25,1,slow,,,,,,,,
4,25,7,slow,,,,,,,,
4,25,10,slow,,,,,,,,
4,25,7,slow,,,,,,,,
4,25,4,slow,,,,,,,,
4,25,8,slow,,,,,,,,
4,25,10,slow,,,,,,,,
4,25,9,slow,,,,,,,,
4,25,1,slow,,,,,,,,
4,25,2,slow,,,,,,,,
4,25,4,slow,,,,,,,,
4,25,3,slow,,,,,,,,
4,25,7,slow,,,,,,,,
4,25,8,slow,,,,,,,,
4,25,10,slow,,,,,,,,
4,25,1,slow,,,,,,,,
4,25,2,slow,,,,,,,,
4,,,,,,,,,,,
4,26,10,slow,20.00%,2.27%,0,80.81%,0.186,17,91.67%,7.9
4,26,7,slow,,,,,,,,
4,26,4,slow,,,,,,,,
4,26,2,slow,,,,,,,,
4,26,8,slow,,,,,,,,
4,26,7,slow,,,,,,,,
4,26,5,slow,,,,,,,,
4,26,3,slow,,,,,,,,
4,26,4,slow,,,,,,,,
4,26,1,slow,,,,,,,,
4,26,2,slow,,,,,,,,
4,26,10,slow,,,,,,,,
4,26,6,slow,,,,,,,,
4,26,4,slow,,,,,,,,
4,26,10,slow,,,,,,,,
4,26,8,slow,,,,,,,,
4,26,9,slow,,,,,,,,
4,26,1,slow,,,,,,,,
4,26,3,slow,,,,,,,,
4,26,5,slow,,,,,,,,
4,,,,,,,,,,,
4,27,2,fast,57.14%,24.09%,0,93.94%,0,7+,60.00%,5
4,27,6,fast,,,,,,,,
4,27,7,fast,,,,,,,,
4,27,9,fast,,,,,,,,
4,27,1,fast,,,,,,,,
4,27,2,fast,,,,,,,,
4,27,3,fast,,,,,,,,
4,,,,,,,,,,,
4,28,5,fast,0.00%,32.27%,0,92.93%,0,8+,100.00%,4.33
4,28,1,fast,,,,,,,,
4,28,6,fast,,,,,,,,
4,28,8,fast,,,,,,,,
4,28,10,fast,,,,,,,,
4,28,1,fast,,,,,,,,
4,28,10,fast,,,,,,,,
4,28,5,fast,,,,,,,,
4,,,,,,,,,,,
4,29,2,fast,57.14%,24.09%,0,93.94%,0,7+,120.00%,5
4,29,1,fast,,,,,,,,
4,29,8,fast,,,,,,,,
4,29,5,fast,,,,,,,,
4,29,6,fast,,,,,,,,
4,29,7,fast,,,,,,,,
4,29,1,fast,,,,,,,,
4,,,,,,,,,,,
4,30,5,slow,35.00%,3.41%,0.1797,82.83%,0.0898,20,116.67%,7.7
4,30,8,slow,,,,,,,,
4,30,9,slow,,,,,,,,
4,30,1,slow,,,,,,,,
4,30,4,slow,,,,,,,,
4,30,3,slow,,,,,,,,
4,30,2,slow,,,,,,,,
4,30,8,slow,,,,,,,,
4,30,1,slow,,,,,,,,
4,30,7,slow,,,,,,,,
4,30,5,slow,,,,,,,,
4,30,6,slow,,,,,,,,
4,30,1,slow,,,,,,,,
4,30,2,slow,,,,,,,,
4,30,4,slow,,,,,,,,
4,30,3,slow,,,,,,,,
4,30,5,slow,,,,,,,,
4,30,8,slow,,,,,,,,
4,30,7,slow,,,,,,,,
4,30,10,slow,,,,,,,,
24,practice 1,1,slow,,,,,,,,
24,practice 1,3,slow,,,,,,,,
24,practice 1,1,slow,,,,,,,,
24,practice 1,5,slow,,,,,,,,
24,practice 1,9,slow,,,,,,,,
24,practice 1,6,slow,,,,,,,,
24,practice 1,7,slow,,,,,,,,
24,practice 1,8,slow,,,,,,,,
24,practice 1,1,slow,,,,,,,,
24,practice 1,4,slow,,,,,,,,
24,,,,,,,,,,,
24,practice 2,3,fast,,,,,,,,
24,practice 2,1,fast,,,,,,,,
24,practice 2,2,fast,,,,,,,,
24,practice 2,5,fast,,,,,,,,
24,practice 2,7,fast,,,,,,,,
24,practice 2,9,fast,,,,,,,,
24,practice 2,8,fast,,,,,,,,
24,practice 2,6,fast,,,,,,,,
24,practice 2,5,fast,,,,,,,,
24,,,,,,,,,,,
24,1,1,fast,37.50%,24.74%,0,92.93%,0,8+,50.00%,4.5
24,1,5,fast,,,,,,,,
24,1,10,fast,,,,,,,,
24,1,9,fast,,,,,,,,
24,1,8,fast,,,,,,,,
24,1,6,fast,,,,,,,,
24,1,5,fast,,,,,,,,
24,1,9,fast,,,,,,,,
24,,,,,,,,,,,
24,2,1,fast,57.14%,15.49%,0,93.94%,0,7+,90.00%,0
24,2,8,fast,,,,,,,,
24,2,5,fast,,,,,,,,
24,2,6,fast,,,,,,,,
24,2,7,fast,,,,,,,,
24,2,3,fast,,,,,,,,
24,2,2,fast,,,,,,,,
24,,,,,,,,,,,
24,3,1,slow,36.36%,7.84%,0.1951,81.82%,0.065,22+,90.00%,7.85
24,3,3,slow,,,,,,,,
24,3,7,slow,,,,,,,,
24,3,10,slow,,,,,,,,
24,3,6,slow,,,,,,,,
24,3,7,slow,,,,,,,,
24,3,9,slow,,,,,,,,
24,3,8,slow,,,,,,,,
24,3,3,slow,,,,,,,,
24,3,1,slow,,,,,,,,
24,3,2,slow,,,,,,,,
24,3,1,slow,,,,,,,,
24,3,9,slow,,,,,,,,
24,3,10,slow,,,,,,,,
24,3,7,slow,,,,,,,,
24,3,8,slow,,,,,,,,
24,3,5,slow,,,,,,,,
24,3,6,slow,,,,,,,,
24,3,2,slow,,,,,,,,
24,3,1,slow,,,,,,,,
24,3,3,slow,,,,,,,,
24,3,7,slow,,,,,,,,
24,,,,,,,,,,,
24,4,1,fast,16.67%,22.18%,0,94.95%,0,6+,75.00%,0
24,4,5,fast,,,,,,,,
24,4,6,fast,,,,,,,,
24,4,9,fast,,,,,,,,
24,4,7,fast,,,,,,,,
24,4,10,fast,,,,,,,,
24,,,,,,,,,,,
24,5,1,slow,33.33%,5.05%,0.1538,81.82%,0,12,102.63%,8.18
24,5,6,slow,,,,,,,,
24,5,5,slow,,,,,,,,
24,5,10,slow,,,,,,,,
24,5,9,slow,,,,,,,,
24,5,3,slow,,,,,,,,
24,5,2,slow,,,,,,,,
24,5,7,slow,,,,,,,,
24,5,4,slow,,,,,,,,
24,5,6,slow,,,,,,,,
24,5,9,slow,,,,,,,,
24,5,8,slow,,,,,,,,
24,5,7,slow,,,,,,,,
24,5,9,slow,,,,,,,,
24,5,1,slow,,,,,,,,
24,5,6,slow,,,,,,,,
24,5,2,slow,,,,,,,,
24,5,3,slow,,,,,,,,
24,5,10,slow,,,,,,,,
24,5,9,slow,,,,,,,,
24,5,6,slow,,,,,,,,
24,,,,,,,,,,,
24,6,9,slow,47.62%,2.56%,0.0824,80.81%,0,18,56.26%,8.36
24,6,7,slow,,,,,,,,
24,6,1,slow,,,,,,,,
24,6,3,slow,,,,,,,,
24,6,2,slow,,,,,,,,
24,6,8,slow,,,,,,,,
24,6,9,slow,,,,,,,,
24,6,10,slow,,,,,,,,
24,6,6,slow,,,,,,,,
24,6,4,slow,,,,,,,,
24,6,3,slow,,,,,,,,
24,6,1,slow,,,,,,,,
24,6,2,slow,,,,,,,,
24,6,9,slow,,,,,,,,
24,6,10,slow,,,,,,,,
24,6,7,slow,,,,,,,,
24,6,6,slow,,,,,,,,
24,6,5,slow,,,,,,,,
24,6,4,slow,,,,,,,,
24,6,2,slow,,,,,,,,
24,6,3,slow,,,,,,,,
24,,,,,,,,,,,
24,7,3,fast,57.14%,15.49%,0,93.94%,0,7+,120.00%,0
24,7,7,fast,,,,,,,,
24,7,6,fast,,,,,,,,
24,7,10,fast,,,,,,,,
24,7,9,fast,,,,,,,,
24,7,1,fast,,,,,,,,
24,7,2,fast,,,,,,,,
24,,,,,,,,,,,
24,8,1,slow,28.57%,3.64%,0.1599,81.82%,0.0799,21,78.95%,7.18
24,8,3,slow,,,,,,,,
24,8,9,slow,,,,,,,,
24,8,7,slow,,,,,,,,
24,8,8,slow,,,,,,,,
24,8,3,slow,,,,,,,,
24,8,7,slow,,,,,,,,
24,8,10,slow,,,,,,,,
24,8,9,slow,,,,,,,,
24,8,1,slow,,,,,,,,
24,8,4,slow,,,,,,,,
24,8,5,slow,,,,,,,,
24,8,7,slow,,,,,,,,
24,8,8,slow,,,,,,,,
24,8,1,slow,,,,,,,,
24,8,10,slow,,,,,,,,
24,8,9,slow,,,,,,,,
24,8,3,slow,,,,,,,,
24,8,2,slow,,,,,,,,
24,8,4,slow,,,,,,,,
24,8,6,slow,,,,,,,,
24,,,,,,,,,,,
24,9,1,fast,33.33%,32.22%,0,94.95%,0,6+,37.50%,4
24,9,4,fast,,,,,,,,
24,9,9,fast,,,,,,,,
24,9,8,fast,,,,,,,,
24,9,7,fast,,,,,,,,
24,9,4,fast,,,,,,,,
24,,,,,,,,,,,
24,10,1,fast,33.33%,22.18%,0,94.95%,0,6+,112.50%,0
24,10,5,fast,,,,,,,,
24,10,4,fast,,,,,,,,
24,10,7,fast,,,,,,,,
24,10,8,fast,,,,,,,,
24,10,3,fast,,,,,,,,
24,,,,,,,,,,,
24,11,1,fast,28.57%,24.09%,0,93.94%,0,7+,30.00%,4
24,11,3,fast,,,,,,,,
24,11,4,fast,,,,,,,,
24,11,7,fast,,,,,,,,
24,11,10,fast,,,,,,,,
24,11,9,fast,,,,,,,,
24,11,4,fast,,,,,,,,
24,,,,,,,,,,,
24,12,1,slow,34.78%,2.45%,0.0678,78.79%,0.1611,14,92.86%,8.31
24,12,4,slow,,,,,,,,
24,12,7,slow,,,,,,,,
24,12,9,slow,,,,,,,,
24,12,6,slow,,,,,,,,
